lamA thr
3500.0 0.674112238512174
3510.0 0.6796895820647625
3520.0 0.6866321031496081
3530.0 0.6914387353138649
3540.0 0.6984006640300305
3550.0 0.7029527073255225
3560.0 0.7077492039915989
3570.0 0.7115237789245739
3580.0 0.7174120572438433
3590.0 0.7218451772573579
3600.0 0.7252558687714724
3610.0 0.7290987269882084
3620.0 0.7332640444212929
3630.0 0.7362489884037751
3640.0 0.7401661361144819
3650.0 0.7439845377094516
3660.0 0.7467924106243754
3670.0 0.749964298379373
3680.0 0.7534056216147615
3690.0 0.756636708205224
3700.0 0.760072044001347
3710.0 0.7627386204889605
3720.0 0.7650579057441703
3730.0 0.7684439153851844
3740.0 0.7703307336272623
3750.0 0.7732703305996513
3760.0 0.775917593286066
3770.0 0.7782559858128825
3780.0 0.7811353703926078
3790.0 0.7833130775825354
3800.0 0.7862115131456355
3810.0 0.7881454051770915
3820.0 0.7909482854144025
3830.0 0.7929825189442694
3840.0 0.79554002610852
3850.0 0.7975915651207349
3860.0 0.800076716001486
3870.0 0.801349059822696
3880.0 0.8042375475478575
3890.0 0.8065696710958424
3900.0 0.8098842817715266
3910.0 0.811281648915045
3920.0 0.8137994211387809
3930.0 0.8151275477541735
3940.0 0.8173828479028904
3950.0 0.8196325923440655
3960.0 0.8216194330030995
3970.0 0.823633113972438
3980.0 0.8250866393536306
3990.0 0.8272384822731644
4000.0 0.8292287764907684
4010.0 0.8312777440557975
4020.0 0.8333278940673224
4030.0 0.8345189661444404
4040.0 0.8365667324674275
4050.0 0.8385955228662164
4060.0 0.8396230003560629
4070.0 0.841797479263356
4080.0 0.843767427400821
4090.0 0.8455375183892175
4100.0 0.8476026276626369
4110.0 0.8490178258011448
4120.0 0.8500994343896668
4130.0 0.8510456213890786
4140.0 0.8526850019018098
4150.0 0.854797034821653
4160.0 0.8559860985553184
4170.0 0.8576148930918028
4180.0 0.8587228540198769
4190.0 0.860338209617964
4200.0 0.861485830427376
4210.0 0.8624730849813539
4220.0 0.8642236744837078
4230.0 0.8653893139483515
4240.0 0.8663913400793806
4250.0 0.8673960127167719
4260.0 0.8684939882650184
4270.0 0.8700354672807104
4280.0 0.870468384771909
4290.0 0.8724053737385911
4300.0 0.8734694892337258
4310.0 0.8742533016834539
4320.0 0.8751191741831383
4330.0 0.8761617423068894
4340.0 0.877302943920711
4350.0 0.8784837115857494
4360.0 0.8790844655286539
4370.0 0.8803329533491183
4380.0 0.8807204863129363
4390.0 0.8817886372413194
4400.0 0.882746968033161
4410.0 0.8837690587293645
4420.0 0.8851139652652604
4430.0 0.8857545479788005
4440.0 0.8860185215817705
4450.0 0.886407668674605
4460.0 0.8877472071632009
4470.0 0.888574095510948
4480.0 0.889011273612924
4490.0 0.8900430493538429
4500.0 0.8904028410266219
4510.0 0.8911798401401279
4520.0 0.8918708001078645
4530.0 0.8929419541167509
4540.0 0.8936135064531675
4550.0 0.8939137614626836
4560.0 0.894790576512756
4570.0 0.89554274365941
4580.0 0.8959417071935714
4590.0 0.896271148660041
4600.0 0.8971130338115716
4610.0 0.8980041324433409
4620.0 0.8987338888289685
4630.0 0.8992664158255469
4640.0 0.8993729512436129
4650.0 0.900087617044539
4660.0 0.901066049943444
4670.0 0.9008651979835198
4680.0 0.9017779002749055
4690.0 0.90208939814532
4700.0 0.9029334605788034
4710.0 0.9033031625230307
4720.0 0.903489261627645
4730.0 0.9044176927404464
4740.0 0.9045618421545091
4750.0 0.9052790042450385
4760.0 0.9062321734699694
4770.0 0.9059747879764889
4780.0 0.9067239519688349
4790.0 0.9071196120873809
4800.0 0.907233936832377
4810.0 0.9080425625026138
4820.0 0.9082372204936799
4830.0 0.9088675926252616
4840.0 0.9088811817312149
4850.0 0.909590986226538
4860.0 0.9102873330125189
4870.0 0.9104182687395179
4880.0 0.9112150320584849
4890.0 0.9112633258608493
4900.0 0.9116063001450403
4910.0 0.9118617336571049
4920.0 0.9121621200140294
4930.0 0.9124869066552854
4940.0 0.9122096442568723
4950.0 0.9134347829166943
4960.0 0.9135897059918475
4970.0 0.9138112418597084
4980.0 0.9139441108463819
4990.0 0.915000211763253
5000.0 0.91514285957556
5010.0 0.9153557615469959
5020.0 0.9159055564102289
5030.0 0.9157909501256671
5040.0 0.916342415479953
5050.0 0.9166396861061054
5060.0 0.9172215767258775
