lamA thr
3500.0 0.5307927472657774
3510.0 0.5347290440151369
3520.0 0.5386653407644963
3530.0 0.5426016375138558
3540.0 0.5465379342632151
3550.0 0.5504742310125746
3560.0 0.5544105277619341
3570.0 0.5583468245112935
3580.0 0.5622727895976997
3590.0 0.5659441719123626
3600.0 0.5696155542270254
3610.0 0.5732869365416883
3620.0 0.5769583188563513
3630.0 0.5806297011710141
3640.0 0.584301083485677
3650.0 0.5879724658003399
3660.0 0.591496764036837
3670.0 0.5949856599021629
3680.0 0.5984745557674889
3690.0 0.6019634516328147
3700.0 0.6054523474981406
3710.0 0.6089412433634664
3720.0 0.6124301392287924
3730.0 0.6159190350941183
3740.0 0.6194079309594441
3750.0 0.6228968268247701
3760.0 0.626385722690096
3770.0 0.6296895352923816
3780.0 0.6326614388028465
3790.0 0.6356333423133115
3800.0 0.6386052458237765
3810.0 0.6415771493342415
3820.0 0.6445490528447064
3830.0 0.6475209563551714
3840.0 0.6504928598656363
3850.0 0.6534647633761013
3860.0 0.6564366668865662
3870.0 0.659408570397031
3880.0 0.6623804739074961
3890.0 0.6650681319323698
3900.0 0.6671289922197854
3910.0 0.6691898525072011
3920.0 0.6712507127946167
3930.0 0.6733115730820324
3940.0 0.6753724333694481
3950.0 0.6774332936568638
3960.0 0.6794941539442795
3970.0 0.6815550142316952
3980.0 0.6836158745191109
3990.0 0.6856767348065265
4000.0 0.6877375950939422
4010.0 0.6897984553813578
4020.0 0.6918593156687736
4030.0 0.6937472752524542
4040.0 0.6954378984869042
4050.0 0.697128521721354
4060.0 0.6988191449558039
4070.0 0.7005097681902538
4080.0 0.7022003914247037
4090.0 0.7038910146591536
4100.0 0.7055816378936034
4110.0 0.7072722611280534
4120.0 0.7089628843625033
4130.0 0.7106535075969531
4140.0 0.712344130831403
4150.0 0.714034754065853
4160.0 0.7156227468729279
4170.0 0.7168632366539791
4180.0 0.7181037264350304
4190.0 0.7193442162160817
4200.0 0.7205847059971329
4210.0 0.7218251957781842
4220.0 0.7230656855592353
4230.0 0.7243061753402866
4240.0 0.7255466651213378
4250.0 0.726787154902389
4260.0 0.7280276446834403
4270.0 0.7292681344644915
4280.0 0.7305086242455426
4290.0 0.731749114026594
4300.0 0.7329896038076452
4310.0 0.7342300935886964
4320.0 0.7354705833697476
4330.0 0.7367110731507988
4340.0 0.73795156293185
4350.0 0.7391920527129013
4360.0 0.7404325424939525
4370.0 0.7415281431504248
4380.0 0.7425809527182908
4390.0 0.7436337622861569
4400.0 0.744686571854023
4410.0 0.745739381421889
4420.0 0.7467921909897551
4430.0 0.7478450005576212
4440.0 0.7488978101254872
4450.0 0.7499506196933533
4460.0 0.7510034292612194
4470.0 0.7520562388290855
4480.0 0.7531090483969515
