wav,resol,
0.575111,5553.75,
0.589365,5665.46,
0.601778,5781.00,
0.613729,5911.94,
0.626142,6027.49,
0.638554,6150.73,
0.650966,6273.97,
0.663378,6404.92,
0.673949,6532.00,
0.687282,6651.40,
