wav,resol,
0.715175,3160.41,
0.734952,3249.05,
0.753348,3333.84,
0.772206,3407.08,
0.792904,3480.33,
0.816361,3565.15,
0.835678,3646.09,
0.857295,3734.75,
0.878448,3861.89,
0.892244,3942.80,
0.918918,4077.67,
0.943753,4197.14,
0.984687,4362.89,
