|  RAJ2000|  DEJ2000|  umag|  gmag|  rmag|  imag|  zmag|priority|repeat|
|   double|   double|double|double|double|double|double|  double|double|
|      deg|      deg|   mag|   mag|   mag|   mag|   mag|        |      |
|     null|     null|  null|  null|  null|  null|  null|    null|  null|
 29.939522 62.095964 19.534 17.674 16.826 16.385 16.063      1.0    1.0 
 29.952043 62.116818 19.548 17.335 16.208 15.684 15.331      1.0    1.0 
 29.879892   62.0447 19.978 17.435 16.248 15.755 15.416      1.0    1.0 
 29.995569 62.145374 19.951 17.825 16.974 16.517  16.14      1.0    1.0 
 30.003064 62.171981 19.549  17.42 16.538 16.105 15.762      1.0    1.0 
 29.890662 62.114407 19.955 17.871 16.721 16.143 15.719      1.0    1.0 
 29.827055 62.028361 19.837 17.983 16.928 16.406 16.018      1.0    1.0 
 29.805203 61.990684 19.687 17.696 16.957 16.595 16.272      1.0    1.0 
 29.803487 62.020608 19.984  18.07 17.214 16.795 16.453      1.0    1.0 
 29.799682 62.030676  19.91 18.045 17.133 16.692  16.37      1.0    1.0 
 29.792064 61.993192 19.541 17.826  17.01 16.581 16.284      1.0    1.0 
 29.839549 62.102385 19.679 17.518 16.353 15.792 15.428      1.0    1.0 
 29.792559 62.030365 19.576 17.235 16.121 15.672 15.377      1.0    1.0 
 30.086146 62.219392 19.895 18.264 24.802  16.74 16.325      1.0    1.0 
  29.90773 62.161328 19.782 17.614 16.735 16.284 15.965      1.0    1.0 
 29.937942 62.177267 19.734 17.492  16.49  15.98 15.598      1.0    1.0 
 29.769935 62.048631 19.944 18.121 17.086 16.567  16.21      1.0    1.0 
 29.766234 62.048496 19.563 17.616 16.507 15.969 15.607      1.0    1.0 
 29.756216 61.988695 19.688 17.893 17.095  16.71 16.425      1.0    1.0 
 29.759499 62.038416 19.686 17.556 16.721 16.286 15.883      1.0    1.0 
 29.924777 62.189482 19.875 17.834 16.704 16.174 15.831      1.0    1.0 
 30.023188  62.22473  19.87 17.835 16.987 16.578 16.248      1.0    1.0 
 29.740206 61.986361  19.81 17.803 16.789 16.317 16.001      1.0    1.0 
 29.736552 62.008264 19.764 17.811 16.742 16.289 15.977      1.0    1.0 
 29.759607 62.076692 19.771 17.967 17.057 16.608 16.295      1.0    1.0 
 29.824539 62.147564   19.9 17.955 16.917 16.558 16.094      1.0    1.0 
 29.735728 61.966658 19.715   17.9  16.94 16.465 16.139      1.0    1.0 
 29.731594 62.016344 19.978  18.38 17.468 17.018 16.684      1.0    1.0 
  29.87683  62.18159 19.601 16.512 14.773 13.932 13.318      1.0    1.0 
 29.767178 62.099465 19.627 16.933   14.4 15.736 12.019      1.0    1.0 
 30.122534 62.257452 19.852 17.458 16.444 15.895 15.455      1.0    1.0 
 29.769124 62.111321 19.548 17.664 16.544 15.976 15.585      1.0    1.0 
 29.989211 62.231733 19.542  17.53 16.422 15.849  15.47      1.0    1.0 
 29.764612 62.124011 19.633 16.722 15.115 14.318 13.732      1.0    1.0 
 29.710172 61.960322 19.803 17.995 17.098  16.67 16.423      1.0    1.0 
 29.751645 62.115872 19.952  17.94 16.878  16.37   16.0      1.0    1.0 
 29.699186 62.035812 19.721 17.771 16.745 16.207 15.808      1.0    1.0 
  29.70623 62.056693 19.969   18.0  16.87  16.29 15.871      1.0    1.0 
 30.199176 62.282666 19.738 17.704 16.621 16.084 15.727      1.0    1.0 
 29.720651 62.094603 19.947 18.099 17.085 16.591 16.237      1.0    1.0 
 30.013791 62.255068 19.778 17.619 16.759 16.305 15.926      1.0    1.0 
 29.725742 62.104608 19.641 17.598 16.774 16.351 16.007      1.0    1.0 
 29.683848 61.982606  19.63 17.734 16.712 16.179 15.849      1.0    1.0 
 29.682086 62.003606 19.745 16.881 15.271  14.46 13.855      1.0    1.0 
 29.737314 62.138228 19.838 17.916 16.849 16.328 15.976      1.0    1.0 
 29.672079 62.044328 19.915 18.163 17.176 16.677 16.313      1.0    1.0 
 29.668431 61.966418 19.753 17.826 16.767 16.232 15.853      1.0    1.0 
 30.203041  62.29535 19.534 16.929  15.54 14.928 14.428      1.0    1.0 
 29.664576 61.983419 19.805 17.981 16.972 16.444  16.11      1.0    1.0 
 29.663232 61.987026 19.801 17.858 16.766 16.272  15.93      1.0    1.0 
 29.772999 62.171785 19.854 17.604 16.606 16.089 15.702      1.0    1.0 
 29.801639 62.192098 19.644 17.653 16.606 16.036 15.547      1.0    1.0 
 29.654797 62.024054 19.837 17.807 16.873 16.373 15.998      1.0    1.0 
 29.650928 61.987221  19.91 17.751 16.861 16.382 16.018      1.0    1.0 
 29.735218 62.154673  19.73 17.814 16.762 16.238 15.911      1.0    1.0 
 29.652579 62.045365   19.9 17.148 15.517 14.693 14.088      1.0    1.0 
 29.647444 62.033844  19.79 17.998 17.117 16.684  16.38      1.0    1.0 
 30.094594 62.293104 19.675 17.572 16.383 15.767 15.356      1.0    1.0 
  30.07329 62.294348 19.785  17.99 16.965 16.453 16.134      1.0    1.0 
 29.898687 62.250899 19.784 17.643 16.619 16.101 15.719      1.0    1.0 
  29.64795 61.934623 19.839 18.039 17.051 16.614 16.345      1.0    1.0 
 29.745266 62.177438 19.979 17.972 16.942 16.445 16.102      1.0    1.0 
 29.639309 61.935552 19.589 16.839 14.386 16.866 12.027      1.0    1.0 
  29.66613 61.888724   20.0 18.011 16.962 16.446 16.133      1.0    1.0 
 29.630351 61.932985 19.849 18.003  17.03 16.597 16.295      1.0    1.0 
 29.630127 61.928512 19.527 17.868 16.921 16.494 16.235      1.0    1.0 
 29.615674 61.967104 19.703 17.977 17.038 16.552 16.229      1.0    1.0 
 29.613592 62.033336 19.907  17.77 16.708 16.201 15.879      1.0    1.0 
 30.091969 62.309389 19.783 17.688 16.653 16.108 15.729      1.0    1.0 
 29.824206 62.237271 19.998 17.818 16.554 15.883 15.423      1.0    1.0 
 30.208784 62.324542 19.524 16.661 15.184 14.521 14.098      1.0    1.0 
 29.618835 61.928981 19.793 17.885 16.793  16.28 15.941      1.0    1.0 
 29.636012 62.113871 19.688 17.742 16.692 16.169 15.806      1.0    1.0 
 29.672779 62.154829 19.746 17.149 15.814 15.202   14.8      1.0    1.0 
 29.702707 62.179332 19.633 17.429  16.19 15.556 15.148      1.0    1.0 
 29.613462  62.08359  19.99 17.931 17.136 16.675 16.365      1.0    1.0 
 30.111301 62.322395 19.969 17.983 16.823 16.218 15.825      1.0    1.0 
 29.618954 61.901788 19.937 17.636 16.938 16.557 16.261      1.0    1.0 
 29.607843 62.084292 19.939 17.695 16.515 15.968 15.617      1.0    1.0 
 29.596245 61.943977 19.963 17.943 16.847 16.334 15.997      1.0    1.0 
 29.877893 62.271418 19.919 17.873 16.716 16.128 15.732      1.0    1.0 
   29.5949 61.946527 19.799 18.008 17.039 16.526 16.211      1.0    1.0 
 29.605161 61.912451 19.631 17.681 16.645 16.127 15.781      1.0    1.0 
 29.586864 61.947471 19.505 17.562 16.541 16.069 15.821      1.0    1.0 
 29.966544 62.302611  19.83 17.797 16.666 16.077 15.658      1.0    1.0 
 29.668051 62.169531 19.577 17.316 16.294 15.753 15.357      1.0    1.0 
 29.570612 62.002983  19.68 17.699  16.86 16.449 16.145      1.0    1.0 
 29.632303 62.141127 19.929 18.068 17.107   16.6 16.265      1.0    1.0 
 29.573582  62.05102  19.53 17.183 16.103 15.637 15.358      1.0    1.0 
 29.954532 62.307427 19.923 17.701 16.525 15.971 15.586      1.0    1.0 
 29.638265 62.163324 19.512 17.631 16.579 16.088 15.764      1.0    1.0 
 29.595193 62.122055 19.848 17.929 17.039 16.567 16.235      1.0    1.0 
 29.578997 61.903402 19.717 16.985 15.436  14.64 14.076      1.0    1.0 
 29.553108 61.964784 19.982 18.297 17.352 16.885 16.555      1.0    1.0 
 29.593661 61.881646 19.623 17.988 17.076 16.624 16.344      1.0    1.0 
 30.044678 62.335334 19.958  18.22  17.29 16.911 16.461      1.0    1.0 
 29.900838 62.303362 19.876 17.649 16.303 15.594 15.085      1.0    1.0 
  29.62957 62.171182 19.842 17.834 16.684 16.107 15.726      1.0    1.0 
 29.594288  61.86513  19.61 17.922 16.969 16.472 16.077      1.0    1.0 
 29.704048 62.229567 19.851 17.676 16.736 16.252 15.887      1.0    1.0 
 30.142541 62.358608 19.582 17.509 16.449  15.95  15.64      1.0    1.0 
 29.552606 61.888208 19.907  18.25 17.323 16.903 16.638      1.0    1.0 
  29.74376 62.261754 19.501  16.68 15.029 14.213 13.616      1.0    1.0 
 30.058022 62.352651 19.633 17.612 16.885  16.51 16.216      1.0    1.0 
 29.594678 61.835876 19.874 18.179 17.334 16.922 16.658      1.0    1.0 
 29.533673 61.911161 19.591 17.495 16.476 15.932  15.34      1.0    1.0 
 30.031107 62.349445 19.969 18.083 16.985 16.464 16.124      1.0    1.0 
 29.507587 61.992557 19.795 17.982 17.076 16.606   16.3      1.0    1.0 
 29.512289 61.952412 19.688  17.88 16.945 16.493 16.168      1.0    1.0 
 30.072652 62.359437 19.763 17.784 16.695 16.151 15.821      1.0    1.0 
 29.687783 62.243697 19.967   17.7 16.473 15.909  15.47      1.0    1.0 
 29.544778 62.130948 19.731 17.537 16.347 15.788 15.395      1.0    1.0 
 29.501811 61.956109 19.866 18.154 17.228 16.795 16.478      1.0    1.0 
 29.564839  61.84831 19.919 18.086 17.175 16.726 16.411      1.0    1.0 
 29.493054 61.983914 19.801 17.124 15.577 14.689 14.196      1.0    1.0 
 30.043097 62.360511 19.803 17.801 16.832 16.329 15.943      1.0    1.0 
 29.492939 62.038419 19.861  17.74 16.977 16.485 16.164      1.0    1.0 
 29.554668 62.154935 19.581 16.701 15.069 14.279  13.71      1.0    1.0 
 29.501252 62.083962 19.762 17.781 16.619 16.049 15.666      1.0    1.0 
 30.060524 62.367701 19.673 17.844 16.837 16.346 16.012      1.0    1.0 
 29.613451 62.212382 19.701 17.405 16.314 15.749  15.39      1.0    1.0 
 29.502821 61.909872 19.781   18.1 17.283 16.861 16.597      1.0    1.0 
 29.557149 61.833483 19.866 18.003  17.09 16.663 16.391      1.0    1.0 
 29.502023 61.897631 19.799 17.971 17.061 16.624 16.335      1.0    1.0 
 29.496744 62.099455 19.676 17.778 16.762 16.231 15.845      1.0    1.0 
  29.47192 62.060224 19.678 17.891 17.001 16.534 16.266      1.0    1.0 
 29.564744 62.189907 19.555 17.548 16.391 15.795 15.412      1.0    1.0 
 30.124662 62.384655 19.662 17.853 17.117 16.836 16.452      1.0    1.0 
 30.124424 62.385217 19.595 17.782  16.95 16.487 16.182      1.0    1.0 
 29.566973 61.810206  19.94 18.157 17.254 16.798 16.493      1.0    1.0 
 29.634673 62.242855 19.622 17.512 16.548 16.029 15.587      1.0    1.0 
 30.056823 62.378122 19.732  17.88 16.877 16.389 16.047      1.0    1.0 
 29.687618 62.273916 19.941 17.853 16.681 16.133 15.747      1.0    1.0 
 29.567901 61.803749 19.536 17.711 16.741 16.249 15.936      1.0    1.0 
 29.461977 62.055198 19.776 17.984 17.056 16.609 16.284      1.0    1.0 
 29.487617 61.891391  19.87 17.593 16.455 15.984 15.666      1.0    1.0 
 30.315458 62.397241 19.896 17.428 16.198 15.547 15.116      1.0    1.0 
 29.487965 62.114786 19.587 17.597 16.776 16.385 16.116      1.0    1.0 
 30.196837 62.394645 19.559 17.729 16.731 16.238 15.904      1.0    1.0 
 29.519493 61.846727 19.647 17.853 17.047 16.638 16.361      1.0    1.0 
 29.753474 62.306166 19.906 17.805 16.659 16.075 15.657      1.0    1.0 
 30.045541 62.381567 19.821 17.728 16.867 16.427 16.058      1.0    1.0 
 29.449015 62.019846 19.916 18.109 17.183 16.708 16.382      1.0    1.0 
 29.730281 62.299803 19.526 17.548 16.405 15.839 15.464      1.0    1.0 
 29.502618 62.145787  19.55 17.753 16.706 16.186 15.831      1.0    1.0 
 30.135051 62.393807 19.627 16.723 15.171 14.447 13.903      1.0    1.0 
 30.152234  62.39547 19.964 17.479 16.199 15.632  15.25      1.0    1.0 
 29.975584 62.372375 19.552 17.448 16.187  15.55 15.119      1.0    1.0 
 29.516324 62.165547 19.791 17.754 16.642 16.084 15.719      1.0    1.0 
 29.476914 61.887638 19.995 18.034 17.246 16.822  16.46      1.0    1.0 
 29.523195 61.830296 19.964 17.947 17.203 16.809 16.491      1.0    1.0 
 29.488686 61.869522 19.788 17.761 16.726 16.179 15.789      1.0    1.0 
 29.440643 61.987574 19.597 17.763 16.811 16.332 16.024      1.0    1.0 
 29.816633 62.335071 19.674 21.998 21.187 18.111 27.314      5.0    1.0 
 29.480898 62.129036 19.848 17.864 16.802  16.29 15.943      1.0    1.0 
 29.471479  62.12358 19.941 18.021 16.943  16.41 16.007      1.0    1.0 
 29.430767 62.009382 19.601 17.715 16.677 16.132 15.761      1.0    1.0 
 29.647757 62.272304 19.856 17.717  16.47 15.845 15.424      1.0    1.0 
 29.465695 62.120298 19.616 17.617 16.834 16.485 16.218      1.0    1.0 
 29.831662 62.346808 19.719 17.544 16.271 15.628 15.193      1.0    1.0 
 29.509662 61.827821 19.507 17.835 16.981 16.566 16.283      1.0    1.0 
 30.353981 62.409365  19.96 16.849 15.099 14.223   13.6      1.0    1.0 
 30.101809 62.400918 19.648 17.691 16.848 16.437 16.136      1.0    1.0 
