PID,RAJ2000,DECJ2000,umag,gmag,rmag,imag,zmag,Jmag,Hmag,Nobsreq,Nrepeat,priority,surveypriority,Nobsdone
cosmo,178.10035,-0.903892,23.89531898498535,23.89531898498535,23.89531898498535,23.89531898498535,23.89531898498535,23.89531898498535,23.89531898498535,1.0,1.0,1.0,1.0,0.0
cosmo,178.170448,-0.903219,24.01316261291504,24.01316261291504,24.01316261291504,24.01316261291504,24.01316261291504,24.01316261291504,24.01316261291504,1.0,1.0,1.0,1.0,0.0
cosmo,178.292012,-0.902736,24.207929611206055,24.207929611206055,24.207929611206055,24.207929611206055,24.207929611206055,24.207929611206055,24.207929611206055,1.0,1.0,1.0,1.0,0.0
cosmo,178.128464,-0.899992,23.04646110534668,23.04646110534668,23.04646110534668,23.04646110534668,23.04646110534668,23.04646110534668,23.04646110534668,1.0,1.0,1.0,1.0,0.0
cosmo,178.438272,-0.898733,24.229204177856445,24.229204177856445,24.229204177856445,24.229204177856445,24.229204177856445,24.229204177856445,24.229204177856445,1.0,1.0,1.0,1.0,0.0
cosmo,178.096641,-0.898134,23.951793670654297,23.951793670654297,23.951793670654297,23.951793670654297,23.951793670654297,23.951793670654297,23.951793670654297,1.0,1.0,1.0,1.0,0.0
cosmo,178.373407,-0.895708,24.404075622558594,24.404075622558594,24.404075622558594,24.404075622558594,24.404075622558594,24.404075622558594,24.404075622558594,1.0,1.0,1.0,1.0,0.0
cosmo,178.317349,-0.895633,23.5977783203125,23.5977783203125,23.5977783203125,23.5977783203125,23.5977783203125,23.5977783203125,23.5977783203125,1.0,1.0,1.0,1.0,0.0
cosmo,178.051122,-0.89501,23.37420654296875,23.37420654296875,23.37420654296875,23.37420654296875,23.37420654296875,23.37420654296875,23.37420654296875,1.0,1.0,1.0,1.0,0.0
cosmo,178.065659,-0.894932,24.154531478881836,24.154531478881836,24.154531478881836,24.154531478881836,24.154531478881836,24.154531478881836,24.154531478881836,1.0,1.0,1.0,1.0,0.0
cosmo,178.16221,-0.894322,23.8807315826416,23.8807315826416,23.8807315826416,23.8807315826416,23.8807315826416,23.8807315826416,23.8807315826416,1.0,1.0,1.0,1.0,0.0
cosmo,178.062055,-0.894109,23.92460060119629,23.92460060119629,23.92460060119629,23.92460060119629,23.92460060119629,23.92460060119629,23.92460060119629,1.0,1.0,1.0,1.0,0.0
cosmo,178.152921,-0.893795,24.43074607849121,24.43074607849121,24.43074607849121,24.43074607849121,24.43074607849121,24.43074607849121,24.43074607849121,1.0,1.0,1.0,1.0,0.0
cosmo,178.314907,-0.893343,23.536781311035156,23.536781311035156,23.536781311035156,23.536781311035156,23.536781311035156,23.536781311035156,23.536781311035156,1.0,1.0,1.0,1.0,0.0
cosmo,178.117218,-0.892711,24.229612350463867,24.229612350463867,24.229612350463867,24.229612350463867,24.229612350463867,24.229612350463867,24.229612350463867,1.0,1.0,1.0,1.0,0.0
cosmo,178.06671,-0.892675,23.775955200195312,23.775955200195312,23.775955200195312,23.775955200195312,23.775955200195312,23.775955200195312,23.775955200195312,1.0,1.0,1.0,1.0,0.0
cosmo,178.327463,-0.892639,24.44916343688965,24.44916343688965,24.44916343688965,24.44916343688965,24.44916343688965,24.44916343688965,24.44916343688965,1.0,1.0,1.0,1.0,0.0
cosmo,178.45522,-0.892592,23.682302474975586,23.682302474975586,23.682302474975586,23.682302474975586,23.682302474975586,23.682302474975586,23.682302474975586,1.0,1.0,1.0,1.0,0.0
cosmo,178.054859,-0.892331,23.69579315185547,23.69579315185547,23.69579315185547,23.69579315185547,23.69579315185547,23.69579315185547,23.69579315185547,1.0,1.0,1.0,1.0,0.0
cosmo,178.156478,-0.892011,24.49518394470215,24.49518394470215,24.49518394470215,24.49518394470215,24.49518394470215,24.49518394470215,24.49518394470215,1.0,1.0,1.0,1.0,0.0
cosmo,178.393085,-0.890965,24.047985076904297,24.047985076904297,24.047985076904297,24.047985076904297,24.047985076904297,24.047985076904297,24.047985076904297,1.0,1.0,1.0,1.0,0.0
cosmo,178.161928,-0.890591,23.81079864501953,23.81079864501953,23.81079864501953,23.81079864501953,23.81079864501953,23.81079864501953,23.81079864501953,1.0,1.0,1.0,1.0,0.0
cosmo,178.000215,-0.890342,23.39968490600586,23.39968490600586,23.39968490600586,23.39968490600586,23.39968490600586,23.39968490600586,23.39968490600586,1.0,1.0,1.0,1.0,0.0
