PID,RAJ2000,DECJ2000,spectro,umag,gmag,rmag,imag,zmag,Jmag,Hmag,Nobsreq,Nrepeat,priority,surveypriority,Nobsdone,xpos,ypos,fov
cosmo_lbg,178.19353,-0.943655,LR,25.18724250793457,23.951208114624023,23.728601455688477,23.82670783996582,22.755069732666016,22.195201873779297,22.217260360717773,1.0,1.0,2.0,1.0,0.0,2792.652223768264,-3427.3276747643686,0
cosmo_lbg,178.250092,-0.943611,LR,24.9040584564209,23.96767234802246,24.0335750579834,24.881025314331055,23.9564266204834,22.92703628540039,nan,1.0,1.0,8.0,1.0,0.0,2588.9938709267417,-3427.1254607969317,0
cosmo_lbg,178.362757,-0.943426,LR,24.564712524414062,24.151851654052734,24.2015438079834,24.291851043701172,24.062849044799805,23.280752182006836,22.683349609375,1.0,1.0,3.0,1.0,0.0,2183.344497728354,-3426.381952536687,0
cosmo_lbg,178.087945,-0.943316,LR,24.221338272094727,23.131149291992188,23.040122985839844,22.809499740600586,22.700252532958984,22.137386322021484,22.4437198638916,1.0,1.0,4.0,1.0,0.0,3172.838714636783,-3426.1973401603973,0
cosmo_lbg,178.478578,-0.942626,LR,25.483591079711914,24.299579620361328,24.165590286254883,24.274351119995117,24.33230209350586,22.570497512817383,nan,1.0,1.0,2.0,1.0,0.0,1766.3495430927571,-3423.4353108634746,0
cosmo_lbg,178.021951,-0.942247,LR,24.09522819519043,23.72378921508789,23.87703514099121,23.692764282226562,23.75832748413086,22.46651840209961,22.041776657104492,1.0,1.0,5.0,1.0,0.0,3410.4781988646337,-3422.409788405328,0
cosmo_lbg,178.436205,-0.94172,LR,24.51864242553711,23.81668472290039,23.79226303100586,23.67304229736328,23.68126106262207,22.928466796875,22.628904342651367,1.0,1.0,6.0,1.0,0.0,1918.9048802853222,-3420.1950943422353,0
cosmo_lbg,178.483435,-0.941682,LR,25.217676162719727,24.062522888183594,23.82479476928711,23.830612182617188,23.58159637451172,22.933439254760742,22.1838321685791,1.0,1.0,1.0,1.0,0.0,1748.863027977392,-3420.033401974495,0
cosmo_lbg,178.24697,-0.941478,LR,25.392333984375,24.190855026245117,23.980745315551758,23.830060958862305,23.033355712890625,22.657854080200195,22.570920944213867,1.0,1.0,6.0,1.0,0.0,2600.234862096737,-3419.446264517028,0
cosmo_lbg,178.47663,-0.939825,LR,25.25459861755371,23.92195701599121,23.74512481689453,23.709409713745117,23.909425735473633,23.534910202026367,22.98537826538086,1.0,1.0,5.0,1.0,0.0,1773.3628635893642,-3413.3495588390433,0
cosmo_lbg,178.255635,-0.938339,LR,24.50581932067871,24.171985626220703,24.190324783325195,nan,23.28870391845703,23.000911712646484,nan,1.0,1.0,8.0,1.0,0.0,2569.0358701165783,-3408.1354688604215,0
cosmo_lbg,178.208302,-0.938223,LR,24.82122802734375,24.285871505737305,24.305694580078125,23.959278106689453,23.74527931213379,22.839181900024414,22.20762062072754,1.0,1.0,1.0,1.0,0.0,2739.4632968079286,-3407.753634714262,0
cosmo_lbg,178.067415,-0.937453,LR,24.222837448120117,23.849872589111328,24.16928482055664,23.630014419555664,23.413305282592773,22.3211727142334,22.848276138305664,1.0,1.0,1.0,1.0,0.0,3246.764740616452,-3405.1010779257085,0
cosmo_lbg,178.139442,-0.936929,LR,25.31424903869629,24.36969566345215,24.402191162109375,23.742769241333008,23.37607192993164,23.179962158203125,23.756914138793945,1.0,1.0,4.0,1.0,0.0,2987.407675299709,-3403.149839819062,0
cosmo_lbg,178.483085,-0.936532,LR,24.62931251525879,23.744699478149414,23.63715934753418,23.371519088745117,23.28057861328125,24.80562973022461,nan,1.0,1.0,9.0,1.0,0.0,1750.1230990639406,-3401.487840989295,0
cosmo_lbg,178.152876,-0.936214,LR,23.901308059692383,23.05530548095703,23.050024032592773,23.317840576171875,22.93012809753418,22.6899471282959,22.11155128479004,1.0,1.0,9.0,1.0,0.0,2939.03517476376,-3400.563514870429,0
cosmo_lbg,178.164926,-0.935385,LR,24.631267547607422,23.942628860473633,23.911468505859375,24.304771423339844,24.026866912841797,22.609254837036133,22.57929229736328,1.0,1.0,9.0,1.0,0.0,2895.6463887325385,-3397.5679830614085,0
cosmo_lbg,178.243238,-0.931449,LR,25.328657150268555,24.123653411865234,24.395212173461914,24.55088996887207,24.434852600097656,22.910795211791992,nan,1.0,1.0,6.0,1.0,0.0,2613.67217446739,-3383.3319394704554,0
cosmo_lbg,178.116692,-0.930032,LR,25.221572875976562,24.449909210205078,24.41473960876465,23.75304412841797,24.567075729370117,22.765682220458984,23.013708114624023,1.0,1.0,3.0,1.0,0.0,3069.3254704372603,-3378.3308489824685,0
cosmo_lbg,178.458124,-0.928721,LR,24.262529373168945,24.14322280883789,24.1708927154541,23.734596252441406,26.68583106994629,23.24042510986328,23.98495101928711,1.0,1.0,3.0,1.0,0.0,1839.9896815326804,-3373.3723225966605,0
cosmo_lbg,178.31902,-0.927665,LR,25.473417282104492,23.951114654541016,23.788570404052734,23.622955322265625,23.66135025024414,22.03566551208496,23.396020889282227,1.0,1.0,9.0,1.0,0.0,2340.8169233943195,-3369.6517377173946,0
cosmo_lbg,178.020057,-0.927083,LR,24.17900848388672,24.096662521362305,24.44580841064453,24.265893936157227,24.79183578491211,22.54559898376465,24.945837020874023,1.0,1.0,7.0,1.0,0.0,3417.2983532086446,-3367.798964678664,0
cosmo_lbg,178.077281,-0.926459,LR,24.437366485595703,23.6669979095459,23.64466094970703,23.261882781982422,22.748342514038086,22.279407501220703,21.77446174621582,1.0,1.0,4.0,1.0,0.0,3211.2382644045792,-3365.4981225334623,0
cosmo_lbg,178.150734,-0.924342,LR,25.601009368896484,24.20195960998535,24.41851234436035,24.109935760498047,23.74629020690918,22.698104858398438,23.24421501159668,1.0,1.0,1.0,1.0,0.0,2946.7478751220233,-3357.810281714921,0
cosmo_lbg,178.224441,-0.923415,LR,24.92774200439453,24.337539672851562,24.36996078491211,24.905696868896484,23.53506088256836,22.687000274658203,23.568086624145508,1.0,1.0,7.0,1.0,0.0,2681.352627998676,-3354.4135036718326,0
cosmo_lbg,178.32629,-0.923155,LR,24.2805118560791,24.15668487548828,24.179941177368164,24.270490646362305,23.14301109313965,23.750587463378906,23.928171157836914,1.0,1.0,1.0,1.0,0.0,2314.641503160132,-3353.4056207387143,0
cosmo_lbg,178.124635,-0.922569,LR,24.808992385864258,24.082626342773438,24.123388290405273,24.38396644592285,24.099117279052734,23.080812454223633,23.372072219848633,1.0,1.0,4.0,1.0,0.0,3040.7242739854037,-3351.4471044430134,0
cosmo_lbg,178.255396,-0.919479,LR,24.53839683532715,24.228538513183594,24.26797103881836,24.214317321777344,23.41196060180664,23.459320068359375,23.33500862121582,1.0,1.0,6.0,1.0,0.0,2569.8962844578973,-3340.216206655997,0
cosmo_lbg,178.20825,-0.916104,LR,24.833316802978516,24.164331436157227,24.225322723388672,24.656808853149414,24.024593353271484,23.204574584960938,23.106233596801758,1.0,1.0,8.0,1.0,0.0,2739.650378734294,-3328.097023060775,0
cosmo_lbg,178.055273,-0.91548,LR,24.29302215576172,24.085311889648438,24.334171295166016,24.29160499572754,23.444948196411133,22.734697341918945,23.692991256713867,1.0,1.0,6.0,1.0,0.0,3290.4868396018173,-3325.9784909396953,0
cosmo_lbg,178.38064,-0.915129,LR,25.528709411621094,24.062604904174805,23.67214584350586,23.67760467529297,23.711463928222656,22.82427978515625,23.280475616455078,1.0,1.0,9.0,1.0,0.0,2118.9583925547395,-3324.4690394052536,0
cosmo_lbg,178.095086,-0.915117,LR,24.15152359008789,23.4217586517334,23.371694564819336,23.131511688232422,22.77451515197754,22.301860809326172,22.927457809448242,1.0,1.0,8.0,1.0,0.0,3147.1247981188044,-3324.635454337331,0
cosmo_lbg,178.253602,-0.914907,LR,24.475200653076172,23.99275016784668,24.03948402404785,24.021289825439453,24.13101577758789,23.101394653320312,22.452192306518555,1.0,1.0,8.0,1.0,0.0,2576.3556749875283,-3323.7527212459113,0
cosmo_lbg,178.157932,-0.913012,LR,24.76802635192871,23.999202728271484,24.246686935424805,24.416393280029297,24.294809341430664,23.56270408630371,24.029251098632812,1.0,1.0,8.0,1.0,0.0,2920.8296898798903,-3317.0015679820494,0
cosmo_lbg,178.223998,-0.911426,LR,25.53730010986328,23.80782699584961,23.54174041748047,23.372756958007812,23.28775405883789,23.1292724609375,21.784042358398438,1.0,1.0,7.0,1.0,0.0,2682.947620924475,-3311.238519383365,0
cosmo_lbg,178.366862,-0.911312,LR,24.610815048217773,24.346576690673828,24.444561004638672,24.54026985168457,23.834918975830078,23.9237117767334,nan,1.0,1.0,5.0,1.0,0.0,2168.5646439492257,-3310.7317602648204,0
cosmo_lbg,178.28308,-0.910614,LR,24.400909423828125,23.928007125854492,23.948671340942383,23.523483276367188,24.228498458862305,22.463205337524414,22.22920799255371,1.0,1.0,7.0,1.0,0.0,2470.2187210819407,-3308.272085728283,0
cosmo_lbg,178.382756,-0.910433,LR,23.96778678894043,23.708248138427734,23.87493133544922,23.832721710205078,23.989892959594727,22.41164207458496,22.245052337646484,1.0,1.0,4.0,1.0,0.0,2111.3399492219287,-3307.556936849782,0
cosmo_lbg,178.493938,-0.909685,LR,23.918354034423828,23.823835372924805,23.97730827331543,23.28602409362793,23.801136016845703,23.067136764526367,22.876304626464844,1.0,1.0,5.0,1.0,0.0,1711.0493418436915,-3304.8044140066895,0
cosmo_lbg,178.158107,-0.908807,LR,25.200721740722656,24.11321449279785,24.19676399230957,23.824588775634766,23.308826446533203,22.742412567138672,21.659156799316406,1.0,1.0,8.0,1.0,0.0,2920.199531426377,-3301.8580122197873,0
cosmo_lbg,178.462395,-0.908141,LR,24.167150497436523,24.08942413330078,24.324689865112305,23.441457748413086,23.972013473510742,22.443403244018555,23.798173904418945,1.0,1.0,8.0,1.0,0.0,1824.6127384490778,-3299.259826156694,0
cosmo_lbg,178.060114,-0.908044,LR,25.225784301757812,24.141321182250977,24.376216888427734,23.93499755859375,23.811054229736328,22.907958984375,nan,1.0,1.0,6.0,1.0,0.0,3273.054726977987,-3299.194185890229,0
cosmo_lbg,178.079813,-0.907344,LR,25.5447998046875,24.190664291381836,23.913171768188477,23.46501350402832,23.17125701904297,23.029539108276367,21.86520767211914,1.0,1.0,8.0,1.0,0.0,3202.1206870632104,-3296.6555932469596,0
cosmo_lbg,178.189193,-0.90551,LR,25.469022750854492,23.90451431274414,23.8411922454834,24.13964080810547,24.029375076293945,23.330888748168945,23.700069427490234,1.0,1.0,1.0,1.0,0.0,2808.2680709595834,-3289.9600284271164,0
cosmo_lbg,178.192977,-0.905061,LR,24.535945892333984,24.331117630004883,24.362550735473633,25.01961326599121,nan,22.425827026367188,23.884031295776367,1.0,1.0,5.0,1.0,0.0,2794.6431239610397,-3288.3401445301756,0
cosmo_lbg,178.10035,-0.903892,LR,24.201313018798828,23.89553451538086,24.075199127197266,23.844886779785156,23.05449676513672,22.481969833374023,22.956174850463867,1.0,1.0,4.0,1.0,0.0,3128.169881672591,-3284.2058321730024,0
cosmo_lbg,178.170448,-0.903219,LR,24.75108528137207,23.88888931274414,23.981836318969727,23.454240798950195,23.376781463623047,22.2318172454834,22.268712997436523,1.0,1.0,4.0,1.0,0.0,2875.763019780573,-3281.724231379243,0
cosmo_lbg,178.292012,-0.902736,LR,24.876022338867188,24.041749954223633,24.120555877685547,24.434188842773438,24.05575180053711,22.817768096923828,23.559022903442383,1.0,1.0,5.0,1.0,0.0,2438.0588474813776,-3279.8959903294844,0
cosmo_lbg,178.128464,-0.899992,LR,25.087369918823242,23.93771743774414,23.66322135925293,23.47281837463379,23.14413833618164,22.813081741333008,nan,1.0,1.0,4.0,1.0,0.0,3026.936689058954,-3270.136948827766,0
cosmo_lbg,178.438272,-0.898733,LR,24.210407257080078,24.15908432006836,24.18867301940918,24.22536849975586,24.13241195678711,22.82647132873535,23.305679321289062,1.0,1.0,9.0,1.0,0.0,1911.4628156963126,-3265.3934631124616,0
cosmo_lbg,178.096641,-0.898134,LR,24.760480880737305,23.948949813842773,23.96462059020996,23.689908981323242,23.183271408081055,22.692411422729492,22.920799255371094,1.0,1.0,5.0,1.0,0.0,3141.5253509511354,-3263.4726087157824,0
cosmo_lbg,178.373407,-0.895708,LR,25.384265899658203,24.292236328125,24.251070022583008,24.09378433227539,24.23601531982422,22.846397399902344,22.778322219848633,1.0,1.0,6.0,1.0,0.0,2144.9999301320518,-3254.5361764340087,0
cosmo_lbg,178.051122,-0.89501,LR,25.327686309814453,23.73543930053711,23.540258407592773,23.444250106811523,23.194366455078125,22.981964111328125,23.09043312072754,1.0,1.0,8.0,1.0,0.0,3305.4341250468424,-3252.262111042881,0
cosmo_lbg,178.065659,-0.894932,LR,24.34282684326172,24.180086135864258,24.24728775024414,24.01435661315918,23.477231979370117,24.250032424926758,nan,1.0,1.0,3.0,1.0,0.0,3253.0875789463707,-3251.968206889921,0
cosmo_lbg,178.16221,-0.894322,LR,23.98629379272461,23.605968475341797,23.84168243408203,23.643003463745117,23.443857192993164,22.7327823638916,23.830183029174805,1.0,1.0,3.0,1.0,0.0,2905.4256468295052,-3249.690378887634,0
cosmo_lbg,178.062055,-0.894109,LR,25.075361251831055,24.24795913696289,24.17764663696289,23.59880828857422,24.63473129272461,22.526933670043945,25.254749298095703,1.0,1.0,5.0,1.0,0.0,3266.065241500719,-3249.007502974651,0
cosmo_lbg,178.054759,-0.893826,LR,25.361635208129883,23.541851043701172,23.0169677734375,22.783666610717773,22.36710548400879,22.830684661865234,21.998247146606445,1.0,1.0,6.0,1.0,0.0,3292.337536744247,-3247.9948381542317,0
cosmo_lbg,178.152921,-0.893795,LR,24.8925838470459,24.32588005065918,24.364179611206055,24.09724235534668,24.639524459838867,22.535287857055664,22.884613037109375,1.0,1.0,6.0,1.0,0.0,2938.8728297456287,-3247.799911774763,0
cosmo_lbg,178.117218,-0.892711,LR,25.606273651123047,24.496719360351562,24.47578239440918,24.018661499023438,23.600770950317383,23.074443817138672,23.530994415283203,1.0,1.0,2.0,1.0,0.0,3067.431160692227,-3243.925312263719,0
cosmo_lbg,178.06671,-0.892675,LR,24.269784927368164,23.558048248291016,23.55586814880371,23.449865341186523,23.253215789794922,22.666025161743164,23.736045837402344,1.0,1.0,3.0,1.0,0.0,3249.3030120730255,-3243.8390527105294,0
cosmo_lbg,178.327463,-0.892639,LR,24.31049919128418,24.220748901367188,24.26097297668457,24.0811767578125,23.40644645690918,23.758882522583008,23.459741592407227,1.0,1.0,9.0,1.0,0.0,2310.4179862734145,-3243.5122721487014,0
cosmo_lbg,178.45522,-0.892592,LR,23.6353759765625,23.444324493408203,23.553503036499023,23.514375686645508,23.28980827331543,23.71200180053711,21.773170471191406,1.0,1.0,7.0,1.0,0.0,1850.444775393175,-3243.270742064968,0
cosmo_lbg,178.156478,-0.892011,LR,25.397043228149414,24.448335647583008,24.334510803222656,24.20044708251953,23.69134521484375,23.186187744140625,22.50735092163086,1.0,1.0,5.0,1.0,0.0,2926.064999709856,-3241.3724361163877,0
cosmo_lbg,178.393085,-0.890965,LR,23.94648551940918,23.7573184967041,23.937650680541992,23.718135833740234,23.863922119140625,23.27608871459961,22.035655975341797,1.0,1.0,2.0,1.0,0.0,2074.151535379127,-3237.4449566689827,0
cosmo_lbg,178.161928,-0.890591,LR,24.843048095703125,23.95690155029297,23.985065460205078,23.66452407836914,23.92230224609375,23.920650482177734,nan,1.0,1.0,2.0,1.0,0.0,2906.4410234917214,-3236.254348930183,0
cosmo_lbg,178.000215,-0.890342,LR,23.597373962402344,23.371410369873047,23.43246841430664,23.673782348632812,22.977205276489258,21.942514419555664,22.505022048950195,1.0,1.0,4.0,1.0,0.0,3488.7494184302877,-3235.497910388125,0
cosmo_lbg,178.0399,-0.890278,LR,25.16754913330078,24.102489471435547,24.156639099121094,24.075761795043945,23.550411224365234,22.241609573364258,23.427671432495117,1.0,1.0,2.0,1.0,0.0,3345.843878420473,-3235.2306345526968,0
cosmo_lbg,178.121992,-0.88967,LR,25.227020263671875,23.948162078857422,23.966468811035156,23.551103591918945,24.194902420043945,22.190305709838867,22.416170120239258,1.0,1.0,2.0,1.0,0.0,3050.2409193388767,-3232.9698451534186,0
