wave targetflux
399.80537385905507 8.19734792653192e-19
399.89110310720525 8.199797074734829e-19
399.97682802085967 8.202153663849103e-19
400.0625486002376 8.20370589079233e-19
400.14826484555806 8.204986659584431e-19
400.23397675704024 8.206186315197047e-19
400.31968433490323 8.2074651177190755e-19
400.4053875793662 8.208740218638708e-19
400.4910864906482 8.20998466171949e-19
400.5767810689683 8.211226067661413e-19
400.6624713145456 8.212464321160375e-19
400.74815722759917 8.21353846855646e-19
400.8338388083481 8.214932352247837e-19
400.9195160570113 8.216161822811823e-19
401.005188973808 8.217388326050536e-19
401.09085755895705 8.218611844567152e-19
401.1765218126775 8.219817987155096e-19
401.2621817351884 8.221030353677656e-19
401.3478373267087 8.222435032535599e-19
401.4334885874574 8.223874892622952e-19
401.5191355176534 8.22493593793863e-19
401.60477811751576 8.225894106048573e-19
401.6904163872633 8.22706985282961e-19
401.7760503271151 8.228293459242541e-19
401.86167993729 8.229490378385613e-19
401.9473052180069 8.230684368539349e-19
402.03292616948465 8.231875432201546e-19
402.1185427919422 8.233063520966844e-19
402.2041550855985 8.234248721487284e-19
402.2897630506722 8.2354309827519e-19
402.3753666873824 8.236610332316561e-19
402.4609659959478 8.23778672868092e-19
402.5465609765873 8.2389602274714435e-19
402.6321516295196 8.240130803352909e-19
402.7177379549637 8.241298496670213e-19
402.80331995313827 8.242463230958395e-19
402.8888976242621 8.243625090463049e-19
402.97447096855404 8.244784033463513e-19
403.06003998623277 8.245940079995939e-19
403.1456046775171 8.247093245725354e-19
403.2311650426258 8.248243511045784e-19
403.3167210817775 8.249390885529294e-19
403.4022727951909 8.250535379438553e-19
403.4878201830849 8.251676976171768e-19
403.5733632456781 8.252815686783304e-19
403.65890198318914 8.253951534299863e-19
403.7444363958368 8.255084519068316e-19
403.8299664838396 8.2562146048097455e-19
403.9154922474163 8.257341830479274e-19
404.00101368678554 8.25846617819125e-19
404.0865308021659 8.259587662985134e-19
404.17204359377604 8.260706299772275e-19
404.25755206183464 8.261822085586663e-19
404.34305620656016 8.26293502286238e-19
404.42855602817133 8.264045111440216e-19
404.5140515268866 8.265152155464858e-19
404.5995427029246 8.266256529321722e-19
404.6850295565039 8.267358077572935e-19
404.770512087843 8.268456788310123e-19
404.8559902971604 8.269552662545327e-19
404.94146418467477 8.270645699184085e-19
405.0269337506045 8.272037097649504e-19
405.1123989951681 8.274080493193813e-19
405.1978599185842 8.276121438013182e-19
405.283316521071 8.278159939618942e-19
405.3687688028472 8.280196001785384e-19
405.4542167641312 8.282229623353148e-19
405.53966040514143 8.284257845918417e-19
405.62509972609627 8.286282330665131e-19
405.7105347272142 8.288302728036183e-19
405.7959654087137 8.290319094696708e-19
405.8813917708131 8.292331431584586e-19
405.9668138137307 8.294338687481417e-19
406.0522315376851 8.296348256155948e-19
406.13764494289444 8.2983537131853635e-19
406.22305402957716 8.3003565719997745e-19
406.30845879795163 8.302356963353754e-19
406.39385924823625 8.304356725186905e-19
406.4792553806492 8.306354638867603e-19
406.56464719540884 8.30833070775559e-19
406.6500346927336 8.310323871550235e-19
406.7354178728416 8.312472743215823e-19
406.82079673595115 8.314678521370283e-19
406.9061712822806 8.316734263008158e-19
406.9915415120482 8.31871915338992e-19
407.0769074254721 8.320698375563404e-19
407.1622690227706 8.322663818539724e-19
407.2476263041619 8.324630202101981e-19
407.33297926986427 8.326593933653094e-19
407.4183279200958 8.32855580854411e-19
407.50367225507483 8.330514573956156e-19
407.58901227501946 8.332471346140875e-19
407.67434798014784 8.334426326709605e-19
407.75967937067816 8.336378509014775e-19
407.84500644682856 8.338327672428873e-19
407.93032920881717 8.340276062385823e-19
408.01564765686214 8.342221620060563e-19
408.1009617911816 8.344168907726875e-19
408.18627161199356 8.346110950086714e-19
408.27157711951617 8.348055270522494e-19
408.3568783139675 8.349994598711111e-19
408.4421751955657 8.35193062199982e-19
408.52746776452875 8.353867972204053e-19
408.6127560210747 8.355800288653544e-19
408.6980399654216 8.35773064844112e-19
408.7833195977874 8.359659522152377e-19
408.8685949183902 8.361584990784297e-19
408.9538659274481 8.36350920182633e-19
409.0391326251789 8.365430230110802e-19
409.1243950118007 8.367352719991015e-19
409.2096530875314 8.369272114002673e-19
409.29490685258907 8.371190281617949e-19
409.38015630719156 8.3731034276481285e-19
409.46540145155683 8.375017996075285e-19
409.55064228590277 8.376926537292509e-19
409.6358788104473 8.378834402607434e-19
409.7211110254085 8.380740158794338e-19
409.806338931004 8.382644718227026e-19
409.89156252745187 8.384544342146057e-19
409.97678181496997 8.38644382081869e-19
410.0619967937761 8.388690894604289e-19
410.147207464088 8.391063884062491e-19
410.2324138261238 8.393435895923395e-19
410.317615880101 8.395808020515375e-19
410.4028136262376 8.398176839224638e-19
410.4880070647515 8.400542514888134e-19
410.5731961958603 8.402906526646014e-19
410.65838101978187 8.405268967931404e-19
410.743561536734 8.407627349454474e-19
410.82873774693434 8.409985401228406e-19
410.9139096506007 8.412342068882249e-19
410.99907724795094 8.414696445458491e-19
411.0842405392026 8.417055785776169e-19
411.1693995245736 8.419413819029454e-19
411.25455420428153 8.421768950995173e-19
411.339704578544 8.424124630941574e-19
411.42485064757886 8.426475774550432e-19
411.5099924116036 8.428826163184809e-19
411.5951298708361 8.431174569706141e-19
411.6802630254939 8.433521254966989e-19
411.76539187579453 8.435863635778499e-19
411.85051642195583 8.438204621714192e-19
411.93563666419533 8.440544923730517e-19
412.02075260273057 8.44288290523236e-19
412.1058642377792 8.445220597058115e-19
412.1909715695589 8.447556766360497e-19
412.27607459828704 8.4498892426166855e-19
412.3611733241813 8.452219507532238e-19
412.4462677474594 8.454547933409152e-19
412.53135786833866 8.456875137099545e-19
412.61644368703656 8.459199802027288e-19
412.70152520377076 8.461522643165621e-19
412.7866024187588 8.46384498686226e-19
412.871675332218 8.466162147712387e-19
412.956743944366 8.468476695976453e-19
413.0418082554203 8.4707855145043365e-19
413.12686815848247 8.473089807935072e-19
413.21192365217564 8.47539196149789e-19
413.2969747367285 8.477691723751722e-19
413.3820214123695 8.479988812775248e-19
413.4670636793273 8.482284133456194e-19
413.55210153783037 8.484577920017133e-19
413.6371349881072 8.486867578972618e-19
413.72216403038635 8.4891560455615315e-19
413.80718866489633 8.491442335217144e-19
413.8922088918656 8.493726918798305e-19
413.97722471152275 8.496025614015085e-19
414.0622361240961 8.498295006921549e-19
414.14724312981417 8.500426152098989e-19
414.2322457289054 8.502502551086744e-19
414.3172439215982 8.504671750819479e-19
414.4022377081211 8.506893038127606e-19
414.48722708870235 8.509117006681396e-19
414.5722120635704 8.511379780590763e-19
414.6571926329537 8.51381067333836e-19
414.7421687970806 8.516320442180637e-19
414.82714055617936 8.518658515840987e-19
414.9121079104784 8.520882090260505e-19
414.9970708602062 8.523040274114608e-19
415.08202940559084 8.523932700375936e-19
415.16698354686076 8.524797465979753e-19
415.2519332842443 8.525678023672126e-19
415.3368786179696 8.526620378138538e-19
415.4218195482651 8.527608982201274e-19
415.506756075359 8.528586902391355e-19
415.5916881994796 8.529560789933541e-19
415.67661592085506 8.530532039827646e-19
415.76153923971367 8.531500320973636e-19
415.84645815628363 8.532464912430448e-19
415.93137267079317 8.533428860941049e-19
416.01628278347044 8.534391089581457e-19
416.10118849454363 8.53535323868313e-19
416.18608980424096 8.536312350953213e-19
416.27098671279055 8.537268834220455e-19
416.3558792204206 8.538223061869299e-19
416.4407673273592 8.539176063233713e-19
416.5256510338345 8.540125229643121e-19
416.61053034007455 8.5410729418075865e-19
416.6954052463075 8.542016366198159e-19
416.7802757527614 8.542958245465327e-19
416.86514185966433 8.543899821396262e-19
416.9500035672445 8.544838063422554e-19
417.0348608757298 8.545776691622172e-19
417.1197137853484 8.5467149911125335e-19
417.20456229632816 8.547653560184151e-19
417.2894064088972 8.548587533679193e-19
417.37424612328357 8.549519575995588e-19
417.4590814397152 8.550447803729121e-19
417.54391235842 8.551376294230346e-19
417.62873887962616 8.551679865215426e-19
417.71356100356144 8.550775722250683e-19
417.7983787304539 8.549867556454425e-19
417.88319206053137 8.54896013365941e-19
417.9680009940219 8.54805226478547e-19
418.05280553115335 8.547144907876972e-19
418.1376056721536 8.546239131010065e-19
418.2224014172505 8.545331621742485e-19
418.3071927666721 8.544423272610022e-19
418.391979720646 8.543512929786625e-19
418.4767622794003 8.542600503671551e-19
418.56154044316264 8.541687689131813e-19
418.6463142121609 8.540773562918574e-19
418.731083586623 8.5398571664071125e-19
418.8158485667767 8.538938163515827e-19
418.90060915284977 8.538013116759118e-19
418.9853653450699 8.537100457046873e-19
419.0701171436651 8.5361800586080175e-19
419.154864548863 8.535258902165423e-19
419.23960756089116 8.534335771248902e-19
419.3243461799776 8.533411313783029e-19
419.40908040635 8.532486728520723e-19
419.49381024023586 8.531560873961127e-19
419.5785356818631 8.530632777225402e-19
419.6632567314594 8.529702834827015e-19
419.74797338925225 8.528773704290118e-19
419.8326856554695 8.527841099244207e-19
419.9173935303387 8.526907701762588e-19
420.00209701408755 8.525988515643049e-19
420.0867961069437 8.525720717895533e-19
420.1714908091347 8.525453756085871e-19
420.25618112088813 8.525184927806977e-19
420.3408670424316 8.524912583004424e-19
420.42554857399284 8.524640404735224e-19
420.51022571579927 8.524367288833394e-19
420.5948984680784 8.524089821726393e-19
420.67956683105785 8.523815002436818e-19
420.76423080496517 8.523537778330819e-19
420.8488903900279 8.523258666468276e-19
420.93354558647354 8.52297707336089e-19
421.0181963945295 8.522691279380853e-19
421.10284281442335 8.522395299579444e-19
421.18748484638263 8.522097604214906e-19
421.2721224906347 8.521797274901521e-19
421.35675574740696 8.521496555719522e-19
421.441384616927 8.521194475428707e-19
421.5260090994222 8.520891994269077e-19
421.6106291951199 8.52058759525657e-19
421.69524490424755 8.520283028085713e-19
421.77985622703255 8.519976142872359e-19
421.8644631637023 8.519667885143608e-19
421.9490657144841 8.51935628230747e-19
422.0336638796054 8.519039491248313e-19
422.11825765929353 8.518714295306188e-19
422.2028470537757 8.518388801494982e-19
422.2874320632794 8.518057828874294e-19
422.37201268803193 8.51772969188633e-19
422.45658892826043 8.517397714917677e-19
422.5411607841923 8.51706537001234e-19
422.62572825605474 8.51673092435579e-19
422.7102913440752 8.516397433092862e-19
422.7948500484807 8.51606105304413e-19
422.8794043694987 8.515721786332178e-19
422.9639543073562 8.515384531700232e-19
423.04849986228055 8.515036080080622e-19
423.1330410344989 8.51468678850153e-19
423.21757782423856 8.514331859254143e-19
423.3021102317266 8.513977270419917e-19
423.3866382571902 8.51362102495974e-19
423.47116190085654 8.51326291027144e-19
423.55568116295274 8.512904875359817e-19
423.6401960437059 8.512544645462418e-19
423.7247065433432 8.512184082100902e-19
423.8092126620918 8.511821535988088e-19
423.8937144001787 8.511457561351645e-19
423.978211757831 8.511092098714302e-19
424.0627047352758 8.510727147987409e-19
424.14719333274024 8.510359109589511e-19
424.23167755045125 8.509989316973466e-19
