wave skycount targetcount
3912.67880891525 2.704177130961753e-06 1.563868127733808e-07
3913.546646922916 3.3126541775140573e-06 1.5647572376004645e-07
3914.4143725920344 2.734682038482054e-06 1.5656248639629944e-07
3915.2819859371475 4.395445208458267e-06 1.5664749530890522e-07
3916.1494869727953 2.947983121247827e-06 1.5673284470901125e-07
3917.016875713516 2.7174956616274833e-06 1.5681815422963637e-07
3917.884152173846 2.6731803201609768e-06 1.569034240157099e-07
3918.751316368319 2.6288102404058626e-06 1.5698865371628824e-07
3919.6183683114673 2.9146201190342754e-06 1.5707384379787582e-07
3920.485308017822 2.5399058772680885e-06 1.571589939045765e-07
3921.352135501911 2.495371579934514e-06 1.5724410452217578e-07
3922.218850778262 2.8224296642044516e-06 1.573291751790853e-07
3923.0854538614 2.406138650520539e-06 1.5741420573231516e-07
3923.9519447658467 3.029846464971219e-06 1.574991967669397e-07
3924.818323506124 2.316686687761643e-06 1.575841480594646e-07
3925.684590096752 2.2718785581292324e-06 1.5766905972053327e-07
3926.5507445522467 2.272348638599446e-06 1.5775393174123145e-07
3927.416786887124 2.3547994620366073e-06 1.5783876352472963e-07
3928.282717115898 2.094129165157757e-06 1.5792355595591748e-07
3929.14853525308 2.507374499158353e-06 1.5800830870253717e-07
3930.01424131318 1.9698097368729457e-06 1.5809302161672359e-07
3930.879835310706 1.907537417260049e-06 1.5817769498745823e-07
3931.745317260164 1.845189964462617e-06 1.5826232869171677e-07
3932.6106871760585 1.7827674099489168e-06 1.5834692274435285e-07
3933.4759450728916 1.7202697661391587e-06 1.5843147747475943e-07
3934.3410909651634 1.6576970124934877e-06 1.5851599212791575e-07
3935.206124867373 1.5950491530706854e-06 1.5860046731919394e-07
3936.071046794017 1.532326124577038e-06 1.5868490325047303e-07
3936.9358567595905 1.5933245455935112e-06 1.5876929919271226e-07
3937.800554778586 1.6586845380092038e-06 1.5885365556379013e-07
3938.665140865495 2.025338593406923e-06 1.5893797266150305e-07
3939.5296150348063 1.7896333340829218e-06 1.590222503197149e-07
3940.3939773010075 1.8552222093189516e-06 1.5910648804802726e-07
3941.258227678584 1.9208873706716897e-06 1.59190686439409e-07
3942.122366182019 2.4527031073124186e-06 1.5927484553049054e-07
3942.986392825795 2.052446575447577e-06 1.593589649170699e-07
3943.8503076243915 2.1183407023083024e-06 1.5944304487628635e-07
3944.714110592286 3.182082141597368e-06 1.5952708560991673e-07
3945.577801743955 2.2503579442922217e-06 1.596110866542301e-07
3946.441381093873 2.307482736473803e-06 1.5969504826982874e-07
3947.304848656512 2.3509017743424763e-06 1.597789708286085e-07
3948.1682044463423 2.394370418475955e-06 1.5986285356917292e-07
3949.031448477833 2.4378886654999365e-06 1.5994669695465519e-07
3949.89458076545 3.8658947244980855e-06 1.6003050130855155e-07
3950.757601323659 2.5256989989681826e-06 1.6011925361649858e-07
3951.6205101669225 2.5700814337911576e-06 1.6020866517902113e-07
3952.4833073097016 2.6145170815914142e-06 1.602980420175918e-07
3953.3459927664558 3.4774029366477807e-06 1.603873837783018e-07
3954.2085665516424 2.703548119282455e-06 1.604766914747855e-07
3955.0710286797166 3.172937890408973e-06 1.605659639560027e-07
3955.9333791651325 2.7927921802646366e-06 1.606552017693771e-07
3956.7956180223414 2.8000864806849703e-06 1.607444051671693e-07
3957.6577452657934 2.683067890768385e-06 1.6083357376239462e-07
3958.5197609099364 2.6174430047915195e-06 1.6092270775640173e-07
3959.3816649692167 2.551734900599563e-06 1.6101180699325833e-07
3960.2434574580784 2.4859434649008038e-06 1.6110087150484232e-07
3961.105138390964 2.420068781703513e-06 1.6118990162558734e-07
3961.9667077823137 2.3541108393979815e-06 1.6127889715687936e-07
3962.8281656465665 2.4007119009229183e-06 1.613678579211585e-07
3963.689511998159 2.221944926145697e-06 1.6145678383178135e-07
3964.5507468515266 2.1557369914510675e-06 1.6154567506361863e-07
3965.4118702211017 2.089423784559704e-06 1.6163352639556664e-07
3966.272882121316 2.0388992715570615e-06 1.6172226517687126e-07
3967.1337825665983 2.051462937310238e-06 1.6181214265652137e-07
3967.9945715713766 2.064017487735965e-06 1.6190089607535696e-07
3968.855249150076 2.0764243608568594e-06 1.6198210903584418e-07
3969.7158153171204 2.0891680407783923e-06 1.6207828818950199e-07
3970.576270086932 2.1016397462527156e-06 1.6216122273067177e-07
3971.43661347393 2.1143746397532076e-06 1.622555635908727e-07
3972.2968454925326 2.126761255111815e-06 1.6233339075339895e-07
3973.1569661571566 2.1396328439763927e-06 1.624325205971778e-07
3974.0169754822164 2.1522631497088444e-06 1.6252006799347116e-07
3974.876873482124 2.164796848678107e-06 1.6260267532058204e-07
3975.7366601712906 2.177633282734732e-06 1.6269809499916776e-07
3976.5963355641247 2.2355211255179512e-06 1.6278652942707642e-07
3977.455899675033 2.3265794351801804e-06 1.6287490296619356e-07
3978.3153525184207 2.4177475918638924e-06 1.629632421758366e-07
3979.1746941086913 3.0978219410532408e-06 1.630506316404229e-07
3980.0339244602455 2.600413497835118e-06 1.6313981740209683e-07
3980.8930435874836 2.6918208936785743e-06 1.6322488585465067e-07
3981.7520515048022 2.9652804213925725e-06 1.633162438307225e-07
3982.610948226598 3.401871057126216e-06 1.6340421708622887e-07
3983.469733767264 2.967064097758257e-06 1.634925494809484e-07
3984.328408141193 3.058885699462214e-06 1.6357711632063427e-07
3985.1869713627743 3.2424467139152623e-06 1.6366825416857224e-07
3986.045423446397 3.243207022270788e-06 1.6375674593943294e-07
