    0.0910000     0.000000
    0.0911237     0.000000
    0.0912475     0.781242
    0.0913712     0.781538
    0.0914950     0.781835
    0.0916187     0.782132
    0.0917425     0.782428
    0.0918662     0.782725
    0.0919900     0.783021
    0.0921137     0.783318
    0.0922375     0.783614
    0.0923612     0.783911
    0.0924850     0.784208
    0.0926087     0.784504
    0.0927325     0.784801
    0.0928563     0.785097
    0.0929800     0.785394
    0.0931038     0.785690
    0.0932275     0.785987
    0.0933512     0.786283
    0.0934750     0.786580
    0.0935987     0.786876
    0.0937225     0.787173
    0.0938462     0.787470
    0.0939700     0.787766
    0.0940937     0.788063
    0.0942175     0.788359
    0.0943412     0.788656
    0.0944650     0.788952
    0.0945887     0.789249
    0.0947125     0.789545
    0.0948362     0.789842
    0.0949600     0.790139
    0.0950838     0.790435
    0.0952075     0.790732
    0.0953313     0.791028
    0.0954550     0.791325
    0.0955787     0.791621
    0.0957025     0.791918
    0.0958262     0.792215
    0.0959500     0.792511
    0.0960737     0.792808
    0.0961975     0.793104
    0.0963212     0.793401
    0.0964450     0.793697
    0.0965687     0.793994
    0.0966925     0.794290
    0.0968162     0.794587
    0.0969400     0.794883
    0.0970638     0.795180
    0.0971875     0.795477
    0.0973113     0.795773
    0.0974350     0.796070
    0.0975588     0.796366
    0.0976825     0.796663
    0.0978062     0.796959
    0.0979300     0.797256
    0.0980537     0.797553
    0.0981775     0.797849
    0.0983012     0.798146
    0.0984250     0.798442
    0.0985487     0.798739
    0.0986725     0.799035
    0.0987962     0.799332
    0.0989200     0.799628
    0.0990437     0.799925
    0.0991675     0.800222
    0.0992913     0.800518
    0.0994150     0.800815
    0.0995388     0.801111
    0.0996625     0.801408
    0.0997863     0.801704
    0.0999100     0.802001
     0.100034     0.802297
     0.100157     0.802594
     0.100281     0.802890
     0.100405     0.803187
     0.100529     0.803483
     0.100653     0.803779
     0.100776     0.804074
     0.100900     0.804370
     0.101024     0.804665
     0.101147     0.804960
     0.101271     0.805254
     0.101395     0.805549
     0.101519     0.805843
     0.101642     0.806137
     0.101766     0.806430
     0.101890     0.806724
     0.102014     0.807017
     0.102137     0.807310
     0.102261     0.807602
     0.102385     0.807895
     0.102509     0.808187
     0.102633     0.808479
     0.102756     0.808770
     0.102880     0.809062
     0.103004     0.809353
     0.103127     0.809644
     0.103251     0.809934
     0.103375     0.810225
     0.103499     0.810515
     0.103622     0.810805
     0.103746     0.811094
     0.103870     0.811384
     0.103994     0.811673
     0.104117     0.811962
     0.104241     0.812251
     0.104365     0.812539
     0.104489     0.812828
     0.104612     0.813115
     0.104736     0.813403
     0.104860     0.813691
     0.104984     0.813978
     0.105108     0.814265
     0.105231     0.814552
     0.105355     0.814838
     0.105479     0.815125
     0.105602     0.815411
     0.105726     0.815696
     0.105850     0.815982
     0.105974     0.816268
     0.106097     0.816553
     0.106221     0.816838
     0.106345     0.817122
     0.106469     0.817407
     0.106592     0.817691
     0.106716     0.817975
     0.106840     0.818259
     0.106964     0.818543
     0.107088     0.818826
     0.107211     0.819109
     0.107335     0.819392
     0.107459     0.819675
     0.107582     0.819957
     0.107706     0.820239
     0.107830     0.820521
     0.107954     0.820803
     0.108077     0.821084
     0.108201     0.821365
     0.108325     0.821647
     0.108449     0.821928
     0.108572     0.822208
     0.108696     0.822488
     0.108820     0.822768
     0.108944     0.823049
     0.109067     0.823328
     0.109191     0.823608
     0.109315     0.823887
     0.109439     0.824166
     0.109563     0.824445
     0.109686     0.824723
     0.109810     0.825002
     0.109934     0.825280
     0.110057     0.825558
     0.110181     0.825836
     0.110305     0.826113
     0.110429     0.826391
     0.110552     0.826668
     0.110676     0.826945
     0.110800     0.827221
     0.110924     0.827498
     0.111047     0.827774
     0.111171     0.828050
     0.111295     0.828326
     0.111419     0.828601
     0.111542     0.828877
     0.111666     0.829152
     0.111790     0.829427
     0.111914     0.829702
     0.112037     0.829976
     0.112161     0.830250
     0.112285     0.830524
     0.112409     0.830798
     0.112532     0.831072
     0.112656     0.831345
     0.112780     0.831619
     0.112904     0.831892
     0.113027     0.832165
     0.113151     0.832437
     0.113275     0.832710
     0.113399     0.832982
     0.113522     0.833254
     0.113646     0.833526
     0.113770     0.833797
     0.113894     0.834069
     0.114018     0.834340
     0.114141     0.834611
     0.114265     0.834881
     0.114389     0.835152
     0.114512     0.835423
     0.114636     0.835693
     0.114760     0.835962
     0.114884     0.836232
     0.115007     0.836502
     0.115131     0.836771
     0.115255     0.837040
     0.115379     0.837309
     0.115502     0.837578
     0.115626     0.837846
     0.115750     0.838115
     0.115874     0.838383
     0.115997     0.838651
     0.116121     0.838919
     0.116245     0.839186
     0.116369     0.839453
     0.116492     0.839721
