  3000.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3010.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3020.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3030.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3040.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3050.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3060.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3070.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3080.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3090.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3100.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3110.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3120.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3130.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3140.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3150.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3160.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3170.00 0.00000 0.00000 0.00000 0.00000 0.00000
  3180.00 0.00002 0.00000 0.00000 0.00000 0.00002
  3190.00 0.00002 0.00000 0.00000 0.00000 0.00000
  3200.00 0.00004 0.00000 0.00000 0.00000 0.00000
  3210.00 0.00004 0.00000 0.00000 0.00000 0.00000
  3220.00 0.00007 0.00000 0.00000 0.00000 0.00000
  3230.00 0.00011 0.00000 0.00000 0.00000 0.00000
  3240.00 0.00016 0.00000 0.00000 0.00000 0.00000
  3250.00 0.00021 0.00000 0.00000 0.00000 0.00000
  3260.00 0.00028 0.00000 0.00000 0.00000 0.00000
  3270.00 0.00041 0.00000 0.00000 0.00000 0.00000
  3280.00 0.00059 0.00000 0.00000 0.00000 0.00000
  3290.00 0.00091 0.00000 0.00000 0.00000 0.00000
  3300.00 0.00155 0.00000 0.00003 0.00000 0.00000
  3310.00 0.00290 0.00000 0.00003 0.00000 0.00000
  3320.00 0.00582 0.00000 0.00000 0.00000 0.00000
  3330.00 0.01204 0.00000 0.00000 0.00000 0.00000
  3340.00 0.02460 0.00000 0.00003 0.00000 0.00000
  3350.00 0.04773 0.00000 0.00000 0.00000 0.00000
  3360.00 0.08309 0.00000 0.00003 0.00000 0.00000
  3370.00 0.12698 0.00000 0.00003 0.00000 0.00003
  3380.00 0.16978 0.00000 0.00003 0.00000 0.00003
  3390.00 0.20056 0.00000 0.00000 0.00000 0.00003
  3400.00 0.21495 0.00000 0.00006 0.00000 0.00003
  3410.00 0.21733 0.00000 0.00006 0.00000 0.00003
  3420.00 0.21443 0.00000 0.00003 0.00000 0.00003
  3430.00 0.21323 0.00000 0.00003 0.00026 0.00000
  3440.00 0.21349 0.00000 0.00003 0.00013 0.00003
  3450.00 0.21860 0.00000 0.00007 0.00000 0.00003
  3460.00 0.23655 0.00000 0.00003 0.00000 0.00000
  3470.00 0.25969 0.00000 0.00007 0.00000 0.00000
  3480.00 0.26959 0.00000 0.00004 0.00000 0.00000
