lamA thr_arm1 thr_arm2 thr_arm3 thr_arm4 thr_arm5
4650.0 0.5128607828 0.0 0.0 0.0 0.0
4660.0 0.5118541944 0.0 0.0 0.0 0.0
4670.0 0.510847606 0.0 0.0 0.0 0.0
4680.0 0.5098410176 0.0 0.0 0.0 0.0
4690.0 0.5088344292 0.0 0.0 0.0 0.0
4700.0 0.5078278408 0.0 0.0 0.0 0.0
4710.0 0.5068212524 0.0 0.0 0.0 0.0
4720.0 0.5058146640000001 0.0 0.0 0.0 0.0
4730.0 0.5048080756000001 0.0 0.0 0.0 0.0
4740.0 0.5038014872 0.0 0.0 0.0 0.0
4750.0 0.5027948988000001 0.0 0.0 0.0 0.0
4760.0 0.5017883104 0.0 0.0 0.0 0.0
4770.0 0.500781722 0.0 0.0 0.0 0.0
4780.0 0.49977513360000003 0.0 0.0 0.0 0.0
4790.0 0.4987685452 0.0 0.0 0.0 0.0
4800.0 0.4977619568 0.0 0.0 0.0 0.0
4810.0 0.49675536840000006 0.0 0.0 0.0 0.0
4820.0 0.49574878 0.0 0.0 0.0 0.0
4830.0 0.4947421916 0.0 0.0 0.0 0.0
4840.0 0.49373560320000004 0.0 0.0 0.0 0.0
4850.0 0.49272901480000003 0.0 0.0 0.0 0.0
4860.0 0.49172242639999997 0.0 0.0 0.0 0.0
4870.0 0.49071583800000007 0.0 0.0 0.0 0.0
4880.0 0.4897092496 0.0 0.0 0.0 0.0
4890.0 0.4887026612 0.0 0.0 0.0 0.0
4900.0 0.48769607280000005 0.0 0.0 0.0 0.0
4910.0 0.48668948440000004 0.0 0.0 0.0 0.0
4920.0 0.485682896 0.0 0.0 0.0 0.0
4930.0 0.4846763076 0.0 0.0 0.0 0.0
4940.0 0.4836697192 0.0 0.0 0.0 0.0
4950.0 0.4826631308 0.0 0.0 0.0 0.0
4960.0 0.48165654240000005 0.0 0.0 0.0 0.0
4970.0 0.480649954 0.0 0.0 0.0 0.0
4980.0 0.4796433656 0.0 0.0 0.0 0.0
4990.0 0.47863677720000003 0.0 0.0 0.0 0.0
5000.0 0.4776301888 0.0 0.0 0.0 0.0
5010.0 0.476062043264 0.0 0.0 0.0 0.0
5020.0 0.474493897728 0.0 0.0 0.0 0.0
5030.0 0.47292575219200006 0.0 0.0 0.0 0.0
5040.0 0.471357606656 0.0 0.0 0.0 0.0
5050.0 0.46978946112 0.0 0.0 0.0 0.0
5060.0 0.468221315584 0.0 0.0 0.0 0.0
5070.0 0.46665317004800005 0.0 0.0 0.0 0.0
5080.0 0.465085024512 0.0 0.0 0.0 0.0
5090.0 0.463516878976 0.0 0.0 0.0 0.0
5100.0 0.46194873344 0.0 0.0 0.0 0.0
5110.0 0.46038058790400005 0.0 0.0 0.0 0.0
5120.0 0.458812442368 0.0 0.0 0.0 0.0
5130.0 0.457244296832 0.0 0.0 0.0 0.0
5140.0 0.455676151296 0.0 0.0 0.0 0.0
5150.0 0.45410800576000004 0.0 0.0 0.0 0.0
5160.0 0.45253986022400006 0.0 0.0 0.0 0.0
5170.0 0.450971714688 0.0 0.0 0.0 0.0
5180.0 0.44940356915199997 0.0 0.0 0.0 0.0
5190.0 0.44783542361600004 0.0 0.0 0.0 0.0
5200.0 0.44626727808000005 0.0 0.0 0.0 0.0
5210.0 0.444699132544 0.0 0.0 0.0 0.0
5220.0 0.443130987008 0.0 0.0 0.0 0.0
5230.0 0.4415628414720001 0.0 0.0 0.0 0.0
5240.0 0.43999469593600005 0.0 0.0 0.0 0.0
5250.0 0.4384265504 0.0 0.0 0.0 0.0
5260.0 0.436858404864 0.0 0.0 0.0 0.0
5270.0 0.435290259328 0.0 0.0 0.0 0.0
5280.0 0.43372211379200004 0.0 0.0 0.0 0.0
5290.0 0.43215396825600005 0.0 0.0 0.0 0.0
5300.0 0.43058582272 0.0 0.0 0.0 0.0
5310.0 0.42901767718399997 0.0 0.0 0.0 0.0
5320.0 0.42744953164800004 0.0 0.0 0.0 0.0
5330.0 0.42588138611200005 0.0 0.0 0.0 0.0
5340.0 0.424313240576 0.0 0.0 0.0 0.0
5350.0 0.42274509504 0.0 0.0 0.0 0.0
5360.0 0.4211769495040001 0.0 0.0 0.0 0.0
5370.0 0.41960880396800004 0.0 0.0 0.0 0.0
5380.0 0.418040658432 0.0 0.0 0.0 0.0
5390.0 0.416472512896 0.0 0.0 0.0 0.0
5400.0 0.4149043673600001 0.40759918608000006 0.0 0.0 0.0
5410.0 0.41333622182400004 0.41127665243199996 0.0 0.0 0.0
5420.0 0.41176807628800005 0.414954118784 0.0 0.0 0.0
5430.0 0.410199930752 0.418631585136 0.0 0.0 0.0
5440.0 0.4086317852160001 0.422309051488 0.0 0.0 0.0
5450.0 0.40706363968000003 0.42598651784 0.0 0.0 0.0
5460.0 0.40549549414400005 0.429663984192 0.0 0.0 0.0
5470.0 0.403927348608 0.4333414505440001 0.0 0.0 0.0
5480.0 0.402359203072 0.437018916896 0.0 0.0 0.0
5490.0 0.4007910575360001 0.440696383248 0.0 0.0 0.0
5500.0 0.39922291200000004 0.44437384960000004 0.0 0.0 0.0
5510.0 0.39712850952000006 0.446131547152 0.0 0.0 0.0
5520.0 0.3950341070400001 0.447889244704 0.0 0.0 0.0
5530.0 0.39293970456000005 0.449646942256 0.0 0.0 0.0
5540.0 0.39084530208 0.451404639808 0.0 0.0 0.0
5550.0 0.38875089960000003 0.45316233736 0.0 0.0 0.0
5560.0 0.38665649712000005 0.45492003491199995 0.0 0.0 0.0
5570.0 0.3845620946400001 0.45667773246400006 0.0 0.0 0.0
5580.0 0.38246769216000004 0.45843543001600007 0.0 0.0 0.0
5590.0 0.38037328968000006 0.460193127568 0.0 0.0 0.0
5600.0 0.3782788872 0.46195082512 0.0 0.0 0.0
5610.0 0.0 0.463708522672 0.0 0.0 0.0
5620.0 0.0 0.465466220224 0.0 0.0 0.0
5630.0 0.0 0.46722391777600003 0.0 0.0 0.0
5640.0 0.0 0.468981615328 0.0 0.0 0.0
5650.0 0.0 0.47073931288 0.0 0.0 0.0
5660.0 0.0 0.472497010432 0.0 0.0 0.0
5670.0 0.0 0.474254707984 0.0 0.0 0.0
5680.0 0.0 0.476012405536 0.0 0.0 0.0
5690.0 0.0 0.47777010308800005 0.0 0.0 0.0
5700.0 0.0 0.47952780064000006 0.0 0.0 0.0
5710.0 0.0 0.48128549819200006 0.0 0.0 0.0
5720.0 0.0 0.483043195744 0.0 0.0 0.0
5730.0 0.0 0.484800893296 0.0 0.0 0.0
5740.0 0.0 0.486558590848 0.0 0.0 0.0
5750.0 0.0 0.4883162884 0.0 0.0 0.0
5760.0 0.0 0.490073985952 0.0 0.0 0.0
5770.0 0.0 0.491831683504 0.0 0.0 0.0
5780.0 0.0 0.493589381056 0.0 0.0 0.0
5790.0 0.0 0.495347078608 0.0 0.0 0.0
5800.0 0.0 0.49710477616 0.0 0.0 0.0
5810.0 0.0 0.49886247371200004 0.0 0.0 0.0
5820.0 0.0 0.500620171264 0.0 0.0 0.0
5830.0 0.0 0.502377868816 0.0 0.0 0.0
5840.0 0.0 0.504135566368 0.0 0.0 0.0
5850.0 0.0 0.50589326392 0.0 0.0 0.0
5860.0 0.0 0.5076509614720001 0.0 0.0 0.0
5870.0 0.0 0.509408659024 0.0 0.0 0.0
5880.0 0.0 0.511166356576 0.0 0.0 0.0
5890.0 0.0 0.512924054128 0.0 0.0 0.0
5900.0 0.0 0.51468175168 0.0 0.0 0.0
5910.0 0.0 0.516439449232 0.0 0.0 0.0
5920.0 0.0 0.518197146784 0.0 0.0 0.0
5930.0 0.0 0.5199548443359999 0.0 0.0 0.0
5940.0 0.0 0.5217125418880001 0.0 0.0 0.0
5950.0 0.0 0.52347023944 0.0 0.0 0.0
5960.0 0.0 0.525227936992 0.0 0.0 0.0
5970.0 0.0 0.526985634544 0.0 0.0 0.0
5980.0 0.0 0.528743332096 0.0 0.0 0.0
5990.0 0.0 0.530501029648 0.0 0.0 0.0
6000.0 0.0 0.5322587272 0.0 0.0 0.0
6010.0 0.0 0.53233017368 0.0 0.0 0.0
6020.0 0.0 0.53240162016 0.0 0.0 0.0
6030.0 0.0 0.53247306664 0.0 0.0 0.0
6040.0 0.0 0.53254451312 0.0 0.0 0.0
6050.0 0.0 0.5326159596000001 0.0 0.0 0.0
6060.0 0.0 0.53268740608 0.0 0.0 0.0
6070.0 0.0 0.53275885256 0.0 0.0 0.0
6080.0 0.0 0.53283029904 0.0 0.0 0.0
6090.0 0.0 0.53290174552 0.0 0.0 0.0
6100.0 0.0 0.5329731919999999 0.0 0.0 0.0
6110.0 0.0 0.53304463848 0.0 0.0 0.0
6120.0 0.0 0.53311608496 0.0 0.0 0.0
6130.0 0.0 0.53318753144 0.0 0.0 0.0
6140.0 0.0 0.53325897792 0.0 0.0 0.0
6150.0 0.0 0.5333304244 0.0 0.0 0.0
6160.0 0.0 0.53340187088 0.0 0.0 0.0
6170.0 0.0 0.53347331736 0.0 0.0 0.0
6180.0 0.0 0.53354476384 0.0 0.0 0.0
6190.0 0.0 0.53361621032 0.0 0.0 0.0
6200.0 0.0 0.5336876568000001 0.0 0.0 0.0
6210.0 0.0 0.53375910328 0.0 0.0 0.0
6220.0 0.0 0.53383054976 0.0 0.0 0.0
6230.0 0.0 0.53390199624 0.0 0.0 0.0
6240.0 0.0 0.53397344272 0.0 0.0 0.0
6250.0 0.0 0.5340448891999999 0.0 0.0 0.0
6260.0 0.0 0.53411633568 0.0 0.0 0.0
6270.0 0.0 0.53418778216 0.0 0.0 0.0
6280.0 0.0 0.5342592286400001 0.0 0.0 0.0
6290.0 0.0 0.53433067512 0.0 0.0 0.0
6300.0 0.0 0.5344021216 0.0 0.0 0.0
6310.0 0.0 0.53447356808 0.0 0.0 0.0
6320.0 0.0 0.53454501456 0.0 0.0 0.0
6330.0 0.0 0.53461646104 0.0 0.0 0.0
6340.0 0.0 0.5346879075200001 0.0 0.0 0.0
6350.0 0.0 0.5347593540000001 0.0 0.0 0.0
6360.0 0.0 0.53483080048 0.0 0.0 0.0
6370.0 0.0 0.5349022469600001 0.0 0.0 0.0
6380.0 0.0 0.53497369344 0.0 0.0 0.0
6390.0 0.0 0.53504513992 0.0 0.0 0.0
6400.0 0.0 0.5351165864 0.0 0.0 0.0
6410.0 0.0 0.53518803288 0.0 0.0 0.0
6420.0 0.0 0.53525947936 0.0 0.0 0.0
6430.0 0.0 0.5353309258400001 0.0 0.0 0.0
6440.0 0.0 0.53540237232 0.0 0.0 0.0
6450.0 0.0 0.5354738188 0.0 0.0 0.0
6460.0 0.0 0.53554526528 0.0 0.0 0.0
6470.0 0.0 0.53561671176 0.0 0.0 0.0
6480.0 0.0 0.53568815824 0.0 0.0 0.0
6490.0 0.0 0.5357596047200001 0.0 0.0 0.0
6500.0 0.0 0.5358310512000001 0.0 0.0 0.0
6510.0 0.0 0.534775562672 0.0 0.0 0.0
6520.0 0.0 0.533720074144 0.0 0.0 0.0
6530.0 0.0 0.532664585616 0.0 0.0 0.0
6540.0 0.0 0.5316090970880001 0.0 0.0 0.0
6550.0 0.0 0.53055360856 0.0 0.0 0.0
6560.0 0.0 0.529498120032 0.0 0.0 0.0
6570.0 0.0 0.5284426315040001 0.0 0.0 0.0
6580.0 0.0 0.527387142976 0.0 0.0 0.0
6590.0 0.0 0.526331654448 0.0 0.0 0.0
6600.0 0.0 0.52527616592 0.0 0.0 0.0
6610.0 0.0 0.5242206773920001 0.0 0.0 0.0
6620.0 0.0 0.523165188864 0.0 0.0 0.0
6630.0 0.0 0.522109700336 0.0 0.0 0.0
6640.0 0.0 0.521054211808 0.0 0.0 0.0
6650.0 0.0 0.51999872328 0.0 0.0 0.0
6660.0 0.0 0.5189432347520001 0.0 0.0 0.0
6670.0 0.0 0.517887746224 0.0 0.0 0.0
6680.0 0.0 0.516832257696 0.0 0.0 0.0
6690.0 0.0 0.5157767691680001 0.0 0.0 0.0
6700.0 0.0 0.51472128064 0.0 0.0 0.0
6710.0 0.0 0.513665792112 0.0 0.0 0.0
6720.0 0.0 0.5126103035840001 0.0 0.0 0.0
6730.0 0.0 0.5115548150560001 0.0 0.0 0.0
6740.0 0.0 0.510499326528 0.0 0.0 0.0
6750.0 0.0 0.509443838 0.0 0.0 0.0
6760.0 0.0 0.5083883494720001 0.0 0.0 0.0
6770.0 0.0 0.507332860944 0.0 0.0 0.0
6780.0 0.0 0.506277372416 0.0 0.0 0.0
6790.0 0.0 0.505221883888 0.0 0.0 0.0
6800.0 0.0 0.5041663953600001 0.0 0.0 0.0
6810.0 0.0 0.503110906832 0.0 0.0 0.0
6820.0 0.0 0.502055418304 0.0 0.0 0.0
6830.0 0.0 0.500999929776 0.0 0.0 0.0
6840.0 0.0 0.499944441248 0.0 0.0 0.0
6850.0 0.0 0.49888895272000006 0.0 0.0 0.0
6860.0 0.0 0.49783346419200003 0.0 0.0 0.0
6870.0 0.0 0.49677797566400006 0.0 0.0 0.0
6880.0 0.0 0.49572248713600003 0.0 0.0 0.0
6890.0 0.0 0.494666998608 0.0 0.0 0.0
6900.0 0.0 0.49361151008000004 0.0 0.0 0.0
6910.0 0.0 0.492556021552 0.0 0.0 0.0
6920.0 0.0 0.4915005330240001 0.0 0.0 0.0
6930.0 0.0 0.490445044496 0.0 0.0 0.0
6940.0 0.0 0.4893895559680001 0.0 0.0 0.0
6950.0 0.0 0.4883340674400001 0.0 0.0 0.0
6960.0 0.0 0.487278578912 0.0 0.0 0.0
6970.0 0.0 0.4862230903840001 0.0 0.0 0.0
6980.0 0.0 0.48516760185600005 0.0 0.0 0.0
6990.0 0.0 0.4841121133280001 0.0 0.0 0.0
7000.0 0.0 0.48305662480000006 0.0 0.0 0.0
7010.0 0.0 0.481050616224 0.0 0.0 0.0
7020.0 0.0 0.47904460764800005 0.0 0.0 0.0
7030.0 0.0 0.4770385990720001 0.0 0.0 0.0
7040.0 0.0 0.47503259049600005 0.0 0.0 0.0
7050.0 0.0 0.4730265819200001 0.0 0.0 0.0
7060.0 0.0 0.47102057334400005 0.0 0.0 0.0
7070.0 0.0 0.4690145647680001 0.0 0.0 0.0
7080.0 0.0 0.4670085561920001 0.0 0.0 0.0
7090.0 0.0 0.4650025476160001 0.0 0.0 0.0
7100.0 0.0 0.4629965390400001 0.0 0.0 0.0
7110.0 0.0 0.460990530464 0.0 0.0 0.0
7120.0 0.0 0.458984521888 0.0 0.0 0.0
7130.0 0.0 0.456978513312 0.0 0.0 0.0
7140.0 0.0 0.45497250473600004 0.0 0.0 0.0
7150.0 0.0 0.45296649616 0.43199322048 0.0 0.0
7160.0 0.0 0.45096048758400004 0.434162587232 0.0 0.0
7170.0 0.0 0.448954479008 0.43633195398400004 0.0 0.0
7180.0 0.0 0.44694847043200003 0.438501320736 0.0 0.0
7190.0 0.0 0.44494246185600006 0.44067068748800003 0.0 0.0
7200.0 0.0 0.44293645328000003 0.44284005424000006 0.0 0.0
7210.0 0.0 0.44093044470400006 0.44500942099199997 0.0 0.0
7220.0 0.0 0.43892443612800003 0.447178787744 0.0 0.0
7230.0 0.0 0.43691842755200005 0.449348154496 0.0 0.0
7240.0 0.0 0.4349124189760001 0.45151752124800004 0.0 0.0
7250.0 0.0 0.43290641040000005 0.453686888 0.0 0.0
7260.0 0.0 0.4309004018240001 0.45585625475200003 0.0 0.0
7270.0 0.0 0.42889439324800005 0.45802562150400006 0.0 0.0
7280.0 0.0 0.4268883846720001 0.46019498825599997 0.0 0.0
7290.0 0.0 0.4248823760960001 0.462364355008 0.0 0.0
7300.0 0.0 0.4228763675200001 0.46453372176 0.0 0.0
7310.0 0.0 0.4208703589440001 0.46670308851200004 0.0 0.0
7320.0 0.0 0.418864350368 0.468872455264 0.0 0.0
7330.0 0.0 0.416858341792 0.47104182201600003 0.0 0.0
7340.0 0.0 0.414852333216 0.47321118876800006 0.0 0.0
7350.0 0.0 0.41284632464000004 0.47538055551999997 0.0 0.0
7360.0 0.0 0.410840316064 0.477549922272 0.0 0.0
7370.0 0.0 0.40883430748800004 0.479719289024 0.0 0.0
7380.0 0.0 0.406828298912 0.48188865577600004 0.0 0.0
7390.0 0.0 0.40482229033600003 0.484058022528 0.0 0.0
7400.0 0.0 0.40281628176000006 0.48622738928 0.0 0.0
7410.0 0.0 0.0 0.48839675603199995 0.0 0.0
7420.0 0.0 0.0 0.49056612278399997 0.0 0.0
7430.0 0.0 0.0 0.492735489536 0.0 0.0
7440.0 0.0 0.0 0.494904856288 0.0 0.0
7450.0 0.0 0.0 0.49707422304000004 0.0 0.0
7460.0 0.0 0.0 0.499243589792 0.0 0.0
7470.0 0.0 0.0 0.501412956544 0.0 0.0
7480.0 0.0 0.0 0.5035823232960001 0.0 0.0
7490.0 0.0 0.0 0.505751690048 0.0 0.0
7500.0 0.0 0.0 0.5079210568 0.0 0.0
7510.0 0.0 0.0 0.509213866016 0.0 0.0
7520.0 0.0 0.0 0.510506675232 0.0 0.0
7530.0 0.0 0.0 0.511799484448 0.0 0.0
7540.0 0.0 0.0 0.513092293664 0.0 0.0
7550.0 0.0 0.0 0.51438510288 0.0 0.0
7560.0 0.0 0.0 0.515677912096 0.0 0.0
7570.0 0.0 0.0 0.516970721312 0.0 0.0
7580.0 0.0 0.0 0.518263530528 0.0 0.0
7590.0 0.0 0.0 0.5195563397440001 0.0 0.0
7600.0 0.0 0.0 0.52084914896 0.0 0.0
7610.0 0.0 0.0 0.522141958176 0.0 0.0
7620.0 0.0 0.0 0.523434767392 0.0 0.0
7630.0 0.0 0.0 0.524727576608 0.0 0.0
7640.0 0.0 0.0 0.526020385824 0.0 0.0
7650.0 0.0 0.0 0.52731319504 0.0 0.0
7660.0 0.0 0.0 0.528606004256 0.0 0.0
7670.0 0.0 0.0 0.5298988134720001 0.0 0.0
7680.0 0.0 0.0 0.5311916226879999 0.0 0.0
7690.0 0.0 0.0 0.532484431904 0.0 0.0
7700.0 0.0 0.0 0.53377724112 0.0 0.0
7710.0 0.0 0.0 0.535070050336 0.0 0.0
7720.0 0.0 0.0 0.536362859552 0.0 0.0
7730.0 0.0 0.0 0.537655668768 0.0 0.0
7740.0 0.0 0.0 0.538948477984 0.0 0.0
7750.0 0.0 0.0 0.5402412872 0.0 0.0
7760.0 0.0 0.0 0.5415340964159999 0.0 0.0
7770.0 0.0 0.0 0.542826905632 0.0 0.0
7780.0 0.0 0.0 0.544119714848 0.0 0.0
7790.0 0.0 0.0 0.545412524064 0.0 0.0
7800.0 0.0 0.0 0.54670533328 0.0 0.0
7810.0 0.0 0.0 0.547998142496 0.0 0.0
7820.0 0.0 0.0 0.5492909517119999 0.0 0.0
7830.0 0.0 0.0 0.550583760928 0.0 0.0
7840.0 0.0 0.0 0.5518765701439999 0.0 0.0
7850.0 0.0 0.0 0.55316937936 0.0 0.0
7860.0 0.0 0.0 0.554462188576 0.0 0.0
7870.0 0.0 0.0 0.555754997792 0.0 0.0
7880.0 0.0 0.0 0.557047807008 0.0 0.0
7890.0 0.0 0.0 0.558340616224 0.0 0.0
7900.0 0.0 0.0 0.5596334254399999 0.0 0.0
7910.0 0.0 0.0 0.560926234656 0.0 0.0
7920.0 0.0 0.0 0.562219043872 0.0 0.0
7930.0 0.0 0.0 0.563511853088 0.0 0.0
7940.0 0.0 0.0 0.5648046623040001 0.0 0.0
7950.0 0.0 0.0 0.56609747152 0.0 0.0
7960.0 0.0 0.0 0.5673902807360001 0.0 0.0
7970.0 0.0 0.0 0.568683089952 0.0 0.0
7980.0 0.0 0.0 0.569975899168 0.0 0.0
7990.0 0.0 0.0 0.571268708384 0.0 0.0
8000.0 0.0 0.0 0.5725615176 0.0 0.0
8010.0 0.0 0.0 0.572943782592 0.0 0.0
8020.0 0.0 0.0 0.573326047584 0.0 0.0
8030.0 0.0 0.0 0.573708312576 0.0 0.0
8040.0 0.0 0.0 0.574090577568 0.0 0.0
8050.0 0.0 0.0 0.57447284256 0.0 0.0
8060.0 0.0 0.0 0.574855107552 0.0 0.0
8070.0 0.0 0.0 0.575237372544 0.0 0.0
8080.0 0.0 0.0 0.575619637536 0.0 0.0
8090.0 0.0 0.0 0.576001902528 0.0 0.0
8100.0 0.0 0.0 0.57638416752 0.0 0.0
8110.0 0.0 0.0 0.576766432512 0.0 0.0
8120.0 0.0 0.0 0.577148697504 0.0 0.0
8130.0 0.0 0.0 0.577530962496 0.0 0.0
8140.0 0.0 0.0 0.577913227488 0.0 0.0
8150.0 0.0 0.0 0.57829549248 0.0 0.0
8160.0 0.0 0.0 0.578677757472 0.0 0.0
8170.0 0.0 0.0 0.579060022464 0.0 0.0
8180.0 0.0 0.0 0.579442287456 0.0 0.0
8190.0 0.0 0.0 0.579824552448 0.0 0.0
8200.0 0.0 0.0 0.58020681744 0.0 0.0
8210.0 0.0 0.0 0.580589082432 0.0 0.0
8220.0 0.0 0.0 0.580971347424 0.0 0.0
8230.0 0.0 0.0 0.581353612416 0.0 0.0
8240.0 0.0 0.0 0.581735877408 0.0 0.0
8250.0 0.0 0.0 0.5821181424 0.0 0.0
8260.0 0.0 0.0 0.582500407392 0.0 0.0
8270.0 0.0 0.0 0.582882672384 0.0 0.0
8280.0 0.0 0.0 0.583264937376 0.0 0.0
