wav,throughput
360,0.332605094
365,0.383934793
370,0.421429126
375,0.447528398
380,0.466323621
385,0.47991978
390,0.490170405
395,0.498541479
400,0.506304209
405,0.515087475
410,0.52297696
415,0.528935289
420,0.533637907
425,0.537726591
430,0.540819215
435,0.541528999
440,0.534900022
445,0.481914408
450,0.265414913
455,0.094654461
