lamA thr
17020.0 0.96
17030.0 0.96
17040.0 0.96
17050.0 0.96
17060.0 0.96
17070.0 0.96
17080.0 0.96
17090.0 0.96
17100.0 0.96
17110.0 0.96
17120.0 0.96
17130.0 0.96
17140.0 0.96
17150.0 0.96
17160.0 0.96
17170.0 0.96
17180.0 0.96
17190.0 0.96
17200.0 0.96
17210.0 0.96
17220.0 0.96
17230.0 0.96
17240.0 0.96
17250.0 0.96
17260.0 0.96
17270.0 0.96
17280.0 0.96
17290.0 0.96
17300.0 0.96
17310.0 0.96
17320.0 0.96
17330.0 0.96
17340.0 0.96
17350.0 0.96
17360.0 0.96
17370.0 0.96
17380.0 0.96
17390.0 0.96
17400.0 0.96
17410.0 0.96
17420.0 0.96
17430.0 0.96
17440.0 0.96
17450.0 0.96
17460.0 0.96
17470.0 0.96
17480.0 0.96
17490.0 0.96
17500.0 0.96
17510.0 0.96
17520.0 0.96
17530.0 0.96
17540.0 0.96
17550.0 0.96
17560.0 0.96
17570.0 0.96
17580.0 0.96
17590.0 0.96
17600.0 0.96
17610.0 0.96
17620.0 0.96
17630.0 0.96
17640.0 0.96
17650.0 0.96
17660.0 0.96
17670.0 0.96
17680.0 0.96
17690.0 0.96
17700.0 0.96
17710.0 0.96
17720.0 0.96
17730.0 0.96
17740.0 0.96
17750.0 0.96
17760.0 0.96
17770.0 0.96
17780.0 0.96
17790.0 0.96
17800.0 0.96
17810.0 0.96
17820.0 0.96
17830.0 0.96
17840.0 0.96
17850.0 0.96
17860.0 0.96
17870.0 0.96
17880.0 0.96
17890.0 0.96
17900.0 0.96
17910.0 0.96
17920.0 0.96
17930.0 0.96
17940.0 0.96
17950.0 0.96
17960.0 0.96
17970.0 0.96
17980.0 0.96
17990.0 0.96
18000.0 0.96
18010.0 0.96
18020.0 0.96
18030.0 0.96
18040.0 0.96
18050.0 0.96
18060.0 0.96
18070.0 0.96
18080.0 0.96
18090.0 0.96
18100.0 0.96
18110.0 0.96
18120.0 0.96
18130.0 0.96
18140.0 0.96
18150.0 0.96
18160.0 0.96
18170.0 0.96
18180.0 0.96
18190.0 0.96
18200.0 0.96
18210.0 0.96
18220.0 0.96
18230.0 0.96
18240.0 0.96
18250.0 0.96
18260.0 0.96
18270.0 0.96
18280.0 0.96
18290.0 0.96
18300.0 0.96
18310.0 0.96
18320.0 0.96
18330.0 0.96
18340.0 0.96
18350.0 0.96
18360.0 0.96
18370.0 0.96
18380.0 0.96
18390.0 0.96
18400.0 0.96
18410.0 0.96
18420.0 0.96
18430.0 0.96
18440.0 0.96
18450.0 0.96
18460.0 0.96
18470.0 0.96
18480.0 0.96
18490.0 0.96
