# Gemini mirror reflectivity
# https://www.gemini.edu/sciops/telescopes-and-sites/optics
#
# These data are from the spreadsheet "Gemini_Optics_Reflectivity_Data.xlsx"
# in the table "GN Sample 8-14-2013"
#
# Wavelength(nm) Top    Middle-Top      Middle-Bottom   Bottom

200	0.434103698	1.863346577	3.626523495	5.847162247
200.5	0.43097204	1.946100593	3.761820555	5.963169575
201	0.527905345	2.03881526	3.87583518	6.096968651
201.5	0.623449624	2.162667274	3.990723133	6.217071056
202	0.662646234	2.2407372	4.087015629	6.341189384
202.5	0.727370083	2.339048624	4.220444202	6.458590984
203	0.736268759	2.422124624	4.313105583	6.578397751
203.5	0.80279392	2.520629883	4.43574667	6.700441837
204	0.907753408	2.623989105	4.547400475	6.814151764
204.5	0.943798661	2.715249062	4.651478291	6.925037384
205	0.999209106	2.813392162	4.767130375	7.048370838
205.5	1.068564415	2.91200304	4.883775711	7.152103424
206	1.155178308	3.013215303	4.979064465	7.266574383
206.5	1.20638299	3.096139193	5.075210571	7.361726284
207	1.275345087	3.197387934	5.196855545	7.468480587
207.5	1.364644289	3.298218966	5.298052311	7.577323914
208	1.424468279	3.378338814	5.391121387	7.66851902
208.5	1.482453704	3.476577282	5.494598866	7.774161339
209	1.540624738	3.561717987	5.598569393	7.863582134
209.5	1.628169775	3.653465271	5.68707037	7.960163593
210	1.705713749	3.748228788	5.790924072	8.06323719
210.5	1.766662836	3.837358475	5.884943008	8.1438694
211	1.838747978	3.935471535	5.978513718	8.239114761
211.5	1.920673013	4.019129276	6.061936855	8.321290016
212	1.970522165	4.099160194	6.15214777	8.402042389
212.5	2.051411867	4.190261841	6.250994682	8.500203133
213	2.117827892	4.268904209	6.337146282	8.586122513
213.5	2.199579	4.351994991	6.419966221	8.657543182
214	2.265598536	4.449110985	6.511031628	8.734250069
214.5	2.339873552	4.520386696	6.586821556	8.810482025
215	2.415081978	4.610900402	6.678620815	8.892518997
215.5	2.478042841	4.695821762	6.762221336	8.97057724
216	2.550894022	4.776413441	6.84229517	9.042386055
216.5	2.618021727	4.860255718	6.928926468	9.122891426
217	2.699463367	4.93839407	7.009273052	9.200296402
217.5	2.758984566	5.02038908	7.090505123	9.278573036
218	2.843483925	5.110117912	7.167829514	9.355145454
218.5	2.908702135	5.186760426	7.245956421	9.417649269
219	2.985605955	5.273426533	7.32522583	9.488596916
219.5	3.0566957	5.354144573	7.400253296	9.568249702
220	3.125603437	5.428263664	7.480610847	9.635569572
220.5	3.193398237	5.503446102	7.566790104	9.716543198
221	3.269527197	5.586066723	7.639116764	9.786381721
221.5	3.343068838	5.665477753	7.713708878	9.842489243
222	3.413831472	5.747880936	7.786388874	9.920921326
222.5	3.489064693	5.828444958	7.868035793	9.992628098
223	3.558962107	5.903435707	7.949471474	10.06514168
223.5	3.629545927	5.986030102	8.020345688	10.1309557
224	3.689446926	6.050808907	8.096347809	10.2001276
224.5	3.776270866	6.14021349	8.170649529	10.27019882
225	3.845840216	6.211366177	8.245096207	10.33926392
225.5	3.918090343	6.290254593	8.324372292	10.41356468
226	3.992060661	6.374032974	8.404119492	10.47903442
226.5	4.0682621	6.447205544	8.483633041	10.54759693
227	4.145465851	6.522680283	8.554268837	10.62526512
227.5	4.220653057	6.615024567	8.633605003	10.69641209
228	4.29143095	6.690320969	8.711857796	10.76743793
228.5	4.369159222	6.777880192	8.786487579	10.83948326
229	4.455001831	6.855906487	8.86480999	10.90916348
229.5	4.520847797	6.934212208	8.943490982	10.97127056
230	4.598698139	7.01506424	9.021885872	11.04851341
230.5	4.674023151	7.092561722	9.098741531	11.12265778
231	4.760172367	7.174608231	9.179012299	11.18782139
231.5	4.836983204	7.251442432	9.254470825	11.26097775
232	4.908424854	7.333210945	9.32442379	11.33351994
232.5	4.982271671	7.409393787	9.401436806	11.39271927
233	5.065351963	7.485284805	9.481528282	11.47123528
233.5	5.136707306	7.569189548	9.545357704	11.53527164
234	5.212707043	7.642397881	9.621437073	11.60203648
234.5	5.289225101	7.719675541	9.693662643	11.67143154
235	5.366900444	7.797338009	9.768226624	11.72883701
235.5	5.434067726	7.881634712	9.842215538	11.8100071
236	5.514650345	7.949050426	9.906900406	11.86118317
236.5	5.583865166	8.02178669	9.975878716	11.9189806
237	5.662360191	8.09968853	10.05158329	11.99044323
237.5	5.736571312	8.165295601	10.11856842	12.05638218
238	5.806732655	8.249147415	10.18360996	12.11821175
238.5	5.879056931	8.319807053	10.24969387	12.17504501
239	5.960037708	8.389438629	10.32538891	12.22583675
239.5	6.030989647	8.454082489	10.39416027	12.29766846
240	6.096099854	8.526554108	10.44388008	12.35425282
240.5	6.17343998	8.596281052	10.5167675	12.40929699
241	6.243577957	8.672947884	10.58268452	12.47484589
241.5	6.314848423	8.739548683	10.64868832	12.52988434
242	6.386713028	8.806965828	10.71013165	12.58353901
242.5	6.455099583	8.872483253	10.77980042	12.63687611
243	6.529816151	8.945981026	10.84244919	12.70033073
243.5	6.5985322	9.014198303	10.89763641	12.74683666
244	6.666354179	9.07039547	10.95532131	12.8105793
244.5	6.732009888	9.146784782	11.02051353	12.86568451
245	6.792669773	9.20720005	11.08071995	12.90794277
245.5	6.863099098	9.270955086	11.1384182	12.96473026
246	6.939202309	9.337238312	11.18596363	13.01165485
246.5	7.005165577	9.400140762	11.25237083	13.06475067
247	7.07256794	9.456342697	11.30553436	13.10793495
247.5	7.131570816	9.529143333	11.36172009	13.17010784
248	7.205086231	9.582659721	11.42050934	13.20974255
248.5	7.269198418	9.641658783	11.47155952	13.26469231
249	7.326527596	9.709481239	11.53050232	13.30884743
249.5	7.389159679	9.76712513	11.58355522	13.34643364
250	7.452927589	9.825998306	11.63358593	13.40064716
