300	11.3198
305	20.6997
310	30.2385
315	38.3823
320	26.6684
325	16.4132
330	49.2798
335	81.4098
340	88.5563
345	91.9893
350	93.5681
355	94.882
360	95.145
365	95.2056
370	95.5786
375	95.6987
380	96.0692
385	96.0248
390	96.6905
395	96.9856
400	97.4801
405	96.9619
410	97.0991
415	97.5603
420	97.1772
425	97.2486
430	97.4814
435	97.187
440	96.6551
445	96.2888
450	96.4352
455	96.2773
460	96.035
465	96.1055
470	95.5691
475	95.6963
480	95.084
485	95.3922
490	95.6879
495	95.5363
500	95.3896
505	95.8371
510	95.9532
515	96.1282
520	96.6649
525	96.9423
530	97.0637
535	97.2152
540	96.862
545	96.9148
550	96.9789
555	97.0765
560	97.5581
565	97.324
570	96.9006
575	97.4067
580	96.9884
585	96.8922
590	96.8334
595	97.2449
600	97.3586
605	96.7698
610	96.8101
615	97.101
620	97.2888
625	96.9006
630	96.9561
635	96.8023
640	96.3649
645	96.5645
650	96.4849
655	96.3809
660	96.2412
665	96.0548
670	96.2479
675	95.8947
680	96.1899
685	95.955
690	96.044
695	95.7702
700	95.9179
705	96.3768
710	96.3907
715	96.0626
720	96.2865
725	96.1667
730	96.2636
735	96.6124
740	96.3546
745	96.6896
750	96.5916
755	96.1331
760	96.3487
765	97.0918
770	96.6565
775	96.4477
780	97.0089
785	97.2846
790	96.6849
795	96.9576
800	97.6961
805	96.892
810	97.2505
815	97.1547
820	97.5426
825	97.6401
830	97.5443
835	97.0577
840	97.7365
845	97.5556
850	98.099
855	98.3839
860	98.7067
865	97.5438
870	98.7235
875	98.0021
880	98.0544
885	97.2896
890	97.3551
895	98.0531
900	98.5729
905	98.1603
910	98.3976
915	98.5475
920	98.45
925	98.1872
930	98.1614
935	97.8199
940	98.2836
945	97.9924
950	97.3731
955	98.3413
960	97.9026
965	98.5363
970	98.2616
975	97.7329
980	97.688
985	98.1158
990	97.7819
995	98.6564
1000	98.6367
1005	98.2868
1010	98.6103
1015	98.2398
1020	97.9403
1025	98.2562
1030	98.2366
1035	97.7979
1040	98.5505
1045	98.4958
1050	98.1821
1055	98.1443
1060	98.7109
1065	98.2823
1070	98.5107
1075	98.2481
1080	98.0654
1085	98.4736
1090	97.7489
1095	97.6844
1100	98.3837
1105	98.0607
1110	98.0887
1115	98.4767
1120	98.1785
1125	98.6827
1130	98.4955
1135	98.4832
1140	98.5079
1145	98.3116
1150	98.3674
1155	98.1625
1160	98.0446
1165	98.2304
1170	98.5337
1175	98.7081
1180	98.0961
1185	98.5673
1190	98.1907
1195	98.894
1200	99.2802
1205	99.4168
1210	98.8158
1215	98.9125
1220	98.6393
1225	99.0434
1230	99.42
1235	98.2144
1240	99.27
1245	98.6331
1250	99.0498
1255	98.291
1260	98.6299
1265	98.6628
1270	98.2407
1275	98.6399
1280	98.4871
1285	98.4513
1290	98.8846
1295	98.7729
1300	99.0607
1305	98.5352
1310	98.6983
1315	98.5959
1320	98.4543
1325	98.7914
1330	98.6798
1335	98.513
1340	98.7373
1345	99.0077
1350	98.5974
1355	98.1939
1360	98.3408
1365	98.7607
1370	98.318
1375	98.221
1380	97.7433
1385	98.7176
1390	98.6822
1395	97.4795
1400	98.6197
1405	98.5977
1410	98.0781
1415	98.6218
1420	98.4478
1425	98.5544
1430	98.8323
1435	98.5511
1440	98.3002
1445	98.8126
1450	98.8668
1455	98.0265
1460	98.5873
1465	98.8033
1470	97.9124
1475	98.9128
1480	98.8588
1485	98.4322
1490	98.6451
1495	98.6034
1500	99.0077
1505	98.2879
1510	98.1352
1515	98.0392
1520	98.5135
1525	98.3476
1530	97.7359
1535	98.7256
1540	99.0789
1545	98.0952
1550	98.3742
1555	98.3852
1560	98.605
1565	98.6508
1570	98.0264
1575	98.4787
1580	98.1233
1585	97.772
1590	98.0253
1595	98.7736
1600	98.2915
1605	97.9774
1610	98.4247
1615	98.1074
1620	97.9149
1625	98.1453
1630	98.0287
1635	98.4049
1640	98.8234
1645	97.8505
1650	98.2969
1655	97.6582
1660	97.843
1665	98.0063
1670	97.7121
1675	97.4116
1680	97.7529
1685	97.2876
1690	97.6132
1695	98.1944
1700	97.6237
1705	97.4023
1710	97.6911
1715	97.1906
1720	97.2576
1725	97.0818
1730	97.3128
1735	97.6809
1740	97.8058
1745	97.8059
1750	97.4496
1755	97.431
1760	97.1325
1765	97.0703
1770	97.3592
1775	97.2215
1780	97.2882
1785	97.3803
1790	97.5382
1795	97.8311
1800	97.8359
