lamA thr_arm1 thr_arm2 thr_arm3 thr_arm4
4580.0 0.47395359264000003 0.0 0.0 0.0
4590.0 0.47110071432 0.0 0.0 0.0
4600.0 0.46824783600000003 0.0 0.0 0.0
4610.0 0.46539495768 0.0 0.0 0.0
4620.0 0.46254207936 0.0 0.0 0.0
4630.0 0.45968920104000005 0.0 0.0 0.0
4640.0 0.45683632272 0.0 0.0 0.0
4650.0 0.45398344440000005 0.0 0.0 0.0
4660.0 0.45113056608 0.0 0.0 0.0
4670.0 0.44827768776000004 0.0 0.0 0.0
4680.0 0.44542480944000007 0.0 0.0 0.0
4690.0 0.44257193112000004 0.0 0.0 0.0
4700.0 0.43971905280000007 0.0 0.0 0.0
4710.0 0.43686617448 0.0 0.0 0.0
4720.0 0.43401329616000006 0.0 0.0 0.0
4730.0 0.43116041784 0.0 0.0 0.0
4740.0 0.42830753952 0.0 0.0 0.0
4750.0 0.4254546612000001 0.0 0.0 0.0
4760.0 0.42260178288 0.0 0.0 0.0
4770.0 0.41974890456 0.0 0.0 0.0
4780.0 0.41689602624 0.0 0.0 0.0
4790.0 0.41404314792 0.0 0.0 0.0
4800.0 0.4111902696 0.0 0.0 0.0
4810.0 0.40833739128 0.0 0.0 0.0
4820.0 0.40548451296000004 0.0 0.0 0.0
4830.0 0.40263163464 0.0 0.0 0.0
4840.0 0.39977875632000004 0.0 0.0 0.0
4850.0 0.396925878 0.0 0.0 0.0
4860.0 0.39407299968000004 0.0 0.0 0.0
4870.0 0.39122012136 0.0 0.0 0.0
4880.0 0.38836724304000003 0.0 0.0 0.0
4890.0 0.38551436472000006 0.0 0.0 0.0
4900.0 0.3826614864 0.0 0.0 0.0
4910.0 0.37980860808000005 0.0 0.0 0.0
4920.0 0.37695572976 0.0 0.0 0.0
4930.0 0.37410285144 0.0 0.0 0.0
4940.0 0.37124997312 0.0 0.0 0.0
4950.0 0.3683970948 0.0 0.0 0.0
4960.0 0.36554421648 0.0 0.0 0.0
4970.0 0.36269133816 0.0 0.0 0.0
4980.0 0.35983845984 0.0 0.0 0.0
4990.0 0.35698558152000004 0.0 0.0 0.0
5000.0 0.3541327032 0.0 0.0 0.0
5010.0 0.348884958976 0.0 0.0 0.0
5020.0 0.343637214752 0.0 0.0 0.0
5030.0 0.338389470528 0.0 0.0 0.0
5040.0 0.333141726304 0.0 0.0 0.0
5050.0 0.32789398208 0.0 0.0 0.0
5060.0 0.322646237856 0.0 0.0 0.0
5070.0 0.317398493632 0.0 0.0 0.0
5080.0 0.31215074940800003 0.0 0.0 0.0
5090.0 0.30690300518400004 0.0 0.0 0.0
5100.0 0.30165526096 0.0 0.0 0.0
5110.0 0.0 0.0 0.0 0.0
5120.0 0.0 0.0 0.0 0.0
5130.0 0.0 0.0 0.0 0.0
5140.0 0.0 0.0 0.0 0.0
5150.0 0.0 0.0 0.0 0.0
5160.0 0.0 0.0 0.0 0.0
5170.0 0.0 0.0 0.0 0.0
5180.0 0.0 0.0 0.0 0.0
5190.0 0.0 0.0 0.0 0.0
5200.0 0.0 0.0 0.0 0.0
5210.0 0.0 0.0 0.0 0.0
5220.0 0.0 0.0 0.0 0.0
5230.0 0.0 0.0 0.0 0.0
5240.0 0.0 0.0 0.0 0.0
5250.0 0.0 0.0 0.0 0.0
5260.0 0.0 0.0 0.0 0.0
5270.0 0.0 0.0 0.0 0.0
5280.0 0.0 0.0 0.0 0.0
5290.0 0.0 0.0 0.0 0.0
5300.0 0.0 0.0 0.0 0.0
5310.0 0.0 0.0 0.0 0.0
5320.0 0.0 0.0 0.0 0.0
5330.0 0.0 0.0 0.0 0.0
5340.0 0.0 0.0 0.0 0.0
5350.0 0.0 0.0 0.0 0.0
5360.0 0.0 0.0 0.0 0.0
5370.0 0.0 0.0 0.0 0.0
5380.0 0.0 0.0 0.0 0.0
5390.0 0.0 0.0 0.0 0.0
5400.0 0.0 0.0 0.0 0.0
5410.0 0.0 0.0 0.0 0.0
5420.0 0.0 0.0 0.0 0.0
5430.0 0.0 0.0 0.0 0.0
5440.0 0.0 0.0 0.0 0.0
5450.0 0.0 0.0 0.0 0.0
5460.0 0.0 0.0 0.0 0.0
5470.0 0.0 0.0 0.0 0.0
5480.0 0.0 0.0 0.0 0.0
5490.0 0.0 0.0 0.0 0.0
5500.0 0.0 0.0 0.0 0.0
5510.0 0.0 0.0 0.0 0.0
5520.0 0.0 0.0 0.0 0.0
5530.0 0.0 0.0 0.0 0.0
5540.0 0.0 0.0 0.0 0.0
5550.0 0.0 0.0 0.0 0.0
5560.0 0.0 0.0 0.0 0.0
5570.0 0.0 0.0 0.0 0.0
5580.0 0.0 0.0 0.0 0.0
5590.0 0.0 0.0 0.0 0.0
5600.0 0.0 0.0 0.0 0.0
5610.0 0.0 0.0 0.0 0.0
5620.0 0.0 0.0 0.0 0.0
5630.0 0.0 0.0 0.0 0.0
5640.0 0.0 0.0 0.0 0.0
5650.0 0.0 0.0 0.0 0.0
5660.0 0.0 0.0 0.0 0.0
5670.0 0.0 0.0 0.0 0.0
5680.0 0.0 0.0 0.0 0.0
5690.0 0.0 0.0 0.0 0.0
5700.0 0.0 0.0 0.0 0.0
5710.0 0.0 0.0 0.0 0.0
5720.0 0.0 0.0 0.0 0.0
5730.0 0.0 0.0 0.0 0.0
5740.0 0.0 0.0 0.0 0.0
5750.0 0.0 0.0 0.0 0.0
5760.0 0.0 0.266675752768 0.0 0.0
5770.0 0.0 0.273977089536 0.0 0.0
5780.0 0.0 0.281278426304 0.0 0.0
5790.0 0.0 0.288579763072 0.0 0.0
5800.0 0.0 0.29588109984 0.0 0.0
5810.0 0.0 0.303182436608 0.0 0.0
5820.0 0.0 0.310483773376 0.0 0.0
5830.0 0.0 0.317785110144 0.0 0.0
5840.0 0.0 0.325086446912 0.0 0.0
5850.0 0.0 0.33238778368 0.0 0.0
5860.0 0.0 0.3396891204479999 0.0 0.0
5870.0 0.0 0.346990457216 0.0 0.0
5880.0 0.0 0.354291793984 0.0 0.0
5890.0 0.0 0.36159313075199995 0.0 0.0
5900.0 0.0 0.36889446751999994 0.0 0.0
5910.0 0.0 0.37619580428800004 0.0 0.0
5920.0 0.0 0.38349714105599997 0.0 0.0
5930.0 0.0 0.39079847782399996 0.0 0.0
5940.0 0.0 0.39809981459199995 0.0 0.0
5950.0 0.0 0.40540115136 0.0 0.0
5960.0 0.0 0.412702488128 0.0 0.0
5970.0 0.0 0.42000382489599997 0.0 0.0
5980.0 0.0 0.42730516166399996 0.0 0.0
5990.0 0.0 0.434606498432 0.0 0.0
6000.0 0.0 0.4419078352 0.0 0.0
6010.0 0.0 0.44349971184000003 0.0 0.0
6020.0 0.0 0.44509158847999997 0.0 0.0
6030.0 0.0 0.44668346511999996 0.0 0.0
6040.0 0.0 0.44827534176 0.0 0.0
6050.0 0.0 0.44986721840000005 0.0 0.0
6060.0 0.0 0.45145909504 0.0 0.0
6070.0 0.0 0.45305097167999997 0.0 0.0
6080.0 0.0 0.45464284832 0.0 0.0
6090.0 0.0 0.45623472496000006 0.0 0.0
6100.0 0.0 0.4578266016 0.0 0.0
6110.0 0.0 0.45941847823999993 0.0 0.0
6120.0 0.0 0.46101035488 0.0 0.0
6130.0 0.0 0.46260223152 0.0 0.0
6140.0 0.0 0.46419410816 0.0 0.0
6150.0 0.0 0.46578598479999994 0.0 0.0
6160.0 0.0 0.46737786144 0.0 0.0
6170.0 0.0 0.46896973808000003 0.0 0.0
6180.0 0.0 0.47056161472 0.0 0.0
6190.0 0.0 0.47215349135999996 0.0 0.0
6200.0 0.0 0.473745368 0.0 0.0
6210.0 0.0 0.47533724464000005 0.0 0.0
6220.0 0.0 0.47692912128 0.0 0.0
6230.0 0.0 0.47852099791999997 0.0 0.0
6240.0 0.0 0.48011287456 0.0 0.0
6250.0 0.0 0.48170475120000006 0.0 0.0
6260.0 0.0 0.48329662784 0.0 0.0
6270.0 0.0 0.48488850448 0.0 0.0
6280.0 0.0 0.48648038112 0.0 0.0
6290.0 0.0 0.48807225776000007 0.0 0.0
6300.0 0.0 0.4896641344 0.0 0.0
6310.0 0.0 0.49125601103999994 0.0 0.0
6320.0 0.0 0.49284788768 0.0 0.0
6330.0 0.0 0.49443976432000003 0.0 0.0
6340.0 0.0 0.49603164096 0.0 0.0
6350.0 0.0 0.49762351759999995 0.0 0.0
6360.0 0.0 0.49921539424 0.0 0.0
6370.0 0.0 0.5008072708800001 0.0 0.0
6380.0 0.0 0.50239914752 0.0 0.0
6390.0 0.0 0.50399102416 0.0 0.0
6400.0 0.0 0.5055829008 0.0 0.0
6410.0 0.0 0.5071747774400001 0.0 0.0
6420.0 0.0 0.50876665408 0.0 0.0
6430.0 0.0 0.5103585307199999 0.0 0.0
6440.0 0.0 0.51195040736 0.0 0.0
6450.0 0.0 0.513542284 0.0 0.0
6460.0 0.0 0.5151341606400001 0.0 0.0
6470.0 0.0 0.51672603728 0.0 0.0
6480.0 0.0 0.51831791392 0.0 0.0
6490.0 0.0 0.5199097905600001 0.0 0.0
6500.0 0.0 0.5215016672 0.0 0.0
6510.0 0.0 0.51875149608 0.0 0.0
6520.0 0.0 0.5160013249600001 0.0 0.0
6530.0 0.0 0.5132511538400001 0.0 0.0
6540.0 0.0 0.51050098272 0.0 0.0
6550.0 0.0 0.5077508116 0.0 0.0
6560.0 0.0 0.5050006404799999 0.0 0.0
6570.0 0.0 0.5022504693600001 0.0 0.0
6580.0 0.0 0.49950029824000003 0.0 0.0
6590.0 0.0 0.49675012712 0.0 0.0
6600.0 0.0 0.4939999560000001 0.0 0.0
6610.0 0.0 0.49124978488000004 0.0 0.0
6620.0 0.0 0.48849961376 0.0 0.0
6630.0 0.0 0.48574944264 0.0 0.0
6640.0 0.0 0.48299927152 0.0 0.0
6650.0 0.0 0.4802491004 0.0 0.0
6660.0 0.0 0.47749892928000004 0.0 0.0
6670.0 0.0 0.47474875816 0.0 0.0
6680.0 0.0 0.4719985870400001 0.0 0.0
6690.0 0.0 0.46924841592000005 0.0 0.0
6700.0 0.0 0.4664982448 0.0 0.0
6710.0 0.0 0.46374807368 0.0 0.0
6720.0 0.0 0.46099790255999995 0.0 0.0
6730.0 0.0 0.45824773144000003 0.0 0.0
6740.0 0.0 0.45549756032 0.0 0.0
6750.0 0.0 0.4527473892 0.0 0.0
6760.0 0.0 0.44999721808000004 0.0 0.0
6770.0 0.0 0.44724704696000006 0.0 0.0
6780.0 0.0 0.44449687584 0.0 0.0
6790.0 0.0 0.44174670472 0.0 0.0
6800.0 0.0 0.43899653359999996 0.0 0.0
6810.0 0.0 0.43624636248000004 0.0 0.0
6820.0 0.0 0.43349619136 0.0 0.0
6830.0 0.0 0.43074602023999997 0.0 0.0
6840.0 0.0 0.42799584912000005 0.0 0.0
6850.0 0.0 0.425245678 0.0 0.0
6860.0 0.0 0.42249550688000004 0.0 0.0
6870.0 0.0 0.41974533576 0.0 0.0
6880.0 0.0 0.41699516463999997 0.0 0.0
6890.0 0.0 0.41424499352000005 0.0 0.0
6900.0 0.0 0.4114948224 0.0 0.0
6910.0 0.0 0.40874465128 0.0 0.0
6920.0 0.0 0.40599448016000006 0.0 0.0
6930.0 0.0 0.40324430904 0.0 0.0
6940.0 0.0 0.40049413792 0.0 0.0
6950.0 0.0 0.3977439668 0.0 0.0
6960.0 0.0 0.39499379568000004 0.0 0.0
6970.0 0.0 0.39224362456000006 0.0 0.0
6980.0 0.0 0.38949345344 0.0 0.0
6990.0 0.0 0.38674328232 0.0 0.0
7000.0 0.0 0.3839931112 0.0 0.0
7010.0 0.0 0.0 0.0 0.0
7020.0 0.0 0.0 0.0 0.0
7030.0 0.0 0.0 0.0 0.0
7040.0 0.0 0.0 0.0 0.0
7050.0 0.0 0.0 0.0 0.0
7060.0 0.0 0.0 0.0 0.0
7070.0 0.0 0.0 0.0 0.0
7080.0 0.0 0.0 0.0 0.0
7090.0 0.0 0.0 0.0 0.0
7100.0 0.0 0.0 0.0 0.0
7110.0 0.0 0.0 0.0 0.0
7120.0 0.0 0.0 0.0 0.0
7130.0 0.0 0.0 0.0 0.0
7140.0 0.0 0.0 0.0 0.0
7150.0 0.0 0.0 0.0 0.0
7160.0 0.0 0.0 0.0 0.0
7170.0 0.0 0.0 0.0 0.0
7180.0 0.0 0.0 0.0 0.0
7190.0 0.0 0.0 0.0 0.0
7200.0 0.0 0.0 0.0 0.0
7210.0 0.0 0.0 0.0 0.0
7220.0 0.0 0.0 0.0 0.0
7230.0 0.0 0.0 0.0 0.0
7240.0 0.0 0.0 0.0 0.0
7250.0 0.0 0.0 0.0 0.0
7260.0 0.0 0.0 0.0 0.0
7270.0 0.0 0.0 0.0 0.0
7280.0 0.0 0.0 0.0 0.0
7290.0 0.0 0.0 0.0 0.0
7300.0 0.0 0.0 0.0 0.0
7310.0 0.0 0.0 0.0 0.0
7320.0 0.0 0.0 0.0 0.0
7330.0 0.0 0.0 0.0 0.0
7340.0 0.0 0.0 0.0 0.0
7350.0 0.0 0.0 0.0 0.0
7360.0 0.0 0.0 0.0 0.0
7370.0 0.0 0.0 0.325365878064 0.0
7380.0 0.0 0.0 0.331193011136 0.0
7390.0 0.0 0.0 0.337020144208 0.0
7400.0 0.0 0.0 0.34284727728 0.0
7410.0 0.0 0.0 0.34867441035200003 0.0
7420.0 0.0 0.0 0.354501543424 0.0
7430.0 0.0 0.0 0.36032867649600003 0.0
7440.0 0.0 0.0 0.366155809568 0.0
7450.0 0.0 0.0 0.37198294264000004 0.0
7460.0 0.0 0.0 0.377810075712 0.0
7470.0 0.0 0.0 0.38363720878400004 0.0
7480.0 0.0 0.0 0.389464341856 0.0
7490.0 0.0 0.0 0.39529147492800004 0.0
7500.0 0.0 0.0 0.401118608 0.0
7510.0 0.0 0.0 0.4038989748 0.0
7520.0 0.0 0.0 0.40667934159999997 0.0
7530.0 0.0 0.0 0.4094597084 0.0
7540.0 0.0 0.0 0.4122400752 0.0
7550.0 0.0 0.0 0.415020442 0.0
7560.0 0.0 0.0 0.4178008088 0.0
7570.0 0.0 0.0 0.4205811756 0.0
7580.0 0.0 0.0 0.4233615424 0.0
7590.0 0.0 0.0 0.4261419092 0.0
7600.0 0.0 0.0 0.428922276 0.0
7610.0 0.0 0.0 0.43170264280000004 0.0
7620.0 0.0 0.0 0.4344830096 0.0
7630.0 0.0 0.0 0.4372633764 0.0
7640.0 0.0 0.0 0.44004374319999995 0.0
7650.0 0.0 0.0 0.44282411000000005 0.0
7660.0 0.0 0.0 0.44560447680000004 0.0
7670.0 0.0 0.0 0.44838484359999997 0.0
7680.0 0.0 0.0 0.45116521039999996 0.0
7690.0 0.0 0.0 0.45394557720000006 0.0
7700.0 0.0 0.0 0.456725944 0.0
7710.0 0.0 0.0 0.4595063108 0.0
7720.0 0.0 0.0 0.4622866776 0.0
7730.0 0.0 0.0 0.4650670444 0.0
7740.0 0.0 0.0 0.4678474112 0.0
7750.0 0.0 0.0 0.470627778 0.0
7760.0 0.0 0.0 0.4734081448 0.0
7770.0 0.0 0.0 0.47618851160000003 0.0
7780.0 0.0 0.0 0.4789688784 0.0
7790.0 0.0 0.0 0.4817492452 0.0
7800.0 0.0 0.0 0.484529612 0.0
7810.0 0.0 0.0 0.48730997879999993 0.0
7820.0 0.0 0.0 0.49009034560000003 0.0
7830.0 0.0 0.0 0.4928707124 0.0
7840.0 0.0 0.0 0.49565107919999996 0.0
7850.0 0.0 0.0 0.49843144600000006 0.0
7860.0 0.0 0.0 0.5012118128 0.0
7870.0 0.0 0.0 0.5039921796 0.0
7880.0 0.0 0.0 0.5067725464 0.0
7890.0 0.0 0.0 0.5095529132 0.0
7900.0 0.0 0.0 0.51233328 0.0
7910.0 0.0 0.0 0.5151136468 0.0
7920.0 0.0 0.0 0.5178940136 0.0
7930.0 0.0 0.0 0.5206743804 0.0
7940.0 0.0 0.0 0.5234547472000001 0.0
7950.0 0.0 0.0 0.526235114 0.0
7960.0 0.0 0.0 0.5290154807999999 0.0
7970.0 0.0 0.0 0.5317958476 0.0
7980.0 0.0 0.0 0.5345762144 0.0
7990.0 0.0 0.0 0.5373565812 0.0
8000.0 0.0 0.0 0.540136948 0.0
8010.0 0.0 0.0 0.54013567416 0.0
8020.0 0.0 0.0 0.5401344003199999 0.0
8030.0 0.0 0.0 0.54013312648 0.0
8040.0 0.0 0.0 0.54013185264 0.0
8050.0 0.0 0.0 0.5401305787999999 0.0
8060.0 0.0 0.0 0.54012930496 0.0
8070.0 0.0 0.0 0.54012803112 0.0
8080.0 0.0 0.0 0.5401267572799999 0.0
8090.0 0.0 0.0 0.54012548344 0.0
8100.0 0.0 0.0 0.5401242096 0.0
8110.0 0.0 0.0 0.5401229357599999 0.0
8120.0 0.0 0.0 0.54012166192 0.0
8130.0 0.0 0.0 0.54012038808 0.0
8140.0 0.0 0.0 0.54011911424 0.0
8150.0 0.0 0.0 0.5401178404 0.0
8160.0 0.0 0.0 0.54011656656 0.0
8170.0 0.0 0.0 0.54011529272 0.0
8180.0 0.0 0.0 0.54011401888 0.0
8190.0 0.0 0.0 0.54011274504 0.0
8200.0 0.0 0.0 0.5401114712 0.0
8210.0 0.0 0.0 0.54011019736 0.0
8220.0 0.0 0.0 0.54010892352 0.0
8230.0 0.0 0.0 0.54010764968 0.0
8240.0 0.0 0.0 0.54010637584 0.0
8250.0 0.0 0.0 0.540105102 0.0
8260.0 0.0 0.0 0.54010382816 0.0
8270.0 0.0 0.0 0.54010255432 0.0
8280.0 0.0 0.0 0.54010128048 0.0
8290.0 0.0 0.0 0.54010000664 0.0
8300.0 0.0 0.0 0.5400987328 0.0
8310.0 0.0 0.0 0.5400974589599999 0.0
8320.0 0.0 0.0 0.54009618512 0.0
8330.0 0.0 0.0 0.54009491128 0.0
8340.0 0.0 0.0 0.5400936374399999 0.0
8350.0 0.0 0.0 0.5400923636 0.0
8360.0 0.0 0.0 0.54009108976 0.0
8370.0 0.0 0.0 0.5400898159199999 0.0
8380.0 0.0 0.0 0.54008854208 0.0
8390.0 0.0 0.0 0.5400872682400001 0.0
8400.0 0.0 0.0 0.5400859943999999 0.0
8410.0 0.0 0.0 0.54008472056 0.0
8420.0 0.0 0.0 0.5400834467200001 0.0
8430.0 0.0 0.0 0.5400821728799999 0.0
8440.0 0.0 0.0 0.54008089904 0.0
8450.0 0.0 0.0 0.5400796252000001 0.0
8460.0 0.0 0.0 0.5400783513599999 0.0
8470.0 0.0 0.0 0.54007707752 0.0
8480.0 0.0 0.0 0.5400758036800001 0.0
8490.0 0.0 0.0 0.5400745298399999 0.0
8500.0 0.0 0.0 0.540073256 0.0
8510.0 0.0 0.0 0.537271254736 0.0
8520.0 0.0 0.0 0.534469253472 0.0
8530.0 0.0 0.0 0.531667252208 0.0
8540.0 0.0 0.0 0.5288652509439999 0.0
8550.0 0.0 0.0 0.52606324968 0.0
8560.0 0.0 0.0 0.523261248416 0.0
8570.0 0.0 0.0 0.520459247152 0.0
8580.0 0.0 0.0 0.517657245888 0.0
8590.0 0.0 0.0 0.514855244624 0.0
8600.0 0.0 0.0 0.51205324336 0.0
8610.0 0.0 0.0 0.5092512420959999 0.0
8620.0 0.0 0.0 0.5064492408319999 0.0
8630.0 0.0 0.0 0.503647239568 0.0
8640.0 0.0 0.0 0.500845238304 0.0
8650.0 0.0 0.0 0.49804323704000003 0.0
8660.0 0.0 0.0 0.49524123577600004 0.0
8670.0 0.0 0.0 0.49243923451200006 0.0
8680.0 0.0 0.0 0.48963723324800007 0.0
8690.0 0.0 0.0 0.48683523198399997 0.0
8700.0 0.0 0.0 0.48403323072 0.0
8710.0 0.0 0.0 0.481231229456 0.0
8720.0 0.0 0.0 0.478429228192 0.0
8730.0 0.0 0.0 0.475627226928 0.0
8740.0 0.0 0.0 0.47282522566400004 0.0
8750.0 0.0 0.0 0.47002322440000005 0.0
8760.0 0.0 0.0 0.467221223136 0.0
8770.0 0.0 0.0 0.464419221872 0.0
8780.0 0.0 0.0 0.46161722060800003 0.0
8790.0 0.0 0.0 0.45881521934400005 0.0
8800.0 0.0 0.0 0.45601321808000006 0.0
8810.0 0.0 0.0 0.4532112168160001 0.0
8820.0 0.0 0.0 0.4504092155520001 0.0
8830.0 0.0 0.0 0.447607214288 0.0
8840.0 0.0 0.0 0.444805213024 0.0
8850.0 0.0 0.0 0.44200321176 0.0
8860.0 0.0 0.0 0.439201210496 0.0
8870.0 0.0 0.0 0.43639920923200004 0.0
8880.0 0.0 0.0 0.43359720796799994 0.0
8890.0 0.0 0.0 0.43079520670400007 0.0
8900.0 0.0 0.0 0.42799320543999997 0.0
8910.0 0.0 0.0 0.425191204176 0.0
8920.0 0.0 0.0 0.422389202912 0.0
8930.0 0.0 0.0 0.419587201648 0.0
8940.0 0.0 0.0 0.416785200384 0.0
8950.0 0.0 0.0 0.41398319912000003 0.0
8960.0 0.0 0.0 0.41118119785600005 0.0
8970.0 0.0 0.0 0.408379196592 0.0
8980.0 0.0 0.0 0.405577195328 0.0
8990.0 0.0 0.0 0.40277519406400003 0.0
9000.0 0.0 0.0 0.39997319280000004 0.0
9010.0 0.0 0.0 0.0 0.0
9020.0 0.0 0.0 0.0 0.0
9030.0 0.0 0.0 0.0 0.0
9040.0 0.0 0.0 0.0 0.0
9050.0 0.0 0.0 0.0 0.0
9060.0 0.0 0.0 0.0 0.0
9070.0 0.0 0.0 0.0 0.0
9080.0 0.0 0.0 0.0 0.0
9090.0 0.0 0.0 0.0 0.0
9100.0 0.0 0.0 0.0 0.0
9110.0 0.0 0.0 0.0 0.0
9120.0 0.0 0.0 0.0 0.0
9130.0 0.0 0.0 0.0 0.0
9140.0 0.0 0.0 0.0 0.0
9150.0 0.0 0.0 0.0 0.0
9160.0 0.0 0.0 0.0 0.0
9170.0 0.0 0.0 0.0 0.0
9180.0 0.0 0.0 0.0 0.0
9190.0 0.0 0.0 0.0 0.0
9200.0 0.0 0.0 0.0 0.0
9210.0 0.0 0.0 0.0 0.0
9220.0 0.0 0.0 0.0 0.0
9230.0 0.0 0.0 0.0 0.0
9240.0 0.0 0.0 0.0 0.0
9250.0 0.0 0.0 0.0 0.0
9260.0 0.0 0.0 0.0 0.0
9270.0 0.0 0.0 0.0 0.0
9280.0 0.0 0.0 0.0 0.0
9290.0 0.0 0.0 0.0 0.0
9300.0 0.0 0.0 0.0 0.0
9310.0 0.0 0.0 0.0 0.0
9320.0 0.0 0.0 0.0 0.0
9330.0 0.0 0.0 0.0 0.0
9340.0 0.0 0.0 0.0 0.0
9350.0 0.0 0.0 0.0 0.0
9360.0 0.0 0.0 0.0 0.0
9370.0 0.0 0.0 0.0 0.0
9380.0 0.0 0.0 0.0 0.0
9390.0 0.0 0.0 0.0 0.0
