lamA thr
3500.0 0.9207662448599999
3510.0 0.923352157728
3520.0 0.925938070596
3530.0 0.928523983464
3540.0 0.931109896332
3550.0 0.9336958092
3560.0 0.9342134247599999
3570.0 0.93473104032
3580.0 0.93524865588
3590.0 0.9357662714399999
3600.0 0.9362838869999999
3610.0 0.9364031550719999
3620.0 0.9365224231439999
3630.0 0.9366416912159998
3640.0 0.9367609592880001
3650.0 0.93688022736
3660.0 0.93761433612
3670.0 0.9383484448799999
3680.0 0.9390825536399999
3690.0 0.9398166623999998
3700.0 0.9405507711599999
3710.0 0.940787142372
3720.0 0.9410235135839999
3730.0 0.9412598847959999
3740.0 0.9414962560079998
3750.0 0.94173262722
3760.0 0.94246181568
3770.0 0.9431910041399999
3780.0 0.9439201925999998
3790.0 0.9446493810599998
3800.0 0.9453785695199999
3810.0 0.9452911849919998
3820.0 0.9452038004639999
3830.0 0.9451164159359999
3840.0 0.9450290314079999
3850.0 0.9449416468799999
3860.0 0.9462518243639999
3870.0 0.9475620018479999
3880.0 0.948872179332
3890.0 0.9501823568159999
3900.0 0.9514925342999999
3910.0 0.9520733265119999
3920.0 0.9526541187240001
3930.0 0.9532349109359999
3940.0 0.953815703148
3950.0 0.95439649536
3960.0 0.9553697307
3970.0 0.95634296604
3980.0 0.9573162013799998
3990.0 0.9582894367199999
4000.0 0.9592626720599998
4010.0 0.958242792276
4020.0 0.9572229124919999
4030.0 0.9562030327079999
4040.0 0.9551831529239999
4050.0 0.9541632731399999
4060.0 0.954433299204
4070.0 0.954703325268
4080.0 0.9549733513320001
4090.0 0.955243377396
4100.0 0.95551340346
4110.0 0.9564211004040001
4120.0 0.9573287973479999
4130.0 0.958236494292
4140.0 0.9591441912359998
4150.0 0.96005188818
4160.0 0.9592979014079999
4170.0 0.958543914636
4180.0 0.9577899278639999
4190.0 0.957035941092
4200.0 0.95628195432
4210.0 0.9564224780879998
4220.0 0.9565630018559999
4230.0 0.9567035256239999
4240.0 0.9568440493919999
4250.0 0.9569845731599999
4260.0 0.9574427514959999
4270.0 0.9579009298319999
4280.0 0.9583591081679999
4290.0 0.9588172865039998
4300.0 0.9592754648399999
4310.0 0.9586960503119999
4320.0 0.9581166357839997
4330.0 0.9575372212559999
