
|   double|   double|  double|double|
|      deg|      deg|        |      |
|     null|     null|    null|  null|
   30.2507 62.836313      1.0    1.0 
 29.062615 62.607645      1.0    1.0 
 28.759641 62.429435      1.0    1.0 
 28.572962 62.217935      1.0    1.0 
 28.545799 61.860209      1.0    1.0 
 28.693311  62.37273      1.0    1.0 
 28.801762 62.462804      1.0    1.0 
  29.52439 62.756582      1.0    1.0 
 29.608796 62.774036      1.0    1.0 
 28.537114 62.141713      1.0    1.0 
 28.519334 61.954543      1.0    1.0 
 28.562647 61.818467      1.0    1.0 
 28.653541 62.336258      1.0    1.0 
 30.279412  62.83905      1.0    1.0 
 29.007193 62.585841      1.0    1.0 
 28.555387 62.194982      1.0    1.0 
 29.114572  62.63355      1.0    1.0 
 30.031464 62.830671      1.0    1.0 
 28.599868 62.272409      1.0    1.0 
 30.374559 62.839965      1.0    1.0 
 30.038007 62.832586      1.0    1.0 
 29.978392 62.828316      1.0    1.0 
 28.533549 62.165339      1.0    1.0 
 30.361581 62.843152      1.0    1.0 
 28.579721 62.255252      1.0    1.0 
 29.458919 62.748235      1.0    1.0 
 28.587409 62.267096      1.0    1.0 
 30.173624 62.842124      1.0    1.0 
 29.968352 62.830154      1.0    1.0 
 30.038286  62.83564      1.0    1.0 
 29.990578 62.832984      1.0    1.0 
 28.688951 62.386878      1.0    1.0 
 28.553816 62.217556      1.0    1.0 
 28.521299 61.877392      1.0    1.0 
 29.652237 62.790598      1.0    1.0 
 29.592876  62.78059      1.0    1.0 
 28.590974 62.283014      1.0    1.0 
 28.499995 61.947162      1.0    1.0 
 29.885094 62.825734      1.0    1.0 
 28.747207 62.442384      1.0    1.0 
 28.593567 62.291719      1.0    1.0 
 28.932845 62.562559      1.0    1.0 
 28.535203 61.824421      1.0    1.0 
 29.436083 62.749562      1.0    1.0 
 29.336103 62.723297      1.0    1.0 
 30.317302 62.850403      1.0    1.0 
 29.143353 62.659449      1.0    1.0 
 29.050018  62.62172      1.0    1.0 
 29.458967 62.757137      1.0    1.0 
 29.594548 62.787338      1.0    1.0 
 29.439163 62.753324      1.0    1.0 
 29.045956 62.622541      1.0    1.0 
 29.561579 62.781301      1.0    1.0 
 29.118889 62.653878      1.0    1.0 
 28.596028 62.309889      1.0    1.0 
 28.523341 61.825902      1.0    1.0 
 29.538022 62.778001      1.0    1.0 
  28.53296 62.218416      1.0    1.0 
  28.48346 61.949844      1.0    1.0 
 28.699278 62.417476      1.0    1.0 
 28.539818 62.231796      1.0    1.0 
 30.391918 62.854956      1.0    1.0 
 30.159401 62.853967      1.0    1.0 
 29.930106 62.839302      1.0    1.0 
 28.734965 62.450172      1.0    1.0 
 28.509924 62.180451      1.0    1.0 
 29.805302 62.826071      1.0    1.0 
 29.027476 62.621316      1.0    1.0 
 28.513038 61.830896      1.0    1.0 
 29.858349 62.833445      1.0    1.0 
 29.711398 62.814645      1.0    1.0 
 28.480686 61.918842      1.0    1.0 
 28.495877 61.866482      1.0    1.0 
 28.691963 62.420911      1.0    1.0 
 28.474789 61.940029      1.0    1.0 
 29.950467 62.844561      1.0    1.0 
 28.476057 61.929047      1.0    1.0 
 29.275632 62.717026      1.0    1.0 
 29.730079 62.819098      1.0    1.0 
 29.048391 62.634801      1.0    1.0 
 29.562878   62.7917      1.0    1.0 
 28.476272 61.908824      1.0    1.0 
 29.053422 62.638928      1.0    1.0 
 28.471749 61.924965      1.0    1.0 
 29.536276 62.787019      1.0    1.0 
 29.935107  62.84646      1.0    1.0 
 29.254656 62.714754     13.0    1.0 
 28.464874 61.946258      1.0    1.0 
 28.509404 61.810782      1.0    1.0 
 30.201032 62.863468      1.0    1.0 
 29.483214 62.777672      1.0    1.0 
 29.591595 62.800581      1.0    1.0 
 28.482612 62.160653      1.0    1.0 
 29.836982 62.839307      1.0    1.0 
 29.357543 62.748038      1.0    1.0 
 28.455995 61.975288      1.0    1.0 
 30.225889 62.866125      1.0    1.0 
 29.139519 62.679366      1.0    1.0 
 28.454593 61.974124      1.0    1.0 
 28.454932 61.963545      1.0    1.0 
 28.485835 61.845551      1.0    1.0 
 29.407157 62.762755      1.0    1.0 
 30.275122 62.868257      1.0    1.0 
 28.498873 62.212858      1.0    1.0 
  28.46552 61.892432      1.0    1.0 
 28.448265 61.992736      1.0    1.0 
 28.553625 62.300782      1.0    1.0 
 29.533403 62.793644      1.0    1.0 
 29.367186 62.754452      1.0    1.0 
 29.218056 62.710939      1.0    1.0 
 28.616395 62.374817      1.0    1.0 
 28.467861 61.875074      1.0    1.0 
 29.463226 62.780354      2.0    1.0 
 28.472228 61.859368      1.0    1.0 
 30.378587 62.871711      1.0    1.0 
 29.985342 62.860633      1.0    1.0 
 28.674674 62.435175      1.0    1.0 
 28.472233 61.846926      1.0    1.0 
 28.436369 62.000657      1.0    1.0 
 29.756314 62.838678      1.0    1.0 
 28.985984 62.627739      1.0    1.0 
 29.642703 62.821178      1.0    1.0 
 28.439084 61.947506      1.0    1.0 
 28.626308 62.397909      1.0    1.0 
 28.982964 62.627104      1.0    1.0 
 28.433456 62.001532      1.0    1.0 
 28.481054 61.814879      1.0    1.0 
  30.16879 62.874354      1.0    1.0 
 28.433455 61.982671      1.0    1.0 
 28.445699 62.122472      1.0    1.0 
 28.546289 62.314824      1.0    1.0 
 29.464389 62.787931      1.0    1.0 
 28.443357 61.904315      1.0    1.0 
 28.435395 62.088174      1.0    1.0 
 28.982112  62.63049      1.0    1.0 
 29.062634 62.665069      1.0    1.0 
 29.524656 62.802737      1.0    1.0 
 28.451758 62.158307      1.0    1.0 
 30.225484 62.879116      1.0    1.0 
 28.564115 62.342822      1.0    1.0 
 29.499905 62.798009      1.0    1.0 
 30.101569 62.875511      1.0    1.0 
 30.289002 62.880783      1.0    1.0 
 28.429327 62.084484      1.0    1.0 
 30.074944 62.875298      1.0    1.0 
 29.869777 62.859106      1.0    1.0 
 30.321179  62.88241      1.0    1.0 
 28.435054 61.899648      1.0    1.0 
 30.194853  62.88177      1.0    1.0 
 29.715478 62.840815      1.0    1.0 
 29.902912 62.864019      1.0    1.0 
 28.560736 62.348481      1.0    1.0 
 28.448874 61.850626      1.0    1.0 
 28.447467 62.170751      1.0    1.0 
 29.584371 62.819524      1.0    1.0 
 29.976079 62.871327      1.0    1.0 
 29.290894 62.750782      1.0    1.0 
 28.467234 61.806099      1.0    1.0 
 28.448757 62.180792      1.0    1.0 
 30.111752 62.880975      1.0    1.0 
 28.574748 62.371271      1.0    1.0 
 28.890515 62.597626      1.0    1.0 
 29.658003 62.836466      1.0    1.0 
 28.462239 61.802701      1.0    1.0 
 29.914979 62.870063      1.0    1.0 
 28.426792 61.884957      1.0    1.0 
 28.429127 62.148337      1.0    1.0 
 29.316364 62.763105      1.0    1.0 
 28.464892 62.233236      1.0    1.0 
 28.426918 61.878183      1.0    1.0 
 29.451933 62.798193      1.0    1.0 
 28.417678 62.118238      1.0    1.0 
 29.003436 62.655445      1.0    1.0 
 30.262643 62.889855      1.0    1.0 
  30.03549  62.88176      1.0    1.0 
 29.852731 62.866294      1.0    1.0 
 30.213875 62.889934      1.0    1.0 
 28.441732 62.194001      1.0    1.0 
 28.439913 61.834996      1.0    1.0 
 29.007968  62.65878      1.0    1.0 
 29.710468 62.848436      1.0    1.0 
 28.400954 62.009127      1.0    1.0 
 28.641054 62.444394      1.0    1.0 
 28.400323 62.023474      1.0    1.0 
 29.525314 62.816469      1.0    1.0 
 29.081434 62.690234      1.0    1.0 
 28.962603 62.641212      1.0    1.0 
 29.388936 62.786675      1.0    1.0 
 28.590094 62.403898      1.0    1.0 
 28.953082 62.638559      1.0    1.0 
 28.467476 62.257019      1.0    1.0 
 28.405502 61.915662      1.0    1.0 
 28.405151 61.915775      3.0    1.0 
 29.248072 62.750149      1.0    1.0 
 29.300883 62.765598      1.0    1.0 
 29.766844 62.860524      1.0    1.0 
 28.914482 62.622136      1.0    1.0 
 28.406601 62.122805      1.0    1.0 
 28.454554 61.784894      1.0    1.0 
 28.584311 62.402677      1.0    1.0 
 28.484293 62.289069      1.0    1.0 
 28.458894 62.250291      1.0    1.0 
 30.324857 62.896442      1.0    1.0 
 28.393319 61.954791      1.0    1.0 
 30.015085 62.888429      1.0    1.0 
 30.310682 62.898185      1.0    1.0 
 28.460795 62.261174      1.0    1.0 
 29.080253 62.697865      1.0    1.0 
 28.422218 61.838154      1.0    1.0 
  29.96655 62.885337      1.0    1.0 
 28.383606 62.017525      1.0    1.0 
 30.239599 62.899637      1.0    1.0 
 29.029587 62.680007      1.0    1.0 
 28.382648 61.997108      1.0    1.0 
 29.980324 62.887961      1.0    1.0 
 28.423002 61.826117      1.0    1.0 
 28.412667 62.176779      1.0    1.0 
 28.380032 62.047189      1.0    1.0 
  29.95228  62.88794      2.0    1.0 
 29.953332 62.888749      1.0    1.0 
 28.395886 61.876591      1.0    1.0 
 28.431595 62.232732      1.0    1.0 
 29.616644 62.847871      1.0    1.0 
 30.304621 62.905062      1.0    1.0 
 28.402576 61.846466      1.0    1.0 
 28.376783 61.927225      1.0    1.0 
 28.367821 62.033932      1.0    1.0 
 30.305942 62.907398      1.0    1.0 
 29.275117 62.773386      1.0    1.0 
 28.366356 61.999328      1.0    1.0 
 28.421039 62.231009      1.0    1.0 
 28.457501 62.290988      1.0    1.0 
 28.373869 62.106482      1.0    1.0 
 28.422513 61.789272      1.0    1.0 
 29.910516  62.89214      1.0    1.0 
 28.378574 62.136396      1.0    1.0 
 28.374931 61.891662      1.0    1.0 
 28.409426 62.222371      1.0    1.0 
 28.791132 62.582674      1.0    1.0 
 28.611391 62.462236      1.0    1.0 
 30.066399 62.906289      1.0    1.0 
 28.554231  62.41546      1.0    1.0 
 29.463812 62.829751      1.0    1.0 
 28.391416 62.204285      1.0    1.0 
 28.366923 61.885626      1.0    1.0 
 28.654152 62.503199      1.0    1.0 
 29.724066 62.877939      1.0    1.0 
 28.438931 62.292957      1.0    1.0 
 28.385726 61.827757      1.0    1.0 
 28.363179 61.889648      1.0    1.0 
 29.530976 62.845835      1.0    1.0 
 29.620916 62.862325      1.0    1.0 
 28.834057 62.615948      1.0    1.0 
 28.499839 62.372482      1.0    1.0 
 28.877697 62.639252      1.0    1.0 
 28.511507  62.38685      1.0    1.0 
 30.050526 62.912852      1.0    1.0 
 30.253427 62.920058      1.0    1.0 
  29.55585 62.853518      1.0    1.0 
 28.382961 62.208212      1.0    1.0 
 28.386602 61.806123      1.0    1.0 
 28.349583 62.120493      1.0    1.0 
 28.371373 61.840041      1.0    1.0 
 28.364842 61.853427      1.0    1.0 
 28.337903 62.064729      1.0    1.0 
 29.149438 62.753843      1.0    1.0 
  28.58005 62.459127      1.0    1.0 
 28.464981 62.345764      1.0    1.0 
 28.332101 61.993221      1.0    1.0 
 29.171853 62.763378      1.0    1.0 
 28.387465 61.787629      1.0    1.0 
 28.339071 62.112916      1.0    1.0 
 28.350441 61.873045      1.0    1.0 
 30.200484 62.925493      1.0    1.0 
 30.273736 62.926624      1.0    1.0 
 28.330055 61.951963      1.0    1.0 
 29.633536 62.874436      1.0    1.0 
 28.440386 62.326425      1.0    1.0 
 29.803385 62.898766      1.0    1.0 
 29.357871 62.818693      1.0    1.0 
 29.681191 62.882985      1.0    1.0 
 30.222228  62.92766      1.0    1.0 
 29.216497 62.781078      1.0    1.0 
 28.329483 61.930916      1.0    1.0 
 28.550157 62.447771      1.0    1.0 
 28.371658 61.798673      1.0    1.0 
 28.319541 61.975914      1.0    1.0 
 29.338142 62.816885      1.0    1.0 
 28.631054 62.512204      1.0    1.0 
 29.746409 62.894675      1.0    1.0 
 29.185696 62.774344      1.0    1.0 
 28.358227 62.207143      1.0    1.0 
 28.323017 61.927134      1.0    1.0 
 30.139458 62.929266      1.0    1.0 
 28.368845 61.793594      1.0    1.0 
 28.570054 62.469889      1.0    1.0 
 28.320379 61.927145      1.0    1.0 
 29.951962 62.919425      1.0    1.0 
 28.381836 62.259646      1.0    1.0 
 28.321189 62.108809      1.0    1.0 
 28.332431 62.151781      1.0    1.0 
 28.552323 62.457533      1.0    1.0 
 29.263732 62.801297      1.0    1.0 
 28.874383 62.659042      1.0    1.0 
 29.795861   62.9046      1.0    1.0 
 28.365461 61.794154      1.0    1.0 
  28.57715 62.478537      1.0    1.0 
 28.925473 62.683368      1.0    1.0 
 29.458397 62.849908      1.0    1.0 
 28.499614 62.413015      1.0    1.0 
 28.337391 62.180768      1.0    1.0 
 29.509298 62.861827      1.0    1.0 
 29.002769 62.717658      1.0    1.0 
 28.413909 62.318956      1.0    1.0 
  28.32396 61.878174      1.0    1.0 
 28.335816 61.842349      1.0    1.0 
 28.549972 62.464324      1.0    1.0 
 28.343738 61.820665      5.0    1.0 
 29.919651 62.922115      1.0    1.0 
 28.490684 62.411918      1.0    1.0 
 29.664528 62.891781      1.0    1.0 
 28.338556 62.201633      1.0    1.0 
 28.328958 62.179078      1.0    1.0 
 28.308116 61.919061      1.0    1.0 
 28.298014 62.047038      1.0    1.0 
 29.927617 62.924589      1.0    1.0 
 30.294545 62.941382      1.0    1.0 
 28.300341 61.941492      1.0    1.0 
  29.58739 62.882003      1.0    1.0 
 28.417638 62.338544      1.0    1.0 
 28.307226 61.903332      1.0    1.0 
 29.825335 62.916066      1.0    1.0 
 28.324298 62.180833      1.0    1.0 
 28.485369 62.415235      1.0    1.0 
 28.313199 61.876677      1.0    1.0 
 28.307118 62.133418      1.0    1.0 
 28.520885 62.449664      1.0    1.0 
 29.661216 62.895767      1.0    1.0 
 28.294477  61.94918      1.0    1.0 
 28.347782 62.239066      1.0    1.0 
 28.302354 61.901808      1.0    1.0 
 28.513376 62.445845      1.0    1.0 
  28.47753 62.412266      1.0    1.0 
 29.340274 62.833476      1.0    1.0 
 28.313286 62.164979      1.0    1.0 
 28.470369 62.407485      1.0    1.0 
 28.286296 62.044506      1.0    1.0 
 29.207242 62.798909      1.0    1.0 
 28.302738 61.884549      1.0    1.0 
 30.251134 62.946762      1.0    1.0 
 28.328014 61.811878      1.0    1.0 
 28.339019 62.239356      1.0    1.0 
 29.012628 62.736051      1.0    1.0 
 28.287442 62.091541      1.0    1.0 
 28.379318 62.306817      1.0    1.0 
 29.458419 62.864535      1.0    1.0 
 29.924128 62.932325      1.0    1.0 
  28.70719 62.593088      1.0    1.0 
 28.316346 61.831648      1.0    1.0 
 29.052979 62.753713      1.0    1.0 
 28.994432 62.732204      1.0    1.0 
 29.358737 62.844372      1.0    1.0 
 29.928897 62.934602      1.0    1.0 
 28.315769 62.204939      1.0    1.0 
 29.714342 62.911337      1.0    1.0 
 28.864973 62.678518      1.0    1.0 
 28.282714 61.925277      1.0    1.0 
 30.237797 62.950799      1.0    1.0 
 28.297591  61.86621      1.0    1.0 
 29.557841 62.887559      1.0    1.0 
 29.577149 62.891036      1.0    1.0 
 28.303915 61.845212      1.0    1.0 
 29.974667 62.940635      1.0    1.0 
 28.270154 62.005853      1.0    1.0 
  30.01099 62.943906      1.0    1.0 
 28.284979 61.894251      1.0    1.0 
 28.528738 62.478108      1.0    1.0 
 28.829428 62.667362      1.0    1.0 
 28.274415 61.927817      1.0    1.0 
  28.26614 62.044775      1.0    1.0 
   30.1152 62.951413      1.0    1.0 
 29.011784 62.745726      1.0    1.0 
 28.562938 62.509512      1.0    1.0 
 28.471239 62.432381      1.0    1.0 
  28.26127 62.033029      8.0    1.0 
 30.281219 62.957709      1.0    1.0 
 28.703786 62.606051      1.0    1.0 
 30.130283  62.95537      1.0    1.0 
 29.058354 62.766618      1.0    1.0 
 30.012382  62.94982      1.0    1.0 
 28.291444 62.195657      1.0    1.0 
 30.238677 62.959625      1.0    1.0 
 29.883693 62.941012      1.0    1.0 
 29.194944 62.813308      1.0    1.0 
 28.839212 62.681036      1.0    1.0 
 28.260294  61.93125      1.0    1.0 
 28.548976 62.509316      1.0    1.0 
 28.335084 62.287188      1.0    1.0 
 28.250679 61.990094      1.0    1.0 
  28.27128 61.872736      1.0    1.0 
  28.26466  61.89501      1.0    1.0 
 29.190403 62.814674      1.0    1.0 
 28.248298 61.988448      1.0    1.0 
 28.279926 62.185843      1.0    1.0 
 28.246634 61.992361      1.0    1.0 
 28.279731 61.840704      1.0    1.0 
 30.184407 62.962841      1.0    1.0 
  28.24689 61.971991      1.0    1.0 
 28.247111 62.061881      1.0    1.0 
 29.266924 62.838276      1.0    1.0 
 28.313151 62.264309      1.0    1.0 
 29.747722 62.931378      1.0    1.0 
 29.122366 62.797036      1.0    1.0 
 28.243419 62.068038      1.0    1.0 
 28.510574 62.490376      1.0    1.0 
 28.242509 62.065877      1.0    1.0 
 30.167108 62.965452      1.0    1.0 
 29.692943 62.926031      1.0    1.0 
 28.339124 62.313285      1.0    1.0 
 29.769113  62.93646      1.0    1.0 
 28.785929 62.665898      1.0    1.0 
 28.237052 61.989474      1.0    1.0 
 28.276962 61.821304      1.0    1.0 
 28.469748 62.461126      1.0    1.0 
 28.970039 62.750392      1.0    1.0 
 30.212578 62.971789      1.0    1.0 
 28.406687 62.408196      1.0    1.0 
 29.895926 62.954657      1.0    1.0 
 30.080741 62.968463      1.0    1.0 
 29.079701 62.793799      1.0    1.0 
 28.663001 62.609794      1.0    1.0 
 29.432111 62.888576      1.0    1.0 
 28.739773 62.652539      1.0    1.0 
 29.261106 62.848333      1.0    1.0 
 29.346055 62.869541      1.0    1.0 
 28.767482 62.667316      1.0    1.0 
 29.838334 62.952606      1.0    1.0 
  28.23822 61.885571      1.0    1.0 
 30.063607 62.970648      1.0    1.0 
 28.267679 62.226099      1.0    1.0 
 29.415243 62.888074      1.0    1.0 
 28.232521 61.892611      1.0    1.0 
 28.260391 62.216619      1.0    1.0 
 28.538993 62.534713      1.0    1.0 
 28.982066 62.764544      1.0    1.0 
 28.214698 62.011838      1.0    1.0 
 28.628408 62.595953      1.0    1.0 
 30.226697 62.979038      1.0    1.0 
 29.781162 62.950605      1.0    1.0 
 28.824744 62.702216      1.0    1.0 
 28.220217 61.920341      1.0    1.0 
  28.23051 61.874341      1.0    1.0 
 28.256392 62.226836      4.0    1.0 
 29.493413 62.909229      1.0    1.0 
 29.570431 62.923506      1.0    1.0 
 29.854236 62.961554      1.0    1.0 
 28.217189 61.908866      1.0    1.0 
 29.636089 62.936423      1.0    1.0 
 29.804547 62.958614      1.0    1.0 
 28.769933 62.683423      1.0    1.0 
 28.512865 62.528962      1.0    1.0 
 28.212406 62.127183      1.0    1.0 
 28.360994 62.394441      1.0    1.0 
 29.488066 62.913142      1.0    1.0 
 28.533627 62.547397      1.0    1.0 
 28.397445 62.435861      1.0    1.0 
  29.78476 62.960363      1.0    1.0 
 29.799065 62.962128      1.0    1.0 
 29.446157 62.907565      1.0    1.0 
 29.417399 62.901861      1.0    1.0 
 28.205462 61.895419      1.0    1.0 
 29.523398 62.923713      1.0    1.0 
 28.189867 62.054764      1.0    1.0 
 28.529192 62.551939      1.0    1.0 
  29.73425 62.956872      1.0    1.0 
 28.499534 62.531045      1.0    1.0 
 28.211634 61.863248      1.0    1.0 
 28.470227 62.509534      1.0    1.0 
 28.213531 61.851524      1.0    1.0 
 29.897827 62.975636      1.0    1.0 
 28.187539 62.072701      1.0    1.0 
 29.606515 62.940296      1.0    1.0 
 28.504511 62.538394      1.0    1.0 
 28.473293 62.515022      1.0    1.0 
 28.183984 62.060643      1.0    1.0 
 28.234254 61.794688      1.0    1.0 
 29.288962 62.877687      1.0    1.0 
  28.58445 62.594276      1.0    1.0 
 29.223076 62.860702      1.0    1.0 
 29.086767 62.820753      1.0    1.0 
 29.869628 62.974695      1.0    1.0 
 28.211528 61.846379      1.0    1.0 
 28.536288 62.563294      1.0    1.0 
 28.181878 62.063999      1.0    1.0 
 28.799661 62.711577      1.0    1.0 
 29.383287 62.900665      1.0    1.0 
 28.179276 62.032933      1.0    1.0 
 30.028959 62.987899      1.0    1.0 
 28.469487  62.51549      1.0    1.0 
 29.709955 62.957877      1.0    1.0 
 28.187152 62.107991      1.0    1.0 
 29.170901 62.848104      1.0    1.0 
 30.160246 62.994549      1.0    1.0 
  28.23068 62.241601      1.0    1.0 
 29.660974 62.952692      1.0    1.0 
 28.212967 61.826338      1.0    1.0 
 28.183562 61.922341      1.0    1.0 
 28.195208 61.872928      1.0    1.0 
 29.257697 62.874192      1.0    1.0 
 28.613661 62.619043      1.0    1.0 
 28.210892 61.824444      1.0    1.0 
 29.402997 62.909142      1.0    1.0 
 29.676214 62.957161      1.0    1.0 
 29.505072 62.929838      1.0    1.0 
 28.206229 61.832154      1.0    1.0 
 29.576524 62.942326      1.0    1.0 
 29.871321 62.980844      1.0    1.0 
 29.715705 62.963582      1.0    1.0 
 29.411431 62.913444      1.0    1.0 
 28.185827 62.161876      1.0    1.0 
 28.343329 62.417209      1.0    1.0 
 28.726674 62.688355      1.0    1.0 
 28.270991 62.331434      1.0    1.0 
 30.165255 63.002611      1.0    1.0 
 28.188759 61.849965      1.0    1.0 
 29.637586 62.957275      1.0    1.0 
 28.163734 61.940913      1.0    1.0 
 28.436015 62.508248      1.0    1.0 
   28.1861 61.850868      1.0    1.0 
 29.333309 62.902077      1.0    1.0 
 28.209933 61.789526      1.0    1.0 
  28.18512 61.843177      1.0    1.0 
 28.152764 62.036801      1.0    1.0 
 28.152326 62.017541      1.0    1.0 
 29.986811 62.997767      1.0    1.0 
 28.191957 62.213446      1.0    1.0 
  29.67066 62.966196      1.0    1.0 
 28.454076 62.529384      1.0    1.0 
 28.149592 62.010244      1.0    1.0 
 28.620745 62.641216      1.0    1.0 
 28.158117 61.919039      1.0    1.0 
 29.933116 62.995984      1.0    1.0 
 28.805067 62.735369      1.0    1.0 
 28.618699 62.641561      1.0    1.0 
 28.173184 61.857516      1.0    1.0 
  28.18847  62.21524      1.0    1.0 
 28.217041 62.274003      1.0    1.0 
 29.009076 62.815627      1.0    1.0 
 29.093055 62.842929      1.0    1.0 
 29.249594 62.887959      1.0    1.0 
 28.974435 62.806671      1.0    1.0 
 28.159978 61.877644      1.0    1.0 
 29.207196 62.880216      1.0    1.0 
 29.903114 62.998737      1.0    1.0 
 28.767376 62.725783      1.0    1.0 
 28.139887 62.082476      1.0    1.0 
 28.361715 62.466163      1.0    1.0 
 28.149272 61.900519      1.0    1.0 
 28.376775 62.480408      1.0    1.0 
 28.167439  62.20048      1.0    1.0 
 28.625603 62.656809      1.0    1.0 
 28.573725 62.626801      1.0    1.0 
 28.152588 61.873604      1.0    1.0 
 29.495696 62.948473      1.0    1.0 
 29.933678 63.005092      1.0    1.0 
 28.138915 62.117041      1.0    1.0 
 28.907925 62.789374      1.0    1.0 
 28.155953 61.844567      1.0    1.0 
 29.220454 62.890714      1.0    1.0 
 28.140727 62.141518      1.0    1.0 
 28.129916 61.936858      1.0    1.0 
 28.899236 62.789261      1.0    1.0 
 28.152465 62.185569      1.0    1.0 
 28.208569 62.302283      1.0    1.0 
 30.020381 63.014712      1.0    1.0 
 28.329103 62.451338      1.0    1.0 
 29.162572 62.877884      1.0    1.0 
 28.179651 62.256166      1.0    1.0 
 28.135189 62.142396      1.0    1.0 
 29.370695 62.930069      1.0    1.0 
 28.141269 61.862311      1.0    1.0 
 28.766174 62.738127      1.0    1.0 
 29.527532 62.961206      1.0    1.0 
 28.140338 62.173648      1.0    1.0 
 29.364307 62.930483      1.0    1.0 
 29.412377 62.940954      1.0    1.0 
 29.562773 62.969379      1.0    1.0 
 29.114063 62.868928      1.0    1.0 
 28.414888 62.535855      1.0    1.0 
  28.20559 62.317761      1.0    1.0 
 28.620181 62.670926      1.0    1.0 
 29.429812  62.94707      1.0    1.0 
 30.085185 63.024264      1.0    1.0 
 29.394259 62.941052      1.0    1.0 
 30.195641 63.028837      1.0    1.0 
 28.105609 62.029635      1.0    1.0 
 29.184517 62.891764      1.0    1.0 
 29.922308 63.015602      1.0    1.0 
 29.958092 63.018499      1.0    1.0 
 29.507487 62.963549      1.0    1.0 
 28.152734 62.232926      1.0    1.0 
  28.10583 61.967806      1.0    1.0 
 29.564314 62.973743      1.0    1.0 
 29.655276 62.987528      1.0    1.0 
 28.488357 62.595698      1.0    1.0 
 28.814874  62.76836      1.0    1.0 
 28.905517 62.804428      1.0    1.0 
 29.102105 62.870352      1.0    1.0 
 28.654641  62.69409      1.0    1.0 
 29.075035 62.862276      1.0    1.0 
 28.900918 62.803873      1.0    1.0 
 28.123064 61.867976      1.0    1.0 
  28.68265 62.709554      1.0    1.0 
  29.57891 62.977988      1.0    1.0 
 28.331922 62.477084      1.0    1.0 
 28.099461 62.057359      1.0    1.0 
 29.309249 62.927129      1.0    1.0 
 28.195546 62.323284      1.0    1.0 
 29.805191 63.009728      1.0    1.0 
 28.450244 62.576318      1.0    1.0 
 28.960722 62.829593      1.0    1.0 
 28.667663 62.706669      1.0    1.0 
 28.394923 62.537265      1.0    1.0 
 28.606234 62.675457      1.0    1.0 
 28.907568 62.811538      1.0    1.0 
 29.239882 62.915124      1.0    1.0 
 29.286519 62.926691      1.0    1.0 
 28.417357 62.558371      1.0    1.0 
 28.087383 62.015956      1.0    1.0 
 28.087627 62.046922      1.0    1.0 
 28.118682 62.195142      1.0    1.0 
 29.221313 62.911809      1.0    1.0 
 29.271011  62.92408      1.0    1.0 
 28.106238 61.876032      1.0    1.0 
 28.702494 62.729014      1.0    1.0 
 28.153043 62.271721      1.0    1.0 
 28.137651 61.791517      1.0    1.0 
 28.094085 62.123973      1.0    1.0 
 29.520301 62.976803      1.0    1.0 
 28.649024 62.705898      1.0    1.0 
 28.154436 62.287282      1.0    1.0 
 28.098424 61.876174      1.0    1.0 
 28.387834 62.544495      1.0    1.0 
 28.833737  62.79152      1.0    1.0 
 28.128127 62.239538      1.0    1.0 
 28.724269 62.745396      1.0    1.0 
 29.837937 63.022057      1.0    1.0 
 28.404448 62.559569      1.0    1.0 
 28.134344 62.257001      1.0    1.0 
   29.2994 62.937167      1.0    1.0 
 28.770988 62.768104      1.0    1.0 
 28.110069 62.206786      1.0    1.0 
 28.913985 62.825023      1.0    1.0 
 28.427579 62.578656      1.0    1.0 
 29.999578 63.036618      1.0    1.0 
 28.361978 62.530689      1.0    1.0 
 28.069932 62.020932      1.0    1.0 
 29.076246 62.881277      1.0    1.0 
 28.833753 62.797378      1.0    1.0 
 28.091675 61.866202      1.0    1.0 
 28.539784 62.656081      1.0    1.0 
 28.202204 62.375645      1.0    1.0 
 28.923228 62.832562      1.0    1.0 
 28.088543 61.868803      1.0    1.0 
 28.104868 61.822394      1.0    1.0 
 28.445778 62.597715      1.0    1.0 
 29.992016 63.039188      1.0    1.0 
 28.689542 62.736846      1.0    1.0 
 28.121634 62.252679      1.0    1.0 
 28.064222 62.005187      1.0    1.0 
 28.518568 62.646337      1.0    1.0 
 29.950361 63.038054      1.0    1.0 
 28.688392 62.738714      1.0    1.0 
 28.097029 61.829026      1.0    1.0 
 29.152331 62.907329      1.0    1.0 
 28.108523 61.801046      1.0    1.0 
 28.322627 62.508761      1.0    1.0 
 28.061882 61.964024      1.0    1.0 
 28.872523 62.818274      1.0    1.0 
 28.090754 62.194899      1.0    1.0 
 28.108242 61.797437      1.0    1.0 
 28.140214 62.298091      1.0    1.0 
 28.914797 62.834109      1.0    1.0 
 29.079453 62.888126      1.0    1.0 
 28.750981 62.770398      1.0    1.0 
 29.054972 62.881782      1.0    1.0 
 28.338132 62.526151      1.0    1.0 
 28.630811 62.714943      1.0    1.0 
 29.607331 63.005303      1.0    1.0 
   29.8652 63.035891      1.0    1.0 
 28.054391 61.962655      1.0    1.0 
 28.054302 61.959784      1.0    1.0 
 28.084087 62.198765      2.0    1.0 
 28.881169 62.826641      1.0    1.0 
 28.050742 61.998692      1.0    1.0 
 28.638212 62.721875      1.0    1.0 
 28.636056 62.720887      1.0    1.0 
