
|   double|   double|  double|double|
|      deg|      deg|        |      |
|     null|     null|    null|  null|
 29.271478 63.109955      1.0    1.0 
 28.591835 62.912785      1.0    1.0 
 29.972058 63.197564      1.0    1.0 
 29.627859 63.166788      1.0    1.0 
 27.894939 62.448991      2.0    1.0 
 29.172084 63.090233      1.0    1.0 
 29.496057 63.149799      1.0    1.0 
 28.873015 63.013183      1.0    1.0 
 27.725144 62.011014      5.0    1.0 
 28.893827 63.019867      1.0    1.0 
 27.807747 62.328051      1.0    1.0 
 27.749031 62.192288      1.0    1.0 
 28.792882 62.989101      1.0    1.0 
 27.723606 62.049852      1.0    1.0 
 29.012353 63.053852      1.0    1.0 
 28.331026 62.794897      1.0    1.0 
 27.831543 62.371241      1.0    1.0 
 29.895896  63.19595      1.0    1.0 
 29.105902 63.077972      1.0    1.0 
 29.514356 63.155396      1.0    1.0 
 27.891385 62.455012      1.0    1.0 
  29.04689 63.064756      1.0    1.0 
 29.008687 63.055181      1.0    1.0 
 27.824503 62.366009      1.0    1.0 
  28.98121 63.048488      1.0    1.0 
 27.880891 62.445805      1.0    1.0 
 28.603502 62.924657      1.0    1.0 
 28.847154 63.010151      1.0    1.0 
 28.796305 62.994327      1.0    1.0 
 27.902545 62.473275      1.0    1.0 
 29.694532 63.180484      1.0    1.0 
 28.199697 62.722814      1.0    1.0 
 28.296272 62.780873      1.0    1.0 
 27.738605 62.188239      1.0    1.0 
 27.967404 62.542835      1.0    1.0 
 28.265324 62.763543      1.0    1.0 
 29.222219 63.108135      1.0    1.0 
 27.720763 62.120591      1.0    1.0 
 29.028381 63.063492      1.0    1.0 
 29.437238 63.147771      1.0    1.0 
 29.773125 63.190507      1.0    1.0 
 28.555886 62.909565      1.0    1.0 
 28.187333 62.719255      1.0    1.0 
 27.852502 62.421074      1.0    1.0 
 27.717854 62.126332      1.0    1.0 
 27.718398 61.915832      1.0    1.0 
 28.253078 62.761551      1.0    1.0 
 27.715326 61.931301      1.0    1.0 
 28.447355 62.863876      1.0    1.0 
  28.88618 63.027551      1.0    1.0 
 28.819118 63.007498      1.0    1.0 
 27.709389  62.08736      1.0    1.0 
 27.911628 62.495961      1.0    1.0 
 29.659047 63.181586      1.0    1.0 
 28.348537 62.816823      1.0    1.0 
 28.549901 62.910628      1.0    1.0 
 28.795242 63.000744      1.0    1.0 
 27.713887 61.910714      1.0    1.0 
 27.778426 62.315958      2.0    1.0 
 28.843377 63.017489      1.0    1.0 
 28.928638 63.042647      1.0    1.0 
 27.807958 62.368501      1.0    1.0 
 28.371638 62.831478      1.0    1.0 
 29.380616  63.14461      1.0    1.0 
 29.889276 63.205709      1.0    1.0 
 28.134545 62.693933      1.0    1.0 
 28.962181  63.05387      1.0    1.0 
 28.562708 62.920474      1.0    1.0 
 28.935552 63.047661      1.0    1.0 
 29.550335 63.172577      1.0    1.0 
 28.440494 62.868836      1.0    1.0 
 27.699643  61.94901      1.0    1.0 
 29.082434 63.086457      1.0    1.0 
 29.133092 63.098502      1.0    1.0 
 28.157678 62.713228      1.0    1.0 
 27.783349 62.341206      1.0    1.0 
 29.244265 63.122645      1.0    1.0 
 28.674405 62.966031      1.0    1.0 
 29.327328 63.139367      1.0    1.0 
 28.254169 62.774981      2.0    1.0 
 27.915652 62.517617      1.0    1.0 
 27.689688 62.001533      1.0    1.0 
 28.578554 62.932198      1.0    1.0 
 29.659979 63.189814      1.0    1.0 
 29.820048 63.205709      1.0    1.0 
 28.810064 63.014787      1.0    1.0 
 27.691368 62.086482      1.0    1.0 
 27.694088 62.111066      1.0    1.0 
  29.92638 63.214454      1.0    1.0 
 27.691701 62.103375      1.0    1.0 
 27.867939 62.471089      1.0    1.0 
 27.720409 62.223595      1.0    1.0 
 29.001993 63.071217      1.0    1.0 
 27.892863 62.500864      1.0    1.0 
 28.604587 62.945108      1.0    1.0 
 28.759625 63.001568      1.0    1.0 
 27.736294 62.271352      1.0    1.0 
 27.691696 62.127558      1.0    1.0 
 28.923403 63.052154      1.0    1.0 
 27.724947 61.801367      1.0    1.0 
 28.674407  62.97313      1.0    1.0 
 29.384307 63.154908      1.0    1.0 
 28.730605 62.994708      1.0    1.0 
 28.456472 62.888154      1.0    1.0 
 28.562309 62.934193      1.0    1.0 
 29.153042 63.113043      1.0    1.0 
 28.951206 63.063621      1.0    1.0 
 28.648057 62.967532      1.0    1.0 
 29.201633 63.123609      1.0    1.0 
 27.697714 61.858936      1.0    1.0 
 28.285743 62.805437      1.0    1.0 
 27.971143  62.58933      2.0    1.0 
 28.747317 63.002945      1.0    1.0 
 27.677947 61.948665      1.0    1.0 
 29.155623 63.116217      1.0    1.0 
 28.607783 62.955639      1.0    1.0 
  29.71133 63.204697      1.0    1.0 
 29.469066 63.174307      1.0    1.0 
 27.670102 61.981748      1.0    1.0 
 28.510657 62.917206      1.0    1.0 
 27.675268  62.12256      1.0    1.0 
 28.395751 62.866693      1.0    1.0 
 27.671899 61.939188      1.0    1.0 
 29.421396 63.168859      1.0    1.0 
 27.918052 62.549772      4.0    1.0 
 28.660632 62.978439      1.0    1.0 
 27.695824 62.216034      1.0    1.0 
 28.183526 62.753616      1.0    1.0 
 27.746755 62.333112      1.0    1.0 
 28.571202 62.945504      1.0    1.0 
 27.745137 62.332093      1.0    1.0 
 27.670053 61.927727      1.0    1.0 
 29.337049 63.156116      1.0    1.0 
 29.369545 63.161819      1.0    1.0 
 28.225331 62.781665      1.0    1.0 
 29.676665 63.205438      1.0    1.0 
  29.06166 63.100303      1.0    1.0 
 28.695624 62.994229      1.0    1.0 
 27.733667 62.320124      1.0    1.0 
 29.067544 63.103712      1.0    1.0 
 28.835802 63.041932      1.0    1.0 
 28.707878 63.001041      1.0    1.0 
 28.577441 62.953391      1.0    1.0 
 28.965954 63.078973      1.0    1.0 
 27.677251 61.858028      1.0    1.0 
 27.680039 62.202312      1.0    1.0 
 28.421775 62.888748      8.0    1.0 
 28.946209 63.074826      1.0    1.0 
 29.402097 63.172217      1.0    1.0 
 28.162299 62.750603      1.0    1.0 
 29.088313 63.110994      1.0    1.0 
 28.657407 62.985288      1.0    1.0 
 29.695352 63.212318      1.0    1.0 
 27.775588 62.401743      1.0    1.0 
 28.202634 62.776458      1.0    1.0 
 27.768806 62.392559      1.0    1.0 
 29.032065 63.098687      1.0    1.0 
 27.650929 62.078107      1.0    1.0 
 28.668432 62.990612      1.0    1.0 
 27.649961  62.07823      8.0    1.0 
 29.017243 63.095801      1.0    1.0 
  28.28543 62.825501      1.0    1.0 
 29.134857 63.124289      1.0    1.0 
 28.092102 62.709395      1.0    1.0 
 28.883059 63.061076      1.0    1.0 
 29.025673 63.099625      1.0    1.0 
 28.091254 62.711245      1.0    1.0 
 28.607345 62.972072      1.0    1.0 
 27.647775 62.107664      1.0    1.0 
 27.659341 62.167823      1.0    1.0 
 27.835835 62.490031      1.0    1.0 
 28.934632 63.077597      1.0    1.0 
 27.686704 61.793578      1.0    1.0 
 28.946356 63.080942      1.0    1.0 
 27.653726 61.900489      1.0    1.0 
 27.845932 62.503506      1.0    1.0 
 27.780593 62.423864      1.0    1.0 
 28.634842 62.983816      1.0    1.0 
 28.334595 62.855593      1.0    1.0 
  27.66881 62.210348      1.0    1.0 
 28.565884 62.958107      1.0    1.0 
 28.903984 63.070339      1.0    1.0 
 27.639212 61.995759      1.0    1.0 
 27.641045 61.955147      1.0    1.0 
 27.744687 62.375886      1.0    1.0 
 29.175712 63.137803      1.0    1.0 
 29.641801 63.213001      1.0    1.0 
 28.747876 63.024772      1.0    1.0 
  27.79836 62.453251      3.0    1.0 
 29.929666 63.239714      1.0    1.0 
 28.703251 63.011384      1.0    1.0 
 28.338799 62.861876      1.0    1.0 
 27.638399 61.943672      1.0    1.0 
 29.401768 63.181654      1.0    1.0 
 27.732308 62.364507      1.0    1.0 
 27.631841 62.009901      9.0    1.0 
 27.632887 61.987054      8.0    1.0 
 27.718099 62.341311      1.0    1.0 
 28.879124 63.067719      1.0    1.0 
 29.565955 63.206753      1.0    1.0 
 29.814966 63.233958      1.0    1.0 
 27.628708 62.001629      1.0    1.0 
 27.664301 62.230612      1.0    1.0 
 28.109191 62.735438      1.0    1.0 
 27.645095 62.170007      1.0    1.0 
 27.682537  62.27861      1.0    1.0 
 28.262039 62.827631      1.0    1.0 
 28.093932 62.727585      1.0    1.0 
 29.308586 63.169671      1.0    1.0 
 27.978533 62.643841      1.0    1.0 
 27.853846 62.531368      1.0    1.0 
 27.624117 61.984256      1.0    1.0 
 29.252424 63.160476      1.0    1.0 
 29.173494 63.145278      1.0    1.0 
 28.036096 62.690635      1.0    1.0 
 28.117771 62.746594      1.0    1.0 
 28.657868 63.003525      1.0    1.0 
 28.529108 62.956044      1.0    1.0 
 29.557054 63.211412      5.0    1.0 
  27.65368 61.821026      1.0    1.0 
 29.320987 63.176326      1.0    1.0 
 27.620631 62.107325      1.0    1.0 
 28.344108 62.877348      1.0    1.0 
 27.648932 62.226565      1.0    1.0 
 27.708852 62.355928      1.0    1.0 
 27.652343 61.812706      1.0    1.0 
 28.277694 62.844509      1.0    1.0 
 27.641682 61.843749      1.0    1.0 
 28.641002 63.001828      1.0    1.0 
 28.096013 62.738741      1.0    1.0 
 29.489047 63.204738      1.0    1.0 
 29.850534 63.244344      1.0    1.0 
 28.536057 62.963045      4.0    1.0 
 27.762346 62.439331      1.0    1.0 
 27.619999 61.921112      1.0    1.0 
 29.075652 63.129248      1.0    1.0 
 29.216261  63.15964      1.0    1.0 
 27.770018 62.454812      1.0    1.0 
 29.320499 63.180508      1.0    1.0 
 28.749437 63.042022      1.0    1.0 
 28.740305 63.039361      1.0    1.0 
  28.37225 62.897496      1.0    1.0 
 29.240566 63.167279      1.0    1.0 
 28.998522 63.114447      1.0    1.0 
 29.374176  63.19171      1.0    1.0 
 28.937685 63.099304      1.0    1.0 
 27.790454  62.48767      1.0    1.0 
 28.654522 63.013684      1.0    1.0 
 28.339699 62.885232      1.0    1.0 
 27.830596 62.534645      1.0    1.0 
 27.607341 62.130256      1.0    1.0 
 28.412771 62.920665      1.0    1.0 
 28.808767 63.065821      1.0    1.0 
 27.839502 62.547509      1.0    1.0 
 29.033928 63.126924      1.0    1.0 
 29.826199 63.250278      1.0    1.0 
 28.954205 63.107267      1.0    1.0 
 27.638027 62.249571      1.0    1.0 
 29.476474 63.212304      1.0    1.0 
 28.219529 62.827829      1.0    1.0 
 29.017979 63.124455      1.0    1.0 
 29.482542 63.213601      1.0    1.0 
 29.099684 63.144602      1.0    1.0 
 29.565095 63.225435      1.0    1.0 
 27.661937 62.313397      1.0    1.0 
 27.991271 62.684072      1.0    1.0 
 27.625418 61.821613      1.0    1.0 
 28.768507 63.058476      1.0    1.0 
 27.996661 62.690501      1.0    1.0 
 28.610369 63.006312      1.0    1.0 
 27.833612 62.552071      1.0    1.0 
 29.467592  63.21449      1.0    1.0 
 28.715012 63.042732      1.0    1.0 
 28.946932 63.111003      1.0    1.0 
 27.719769 62.421009      1.0    1.0 
 28.054414 62.734895      3.0    1.0 
 28.758699 63.057928      1.0    1.0 
 27.651298 62.306701      1.0    1.0 
 28.118022 62.776313      1.0    1.0 
 28.793063 63.069132      1.0    1.0 
 27.587069 61.950422      1.0    1.0 
 28.049737 62.733736      1.0    1.0 
 28.069608 62.747307      1.0    1.0 
 28.507392 62.970883      1.0    1.0 
 27.589306 61.926006      2.0    1.0 
 27.760074  62.47913      1.0    1.0 
 28.226796 62.841622      1.0    1.0 
 28.330139 62.895426      1.0    1.0 
 28.061474 62.745696      3.0    1.0 
 28.389441 62.924351      1.0    1.0 
 28.408732 62.932984      1.0    1.0 
 29.013048 63.133034      1.0    1.0 
 27.982715 62.692296      3.0    1.0 
 27.593914 61.875829      1.0    1.0 
 28.447299 62.950498      1.0    1.0 
 27.574231 62.030001      1.0    1.0 
 27.574344 61.995025      1.0    1.0 
 29.425884 63.214921      1.0    1.0 
  27.58471 61.908457      1.0    1.0 
 29.014731 63.135062      1.0    1.0 
 27.977663 62.690855      1.0    1.0 
 27.605273 62.226226      4.0    1.0 
 28.760392 63.066243      1.0    1.0 
 27.612964 61.799525      1.0    1.0 
 29.856639 63.265151      1.0    1.0 
 27.736826 62.465492      1.0    1.0 
 27.612227 61.800168      1.0    1.0 
 27.580555 62.146127      1.0    1.0 
 29.670867  63.24906      1.0    1.0 
 28.434268 62.949819      1.0    1.0 
  28.86537 63.099416      1.0    1.0 
 28.756661 63.067454      1.0    1.0 
 27.596447 61.833922      1.0    1.0 
 29.239868 63.187107      1.0    1.0 
 29.827616 63.264991      1.0    1.0 
 28.076751 62.765263      1.0    1.0 
 28.480822 62.970539      1.0    1.0 
 28.408993 62.940401      1.0    1.0 
 27.895606 62.632927      1.0    1.0 
 28.069734 62.761366      1.0    1.0 
 28.730244 63.060548      1.0    1.0 
 28.347687 62.913348      1.0    1.0 
 27.609164  61.79209      1.0    1.0 
 28.570027 63.006095      1.0    1.0 
 27.737844 62.475313      1.0    1.0 
 28.889942 63.108075      1.0    1.0 
 27.618464 62.285081      1.0    1.0 
 28.275609 62.880772      1.0    1.0 
 28.455426 62.962731      1.0    1.0 
 29.217816 63.185529      1.0    1.0 
 29.699306 63.255912      1.0    1.0 
 28.658344 63.040009      1.0    1.0 
 28.366199 62.925394      1.0    1.0 
 28.327151 62.907722      1.0    1.0 
 27.972266 62.701383      1.0    1.0 
 28.199612 62.845588      1.0    1.0 
 29.476873 63.231913      1.0    1.0 
 28.519191 62.992489      1.0    1.0 
 27.556367 61.970623      1.0    1.0 
 28.437819 62.959894      1.0    1.0 
 27.597274 61.797263      1.0    1.0 
 28.013602 62.733347      1.0    1.0 
 28.580906 63.016372      1.0    1.0 
 27.556405 61.955535      1.0    1.0 
 28.813546 63.092876      1.0    1.0 
 29.030923 63.149985      1.0    1.0 
 28.362143 62.928909      1.0    1.0 
 28.802489 63.090677      1.0    1.0 
  28.36176 62.929595      1.0    1.0 
 28.724621 63.067422      1.0    1.0 
 27.680212 62.420081      1.0    1.0 
 28.057437 62.767238      1.0    1.0 
 29.726024 63.264924      1.0    1.0 
 27.660152 62.392694      1.0    1.0 
 28.709006 63.064101      1.0    1.0 
 27.550095  61.95435      1.0    1.0 
 28.557808  63.01246      1.0    1.0 
 29.645782 63.258004      1.0    1.0 
 29.746026 63.268837      1.0    1.0 
 28.485503 62.986268      1.0    1.0 
 28.396954 62.949753      1.0    1.0 
 29.747662 63.269562      1.0    1.0 
  28.29314 62.903236      1.0    1.0 
 27.571894 61.832349      1.0    1.0 
 27.613302 62.321468      1.0    1.0 
 27.737219 62.503959      1.0    1.0 
 29.446437 63.234706      1.0    1.0 
 27.577436 61.811159      1.0    1.0 
 29.512182 63.244302      1.0    1.0 
 27.575397 61.816106      1.0    1.0 
 28.931848 63.132724      1.0    1.0 
 27.708902 62.473491      1.0    1.0 
 29.602817 63.256552      1.0    1.0 
 29.025265 63.156454      1.0    1.0 
 28.433641 62.969171      1.0    1.0 
 28.307291 62.914102      1.0    1.0 
 27.603681 62.314367      1.0    1.0 
 27.882878 62.652133      1.0    1.0 
 28.428837 62.968932      1.0    1.0 
 28.897012 63.126758      1.0    1.0 
 29.634025 63.262394      1.0    1.0 
 28.673859 63.061048      1.0    1.0 
 28.984459 63.149999      1.0    1.0 
 28.898322 63.128137      1.0    1.0 
 27.543608 61.892243      1.0    1.0 
    27.532 61.949701      1.0    1.0 
 27.527079 62.012167      1.0    1.0 
 29.295654 63.216859      1.0    1.0 
 27.893688 62.668304      1.0    1.0 
 27.859417 62.640221      1.0    1.0 
 27.531025 61.945008      1.0    1.0 
 27.660479 62.427294      1.0    1.0 
 28.865182 63.122729      1.0    1.0 
 29.421139 63.238718      1.0    1.0 
 29.666751 63.270862      1.0    1.0 
 28.593861 63.039596      1.0    1.0 
 27.526734 62.112519      1.0    1.0 
 27.520939 62.013998      1.0    1.0 
 28.900236 63.133942      1.0    1.0 
 27.575848 62.287239      1.0    1.0 
  29.31231 63.223188      1.0    1.0 
 28.176624 62.859067      1.0    1.0 
 28.457484 62.989923      1.0    1.0 
  28.67243 63.067968      1.0    1.0 
 28.157175 62.848638      1.0    1.0 
 28.133128  62.83575      1.0    1.0 
 28.041252 62.780833      1.0    1.0 
 29.631047 63.269341      1.0    1.0 
 27.944907 62.715724      1.0    1.0 
 29.256234 63.214846      1.0    1.0 
 29.737576 63.280548      1.0    1.0 
 28.090618 62.812584      1.0    1.0 
 27.643969 62.417374      1.0    1.0 
 29.315453 63.226365      1.0    1.0 
  28.16347 62.855642      1.0    1.0 
 27.607577 62.363502      1.0    1.0 
 28.662251 63.068032      1.0    1.0 
 29.027461 63.169655      1.0    1.0 
 28.720715 63.086951      1.0    1.0 
 28.210684 62.881746      1.0    1.0 
 27.521053 62.133447      1.0    1.0 
 27.569611 62.293345      1.0    1.0 
 29.361781 63.235764      1.0    1.0 
 27.568612 62.292541      1.0    1.0 
 27.633127 62.409871      1.0    1.0 
 28.906938 63.141403      1.0    1.0 
 28.565384 63.036671      1.0    1.0 
 27.970904  62.74186      1.0    1.0 
 28.592828 63.047823      1.0    1.0 
 27.535532 62.216075      1.0    1.0 
 29.642525 63.276281      1.0    1.0 
 27.540732 61.816476      1.0    1.0 
 28.050798 62.798189      1.0    1.0 
 29.088435 63.188299      1.0    1.0 
 27.559896 62.291981      1.0    1.0 
 28.245634 62.906445      1.0    1.0 
 29.849078   63.2967      1.0    1.0 
 29.419684 63.249657      1.0    1.0 
 29.547902 63.267579      1.0    1.0 
 27.515819 61.889759      1.0    1.0 
 29.369646 63.242459      1.0    1.0 
 28.371633 62.966092      1.0    1.0 
 27.603638 62.382089      1.0    1.0 
 27.551043 62.280121      1.0    1.0 
 28.778933 63.112939      1.0    1.0 
 28.039193 62.795728      1.0    1.0 
 27.498756 62.079398      1.0    1.0 
 28.557062 63.041745      1.0    1.0 
 27.788614 62.608809      1.0    1.0 
 27.758028 62.579924      1.0    1.0 
 27.944624 62.735285      1.0    1.0 
 27.507174 62.154078      8.0    1.0 
 28.018106 62.784862      1.0    1.0 
 29.010046 63.175571      1.0    1.0 
 29.397389 63.250016      1.0    1.0 
 27.995075 62.770539      1.0    1.0 
 29.249668 63.225753      1.0    1.0 
 28.313794 62.945368      1.0    1.0 
 28.368783 62.970016      1.0    1.0 
 28.533957 63.035914      1.0    1.0 
 28.564934 63.047151      1.0    1.0 
   27.5829 62.361804      1.0    1.0 
 27.490645 62.075705      1.0    1.0 
  28.01312 62.786197      1.0    1.0 
 28.409246 62.989421      1.0    1.0 
 27.889463 62.700169      1.0    1.0 
 27.875949 62.690386      1.0    1.0 
 29.019814 63.181571      1.0    1.0 
 28.903262 63.153543      1.0    1.0 
  27.48685 61.991435      1.0    1.0 
 27.680809 62.510377      1.0    1.0 
 29.320528 63.242805      1.0    1.0 
 28.413056 62.994266      1.0    1.0 
 27.552598 62.321148      1.0    1.0 
 27.992271 62.778116      1.0    1.0 
  28.27176  62.93306      1.0    1.0 
 29.229849 63.227905      1.0    1.0 
 27.482848 62.083628      1.0    1.0 
 28.528274 63.041479      1.0    1.0 
 27.818167 62.652162      1.0    1.0 
 29.086347 63.200894      1.0    1.0 
 27.519693 62.254612      1.0    1.0 
 27.648278 62.478945      1.0    1.0 
  27.60565 62.423098      1.0    1.0 
 27.475971 62.023684      1.0    1.0 
 29.713458 63.298012      1.0    1.0 
 27.585651 62.393715      1.0    1.0 
 27.497034 61.860841      1.0    1.0 
 27.769652 62.614089      1.0    1.0 
 28.453628 63.016652      1.0    1.0 
  27.49178 61.874653      1.0    1.0 
  28.81562 63.137817      1.0    1.0 
 27.692687 62.539699      1.0    1.0 
 29.367138 63.257028      1.0    1.0 
 28.808157 63.136751      1.0    1.0 
 27.626889 62.462366      1.0    1.0 
 27.542608 62.327862      1.0    1.0 
 28.971709 63.180577      1.0    1.0 
 27.468071 62.066633      1.0    1.0 
 27.846056 62.686739      1.0    1.0 
 28.900791 63.163685      1.0    1.0 
 28.388551 62.995533      2.0    1.0 
 29.255733  63.24086      1.0    1.0 
 29.673084 63.299592      1.0    1.0 
  27.49294 61.837931      1.0    1.0 
 27.842024 62.686543      1.0    1.0 
 28.979361 63.185022      1.0    1.0 
 29.701277 63.303587      1.0    1.0 
 28.229197 62.926951      1.0    1.0 
 29.502479 63.281352      1.0    1.0 
 28.082893 62.851311      1.0    1.0 
 29.223567 63.238138      1.0    1.0 
 29.646732 63.299361      1.0    1.0 
 27.466374 61.927094      1.0    1.0 
 28.515948 63.049764      1.0    1.0 
 27.527608 62.321442      1.0    1.0 
 28.532287 63.056698      1.0    1.0 
 27.465382 61.918477      1.0    1.0 
 29.540956 63.288989      1.0    1.0 
 28.492558 63.043213      1.0    1.0 
 29.450144 63.277971      1.0    1.0 
 27.456753 61.956917      1.0    1.0 
 29.160248 63.229404      1.0    1.0 
 28.654378 63.100528      1.0    1.0 
 27.469993 62.178619      1.0    1.0 
 28.374485 62.998643      1.0    1.0 
 27.505301 62.287549      1.0    1.0 
 29.557707 63.292928      1.0    1.0 
 28.344338 62.986292      1.0    1.0 
 28.653609 63.101239      1.0    1.0 
 29.151444 63.228667      1.0    1.0 
 28.841086 63.156611      1.0    1.0 
 27.743457 62.614671      2.0    1.0 
 29.259377 63.249238      1.0    1.0 
 28.844711 63.158314      1.0    1.0 
 28.895861 63.171715      1.0    1.0 
 29.179632 63.235119      1.0    1.0 
 28.217411 62.929826      1.0    1.0 
 29.754123 63.314859      1.0    1.0 
 28.393878  63.00881      1.0    1.0 
 27.583583 62.435667      1.0    1.0 
 29.108676 63.221724      1.0    1.0 
 27.894416 62.741452      1.0    1.0 
 27.876826 62.728812      1.0    1.0 
 27.484038  61.81024      1.0    1.0 
 29.807367 63.320297      1.0    1.0 
 29.472097 63.284518      1.0    1.0 
 27.783879 62.655558      1.0    1.0 
 27.570364 62.419544      1.0    1.0 
 27.920355 62.761265      1.0    1.0 
 27.460784 61.882438      1.0    1.0 
 29.313471 63.261557      1.0    1.0 
 29.048578 63.210816      1.0    1.0 
 27.449302 61.940377      1.0    1.0 
 29.283429 63.256837      1.0    1.0 
 29.610168 63.303026      1.0    1.0 
  27.51118 62.322122      1.0    1.0 
 28.170027 62.911049      1.0    1.0 
 28.524654 63.062797      1.0    1.0 
 28.673745 63.113376      1.0    1.0 
 27.631887 62.509658      1.0    1.0 
 29.213106 63.246679      1.0    1.0 
 27.498748 62.303194      1.0    1.0 
 27.465943 61.842336      1.0    1.0 
 27.440116 61.965472      1.0    1.0 
 27.473366 62.243579      1.0    1.0 
 29.308864 63.264373      1.0    1.0 
 28.180882 62.920323      1.0    1.0 
 27.439104 62.093528      1.0    1.0 
 28.385878 63.013431      1.0    1.0 
 28.752839  63.14174      1.0    1.0 
 27.996103 62.820702      1.0    1.0 
 29.673318 63.315446      1.0    1.0 
 29.199712 63.248296      3.0    1.0 
 28.922517 63.188598      1.0    1.0 
 27.472352 61.796447      1.0    1.0 
 28.181982 62.927574      1.0    1.0 
 28.964939 63.200697      1.0    1.0 
  27.43527 61.918446      1.0    1.0 
 29.641852 63.314869      1.0    1.0 
 27.703909  62.60374      1.0    1.0 
 27.742319 62.639668      1.0    1.0 
 27.544095 62.411858      1.0    1.0 
 27.424941 61.994906      1.0    1.0 
 27.922615 62.780694      1.0    1.0 
 29.045771 63.220851      1.0    1.0 
 27.713624 62.615798      1.0    1.0 
 27.541095 62.411847      1.0    1.0 
 27.807648 62.698242      1.0    1.0 
 27.455707 61.819304      1.0    1.0 
 28.218304 62.949969      1.0    1.0 
 28.143999 62.913348      1.0    1.0 
 27.429252 62.142301      1.0    1.0 
 28.743459 63.146672      1.0    1.0 
 28.283155 62.980571      1.0    1.0 
 28.187553 62.936277      1.0    1.0 
 28.161958 62.924013      1.0    1.0 
 27.427794 61.908325      1.0    1.0 
 29.741711 63.329203      1.0    1.0 
 28.291261 62.986041      1.0    1.0 
 27.757421 62.662809      1.0    1.0 
 27.432752 62.178842      1.0    1.0 
 29.735493 63.329023      1.0    1.0 
 27.505331 62.365116      4.0    1.0 
 27.975617 62.822188      1.0    1.0 
 27.535283 62.416186      1.0    1.0 
 27.868235 62.750828      1.0    1.0 
 28.804544 63.167048      1.0    1.0 
 29.235337 63.263622      1.0    1.0 
 27.589837 62.494138      1.0    1.0 
 28.653889 63.123394      1.0    1.0 
 27.798981 62.702682      1.0    1.0 
 29.483705 63.303786      1.0    1.0 
 29.770132 63.334736      1.0    1.0 
 27.409273 62.043752      1.0    1.0 
 28.470022 63.062795      1.0    1.0 
 27.593384 62.504177      1.0    1.0 
  29.35158  63.28539      1.0    1.0 
 28.086516 62.891581      1.0    1.0 
 27.969504 62.824044      1.0    1.0 
 27.746149 62.661742      1.0    1.0 
 29.274904 63.273848      1.0    1.0 
 27.520278 62.406024      1.0    1.0 
 27.808436 62.713654      1.0    1.0 
 29.504501 63.309681      1.0    1.0 
 29.365822 63.290185      1.0    1.0 
 27.428053 61.845775      1.0    1.0 
 29.310521 63.282525      1.0    1.0 
 28.157354 62.933667      1.0    1.0 
 29.038377 63.231234      1.0    1.0 
 27.399658 62.069917      1.0    1.0 
 28.225377 62.967498      1.0    1.0 
 28.667846 63.136666      1.0    1.0 
 29.465206 63.307908      1.0    1.0 
 28.629458 63.125306      1.0    1.0 
 28.102488 62.909708      1.0    1.0 
 27.442032 62.276742      1.0    1.0 
  28.75781 63.164674      1.0    1.0 
 28.349773 63.025752      1.0    1.0 
 28.623248 63.125871      1.0    1.0 
 27.413041 62.199516      1.0    1.0 
 27.435779 61.789677      1.0    1.0 
 27.587389 62.521775      1.0    1.0 
 27.949809 62.825749      1.0    1.0 
 28.533708 63.097369      1.0    1.0 
 27.836254 62.750021      1.0    1.0 
 27.459841 62.330808      1.0    1.0 
 27.713987 62.652918      1.0    1.0 
 27.927526 62.813221      1.0    1.0 
 28.807156 63.182578      1.0    1.0 
 28.644838 63.135611      1.0    1.0 
 27.810944 62.734069      1.0    1.0 
 27.426251 61.798569      1.0    1.0 
 27.870432 62.778307      3.0    1.0 
 28.756044 63.169843      1.0    1.0 
 27.550398 62.485693      1.0    1.0 
 29.618948 63.333564      1.0    1.0 
 27.484612 62.389563      1.0    1.0 
 27.402832 61.862726      1.0    1.0 
 28.868726 63.201414      1.0    1.0 
 28.501583 63.090976      1.0    1.0 
 28.576361 63.116982      1.0    1.0 
 27.895235 62.798859      1.0    1.0 
 29.461769 63.315667      1.0    1.0 
 27.501035 62.423355      1.0    1.0 
 27.651078 62.605288      1.0    1.0 
 27.689591 62.642278      1.0    1.0 
 27.659489 62.614813      1.0    1.0 
 27.907653 62.809836      1.0    1.0 
 28.590819 63.124219      1.0    1.0 
 29.666991 63.341494      1.0    1.0 
  28.10894 62.926658      1.0    1.0 
 27.410158 62.242457      1.0    1.0 
 27.535742  62.47673      1.0    1.0 
 27.920307 62.818846      1.0    1.0 
 29.751939 63.349785      1.0    1.0 
 27.578687 62.531415      1.0    1.0 
 29.763707 63.351259      1.0    1.0 
 27.373319 62.024449      1.0    1.0 
 29.338459 63.300895      8.0    1.0 
 27.754977 62.703954      1.0    1.0 
 27.723444 62.678001      1.0    1.0 
 28.124823 62.938202      1.0    1.0 
 29.627274 63.340373      1.0    1.0 
 28.478741 63.089582      1.0    1.0 
 28.335333 63.035267      1.0    1.0 
 27.394434 61.846082      3.0    1.0 
 28.526069 63.106948      1.0    1.0 
 29.599152 63.338284      1.0    1.0 
 27.504149 62.444319      1.0    1.0 
 27.401797 61.817282      1.0    1.0 
 27.655483 62.621398      1.0    1.0 
 29.021241 63.246958     15.0    1.0 
   27.7467 62.705067      1.0    1.0 
 27.508906 62.458468      1.0    1.0 
 27.898807 62.815271      1.0    1.0 
 29.466642 63.324817      1.0    1.0 
