-0.681	12.279	LR
7.089	12.279	LR
14.859	12.279	LR
22.629	12.279	LR
30.399	12.279	LR
38.169	12.279	LR
45.939	12.279	LR
53.709	12.279	LR
61.479	12.279	LR
69.249	12.279	LR
77.019	12.279	LR
84.789	12.279	LR
92.559	12.279	LR
100.329	12.279	LR
108.099	12.279	LR
115.869	12.279	LR
123.639	12.279	LR
131.409	12.279	LR
139.179	12.279	LR
146.949	12.279	LR
154.719	12.279	LR
162.489	12.279	LR
170.259	12.279	LR
178.029	12.279	LR
185.799	12.279	LR
193.569	12.279	LR
201.339	12.279	LR
209.109	12.279	LR
216.879	12.279	LR
224.649	12.279	LR
232.419	12.279	LR
240.189	12.279	LR
247.959	12.279	LR
255.729	12.279	LR
263.499	12.279	LR
271.269	12.279	LR
279.039	12.279	LR
286.809	12.279	LR
3.204	5.550	HR
10.974	5.550	LR
18.744	5.550	HR
26.514	5.550	LR
34.284	5.550	HR
42.054	5.550	LR
49.824	5.550	HR
57.594	5.550	LR
65.364	5.550	HR
73.134	5.550	LR
80.904	5.550	HR
88.674	5.550	LR
96.444	5.550	HR
104.214	5.550	LR
111.984	5.550	HR
119.754	5.550	LR
127.524	5.550	HR
135.294	5.550	LR
143.064	5.550	HR
150.834	5.550	LR
158.604	5.550	HR
166.374	5.550	LR
174.144	5.550	HR
181.914	5.550	LR
189.684	5.550	HR
197.454	5.550	LR
205.224	5.550	HR
212.994	5.550	LR
220.764	5.550	HR
228.534	5.550	LR
236.304	5.550	HR
244.074	5.550	LR
251.844	5.550	HR
259.614	5.550	LR
267.384	5.550	HR
275.154	5.550	LR
282.924	5.550	HR
290.694	5.550	LR
-10.294	-6.729	LR
-14.179	0.000	LR
-18.064	6.729	LR
-21.949	13.458	LR
-25.834	20.187	LR
-29.719	26.916	LR
-33.604	33.645	LR
-37.489	40.374	LR
-41.374	47.103	LR
-45.259	53.832	LR
-49.144	60.561	LR
-53.029	67.290	LR
-56.914	74.019	LR
-60.799	80.748	LR
-64.684	87.477	LR
-68.569	94.206	LR
-72.454	100.935	LR
-76.339	107.664	LR
-80.224	114.393	LR
-84.109	121.122	LR
-87.994	127.851	LR
-91.879	134.580	LR
-95.764	141.309	LR
-99.649	148.038	LR
-103.534	154.767	LR
-107.419	161.496	LR
-111.304	168.225	LR
-115.189	174.954	LR
-119.074	181.683	LR
-122.959	188.412	LR
-126.844	195.142	LR
-130.729	201.871	LR
-134.614	208.600	LR
-138.499	215.329	LR
-142.384	222.058	LR
-146.269	228.787	LR
-150.154	235.516	LR
-154.039	242.245	LR
-6.409	0.000	HR
-10.294	6.729	LR
-14.179	13.458	HR
-18.064	20.187	LR
-21.949	26.916	HR
-25.834	33.645	LR
-29.719	40.374	HR
-33.604	47.103	LR
-37.489	53.832	HR
-41.374	60.561	LR
-45.259	67.290	HR
-49.144	74.019	LR
-53.029	80.748	HR
-56.914	87.477	LR
-60.799	94.206	HR
-64.684	100.935	LR
-68.569	107.664	HR
-72.454	114.393	LR
-76.339	121.122	HR
-80.224	127.851	LR
-84.109	134.580	HR
-87.994	141.309	LR
-91.879	148.038	HR
-95.764	154.767	LR
-99.649	161.496	HR
-103.534	168.225	LR
-107.419	174.954	HR
-111.304	181.683	LR
-115.189	188.412	HR
-119.074	195.142	LR
-122.959	201.871	HR
-126.844	208.600	LR
-130.729	215.329	HR
-134.614	222.058	LR
-138.499	228.787	HR
-142.384	235.516	LR
-146.269	242.245	HR
-150.154	248.974	LR
10.974	-5.550	LR
7.089	-12.279	LR
3.204	-19.008	LR
-0.681	-25.737	LR
-4.566	-32.466	LR
-8.451	-39.195	LR
-12.336	-45.924	LR
-16.221	-52.653	LR
-20.106	-59.382	LR
-23.991	-66.111	LR
-27.876	-72.840	LR
-31.761	-79.569	LR
-35.646	-86.298	LR
-39.531	-93.027	LR
-43.416	-99.756	LR
-47.301	-106.485	LR
-51.186	-113.214	LR
-55.071	-119.943	LR
-58.956	-126.672	LR
-62.841	-133.401	LR
-66.726	-140.130	LR
-70.611	-146.859	LR
-74.496	-153.588	LR
-78.381	-160.317	LR
-82.266	-167.046	LR
-86.151	-173.775	LR
-90.036	-180.504	LR
-93.921	-187.233	LR
-97.806	-193.962	LR
-101.691	-200.691	LR
-105.576	-207.421	LR
-109.461	-214.150	LR
-113.346	-220.879	LR
-117.231	-227.608	LR
-121.116	-234.337	LR
-125.001	-241.066	LR
-128.886	-247.795	LR
-132.771	-254.524	LR
3.204	-5.550	HR
-0.681	-12.279	LR
-4.566	-19.008	HR
-8.451	-25.737	LR
-12.336	-32.466	HR
-16.221	-39.195	LR
-20.106	-45.924	HR
-23.991	-52.653	LR
-27.876	-59.382	HR
-31.761	-66.111	LR
-35.646	-72.840	HR
-39.531	-79.569	LR
-43.416	-86.298	HR
-47.301	-93.027	LR
-51.186	-99.756	HR
-55.071	-106.485	LR
-58.956	-113.214	HR
-62.841	-119.943	LR
-66.726	-126.672	HR
-70.611	-133.401	LR
-74.496	-140.130	HR
-78.381	-146.859	LR
-82.266	-153.588	HR
-86.151	-160.317	LR
-90.036	-167.046	HR
-93.921	-173.775	LR
-97.806	-180.504	HR
-101.691	-187.233	LR
-105.576	-193.962	HR
-109.461	-200.691	LR
-113.346	-207.421	HR
-117.231	-214.150	LR
-121.116	-220.879	HR
-125.001	-227.608	LR
-128.886	-234.337	HR
-132.771	-241.066	LR
-136.656	-247.795	HR
-140.541	-254.524	LR
-8.451	25.737	LR
-0.681	25.737	LR
7.089	25.737	LR
14.859	25.737	LR
22.629	25.737	LR
30.399	25.737	LR
38.169	25.737	LR
45.939	25.737	LR
53.709	25.737	LR
61.479	25.737	LR
69.249	25.737	LR
77.019	25.737	LR
84.789	25.737	LR
92.559	25.737	LR
100.329	25.737	LR
108.099	25.737	LR
115.869	25.737	LR
123.639	25.737	LR
131.409	25.737	LR
139.179	25.737	LR
146.949	25.737	LR
154.719	25.737	LR
162.489	25.737	LR
170.259	25.737	LR
178.029	25.737	LR
185.799	25.737	LR
193.569	25.737	LR
201.339	25.737	LR
209.109	25.737	LR
216.879	25.737	LR
224.649	25.737	LR
232.419	25.737	LR
240.189	25.737	LR
247.959	25.737	LR
255.729	25.737	LR
263.499	25.737	LR
271.269	25.737	LR
279.039	25.737	LR
-4.566	19.008	HR
3.204	19.008	LR
10.974	19.008	HR
18.744	19.008	LR
26.514	19.008	HR
34.284	19.008	LR
42.054	19.008	HR
49.824	19.008	LR
57.594	19.008	HR
65.364	19.008	LR
73.134	19.008	HR
80.904	19.008	LR
88.674	19.008	HR
96.444	19.008	LR
104.214	19.008	HR
111.984	19.008	LR
119.754	19.008	HR
127.524	19.008	LR
135.294	19.008	HR
143.064	19.008	LR
150.834	19.008	HR
158.604	19.008	LR
166.374	19.008	HR
174.144	19.008	LR
181.914	19.008	HR
189.684	19.008	LR
197.454	19.008	HR
205.224	19.008	LR
212.994	19.008	HR
220.764	19.008	LR
228.534	19.008	HR
236.304	19.008	LR
244.074	19.008	HR
251.844	19.008	LR
259.614	19.008	HR
267.384	19.008	LR
275.154	19.008	HR
282.924	19.008	LR
-18.064	-20.187	LR
-21.949	-13.458	LR
-25.834	-6.729	LR
-29.719	0.000	LR
-33.604	6.729	LR
-37.489	13.458	LR
-41.374	20.187	LR
-45.259	26.916	LR
-49.144	33.645	LR
-53.029	40.374	LR
-56.914	47.103	LR
-60.799	53.832	LR
-64.684	60.561	LR
-68.569	67.290	LR
-72.454	74.019	LR
-76.339	80.748	LR
-80.224	87.477	LR
-84.109	94.206	LR
-87.994	100.935	LR
-91.879	107.664	LR
-95.764	114.393	LR
-99.649	121.122	LR
-103.534	127.851	LR
-107.419	134.580	LR
-111.304	141.309	LR
-115.189	148.038	LR
-119.074	154.767	LR
-122.959	161.496	LR
-126.844	168.225	LR
-130.729	174.954	LR
-134.614	181.683	LR
-138.499	188.412	LR
-142.384	195.142	LR
-146.269	201.871	LR
-150.154	208.600	LR
-154.039	215.329	LR
-157.924	222.058	LR
-161.809	228.787	LR
-14.179	-13.458	HR
-18.064	-6.729	LR
-21.949	0.000	HR
-25.834	6.729	LR
-29.719	13.458	HR
-33.604	20.187	LR
-37.489	26.916	HR
-41.374	33.645	LR
-45.259	40.374	HR
-49.144	47.103	LR
-53.029	53.832	HR
-56.914	60.561	LR
-60.799	67.290	HR
-64.684	74.019	LR
-68.569	80.748	HR
-72.454	87.477	LR
-76.339	94.206	HR
-80.224	100.935	LR
-84.109	107.664	HR
-87.994	114.393	LR
-91.879	121.122	HR
-95.764	127.851	LR
-99.649	134.580	HR
-103.534	141.309	LR
-107.419	148.038	HR
-111.304	154.767	LR
-115.189	161.496	HR
-119.074	168.225	LR
-122.959	174.954	HR
-126.844	181.683	LR
-130.729	188.412	HR
-134.614	195.142	LR
-138.499	201.871	HR
-142.384	208.600	LR
-146.269	215.329	HR
-150.154	222.058	LR
-154.039	228.787	HR
-157.924	235.516	LR
26.514	-5.550	LR
22.629	-12.279	LR
18.744	-19.008	LR
14.859	-25.737	LR
10.974	-32.466	LR
7.089	-39.195	LR
3.204	-45.924	LR
-0.681	-52.653	LR
-4.566	-59.382	LR
-8.451	-66.111	LR
-12.336	-72.840	LR
-16.221	-79.569	LR
-20.106	-86.298	LR
-23.991	-93.027	LR
-27.876	-99.756	LR
-31.761	-106.485	LR
-35.646	-113.214	LR
-39.531	-119.943	LR
-43.416	-126.672	LR
-47.301	-133.401	LR
-51.186	-140.130	LR
-55.071	-146.859	LR
-58.956	-153.588	LR
-62.841	-160.317	LR
-66.726	-167.046	LR
-70.611	-173.775	LR
-74.496	-180.504	LR
-78.381	-187.233	LR
-82.266	-193.962	LR
-86.151	-200.691	LR
-90.036	-207.421	LR
-93.921	-214.150	LR
-97.806	-220.879	LR
-101.691	-227.608	LR
-105.576	-234.337	LR
-109.461	-241.066	LR
-113.346	-247.795	LR
-117.231	-254.524	LR
18.744	-5.550	HR
14.859	-12.279	LR
10.974	-19.008	HR
7.089	-25.737	LR
3.204	-32.466	HR
-0.681	-39.195	LR
-4.566	-45.924	HR
-8.451	-52.653	LR
-12.336	-59.382	HR
-16.221	-66.111	LR
-20.106	-72.840	HR
-23.991	-79.569	LR
-27.876	-86.298	HR
-31.761	-93.027	LR
-35.646	-99.756	HR
-39.531	-106.485	LR
-43.416	-113.214	HR
-47.301	-119.943	LR
-51.186	-126.672	HR
-55.071	-133.401	LR
-58.956	-140.130	HR
-62.841	-146.859	LR
-66.726	-153.588	HR
-70.611	-160.317	LR
-74.496	-167.046	HR
-78.381	-173.775	LR
-82.266	-180.504	HR
-86.151	-187.233	LR
-90.036	-193.962	HR
-93.921	-200.691	LR
-97.806	-207.421	HR
-101.691	-214.150	LR
-105.576	-220.879	HR
-109.461	-227.608	LR
-113.346	-234.337	HR
-117.231	-241.066	LR
-121.116	-247.795	HR
-125.001	-254.524	LR
-16.221	39.195	LR
-8.451	39.195	LR
-0.681	39.195	LR
7.089	39.195	LR
14.859	39.195	LR
22.629	39.195	LR
30.399	39.195	LR
38.169	39.195	LR
45.939	39.195	LR
53.709	39.195	LR
61.479	39.195	LR
69.249	39.195	LR
77.019	39.195	LR
84.789	39.195	LR
92.559	39.195	LR
100.329	39.195	LR
108.099	39.195	LR
115.869	39.195	LR
123.639	39.195	LR
131.409	39.195	LR
139.179	39.195	LR
146.949	39.195	LR
154.719	39.195	LR
162.489	39.195	LR
170.259	39.195	LR
178.029	39.195	LR
185.799	39.195	LR
193.569	39.195	LR
201.339	39.195	LR
209.109	39.195	LR
216.879	39.195	LR
224.649	39.195	LR
232.419	39.195	LR
240.189	39.195	LR
247.959	39.195	LR
255.729	39.195	LR
263.499	39.195	LR
271.269	39.195	LR
-12.336	32.466	HR
-4.566	32.466	LR
3.204	32.466	HR
10.974	32.466	LR
18.744	32.466	HR
26.514	32.466	LR
34.284	32.466	HR
42.054	32.466	LR
49.824	32.466	HR
57.594	32.466	LR
65.364	32.466	HR
73.134	32.466	LR
80.904	32.466	HR
88.674	32.466	LR
96.444	32.466	HR
104.214	32.466	LR
111.984	32.466	HR
119.754	32.466	LR
127.524	32.466	HR
135.294	32.466	LR
143.064	32.466	HR
150.834	32.466	LR
158.604	32.466	HR
166.374	32.466	LR
174.144	32.466	HR
181.914	32.466	LR
189.684	32.466	HR
197.454	32.466	LR
205.224	32.466	HR
212.994	32.466	LR
220.764	32.466	HR
228.534	32.466	LR
236.304	32.466	HR
244.074	32.466	LR
251.844	32.466	HR
259.614	32.466	LR
267.384	32.466	HR
275.154	32.466	LR
-25.834	-33.645	LR
-29.719	-26.916	LR
-33.604	-20.187	LR
-37.489	-13.458	LR
-41.374	-6.729	LR
-45.259	0.000	LR
-49.144	6.729	LR
-53.029	13.458	LR
-56.914	20.187	LR
-60.799	26.916	LR
-64.684	33.645	LR
-68.569	40.374	LR
-72.454	47.103	LR
-76.339	53.832	LR
-80.224	60.561	LR
-84.109	67.290	LR
-87.994	74.019	LR
-91.879	80.748	LR
-95.764	87.477	LR
-99.649	94.206	LR
-103.534	100.935	LR
-107.419	107.664	LR
-111.304	114.393	LR
-115.189	121.122	LR
-119.074	127.851	LR
-122.959	134.580	LR
-126.844	141.309	LR
-130.729	148.038	LR
-134.614	154.767	LR
-138.499	161.496	LR
-142.384	168.225	LR
-146.269	174.954	LR
-150.154	181.683	LR
-154.039	188.412	LR
-157.924	195.142	LR
-161.809	201.871	LR
-165.694	208.600	LR
-169.579	215.329	LR
-21.949	-26.916	HR
-25.834	-20.187	LR
-29.719	-13.458	HR
-33.604	-6.729	LR
-37.489	0.000	HR
-41.374	6.729	LR
-45.259	13.458	HR
-49.144	20.187	LR
-53.029	26.916	HR
-56.914	33.645	LR
-60.799	40.374	HR
-64.684	47.103	LR
-68.569	53.832	HR
-72.454	60.561	LR
-76.339	67.290	HR
-80.224	74.019	LR
-84.109	80.748	HR
-87.994	87.477	LR
-91.879	94.206	HR
-95.764	100.935	LR
-99.649	107.664	HR
-103.534	114.393	LR
-107.419	121.122	HR
-111.304	127.851	LR
-115.189	134.580	HR
-119.074	141.309	LR
-122.959	148.038	HR
-126.844	154.767	LR
-130.729	161.496	HR
-134.614	168.225	LR
-138.499	174.954	HR
-142.384	181.683	LR
-146.269	188.412	HR
-150.154	195.142	LR
-154.039	201.871	HR
-157.924	208.600	LR
-161.809	215.329	HR
-165.694	222.058	LR
42.054	-5.550	LR
38.169	-12.279	LR
34.284	-19.008	LR
30.399	-25.737	LR
26.514	-32.466	LR
22.629	-39.195	LR
18.744	-45.924	LR
14.859	-52.653	LR
10.974	-59.382	LR
7.089	-66.111	LR
3.204	-72.840	LR
-0.681	-79.569	LR
-4.566	-86.298	LR
-8.451	-93.027	LR
-12.336	-99.756	LR
-16.221	-106.485	LR
-20.106	-113.214	LR
-23.991	-119.943	LR
-27.876	-126.672	LR
-31.761	-133.401	LR
-35.646	-140.130	LR
-39.531	-146.859	LR
-43.416	-153.588	LR
-47.301	-160.317	LR
-51.186	-167.046	LR
-55.071	-173.775	LR
-58.956	-180.504	LR
-62.841	-187.233	LR
-66.726	-193.962	LR
-70.611	-200.691	LR
-74.496	-207.421	LR
-78.381	-214.150	LR
-82.266	-220.879	LR
-86.151	-227.608	LR
-90.036	-234.337	LR
-93.921	-241.066	LR
-97.806	-247.795	LR
-101.691	-254.524	LR
34.284	-5.550	HR
30.399	-12.279	LR
26.514	-19.008	HR
22.629	-25.737	LR
18.744	-32.466	HR
14.859	-39.195	LR
10.974	-45.924	HR
7.089	-52.653	LR
3.204	-59.382	HR
-0.681	-66.111	LR
-4.566	-72.840	HR
-8.451	-79.569	LR
-12.336	-86.298	HR
-16.221	-93.027	LR
-20.106	-99.756	HR
-23.991	-106.485	LR
-27.876	-113.214	HR
-31.761	-119.943	LR
-35.646	-126.672	HR
-39.531	-133.401	LR
-43.416	-140.130	HR
-47.301	-146.859	LR
-51.186	-153.588	HR
-55.071	-160.317	LR
-58.956	-167.046	HR
-62.841	-173.775	LR
-66.726	-180.504	HR
-70.611	-187.233	LR
-74.496	-193.962	HR
-78.381	-200.691	LR
-82.266	-207.421	HR
-86.151	-214.150	LR
-90.036	-220.879	HR
-93.921	-227.608	LR
-97.806	-234.337	HR
-101.691	-241.066	LR
-105.576	-247.795	HR
-109.461	-254.524	LR
-23.991	52.653	LR
-16.221	52.653	LR
-8.451	52.653	LR
-0.681	52.653	LR
7.089	52.653	LR
14.859	52.653	LR
22.629	52.653	LR
30.399	52.653	LR
38.169	52.653	LR
45.939	52.653	LR
53.709	52.653	LR
61.479	52.653	LR
69.249	52.653	LR
77.019	52.653	LR
84.789	52.653	LR
92.559	52.653	LR
100.329	52.653	LR
108.099	52.653	LR
115.869	52.653	LR
123.639	52.653	LR
131.409	52.653	LR
139.179	52.653	LR
146.949	52.653	LR
154.719	52.653	LR
162.489	52.653	LR
170.259	52.653	LR
178.029	52.653	LR
185.799	52.653	LR
193.569	52.653	LR
201.339	52.653	LR
209.109	52.653	LR
216.879	52.653	LR
224.649	52.653	LR
232.419	52.653	LR
240.189	52.653	LR
247.959	52.653	LR
255.729	52.653	LR
263.499	52.653	LR
-20.106	45.924	HR
-12.336	45.924	LR
-4.566	45.924	HR
3.204	45.924	LR
10.974	45.924	HR
18.744	45.924	LR
26.514	45.924	HR
34.284	45.924	LR
42.054	45.924	HR
49.824	45.924	LR
57.594	45.924	HR
65.364	45.924	LR
73.134	45.924	HR
80.904	45.924	LR
88.674	45.924	HR
96.444	45.924	LR
104.214	45.924	HR
111.984	45.924	LR
119.754	45.924	HR
127.524	45.924	LR
135.294	45.924	HR
143.064	45.924	LR
150.834	45.924	HR
158.604	45.924	LR
166.374	45.924	HR
174.144	45.924	LR
181.914	45.924	HR
189.684	45.924	LR
197.454	45.924	HR
205.224	45.924	LR
212.994	45.924	HR
220.764	45.924	LR
228.534	45.924	HR
236.304	45.924	LR
244.074	45.924	HR
251.844	45.924	LR
259.614	45.924	HR
267.384	45.924	LR
-33.604	-47.103	LR
-37.489	-40.374	LR
-41.374	-33.645	LR
-45.259	-26.916	LR
-49.144	-20.187	LR
-53.029	-13.458	LR
-56.914	-6.729	LR
-60.799	0.000	LR
-64.684	6.729	LR
-68.569	13.458	LR
-72.454	20.187	LR
-76.339	26.916	LR
-80.224	33.645	LR
-84.109	40.374	LR
-87.994	47.103	LR
-91.879	53.832	LR
-95.764	60.561	LR
